role,frequency_hz,t_0.128,t_0.256,t_0.384,t_0.512,t_0.640,t_0.768,t_0.896,t_1.024,t_1.152,t_1.280,t_1.408,t_1.536,t_1.664,t_1.792,t_1.920,t_2.048,t_2.176,t_2.304,t_2.432,t_2.560,t_2.688,t_2.816,t_2.944,t_3.072,t_3.200,t_3.328,t_3.456,t_3.584,t_3.712,t_3.840,t_3.968,t_4.096,t_4.224,t_4.352,t_4.480,t_4.608,t_4.736,t_4.864,t_4.992,t_5.120,t_5.248,t_5.376,t_5.504,t_5.632,t_5.760
normal,406.25,-66.73286248475509,-72.15065224858195,-66.45737824058361,-73.97819339792119,-66.9216423970891,-67.83632673533992,-62.976363838495224,-70.2639505507464,-76.22816214645823,-71.88795719519851,-70.21969973156918,-83.23318269729481,-78.32756921178289,-73.86759508139319,-88.41191634629809,-63.83382608204585,-75.83654294701384,-70.85181732172421,-71.97269434920175,-76.84330237967862,-70.66161230659635,-71.07530130736589,-72.78993683940307,-69.60790768782586,-80.91149037552924,-69.45278281555838,-66.82181551848204,-72.44411266963544,-75.6968635151786,-81.27674527725173,-75.89626294069723,-69.52741090036865,-66.07224117303862,-79.46025990423055,-74.06983619891643,-67.06490377007573,-65.29964303261316,-68.81964988447068,-72.03148026490997,-71.79305024487974,-72.04781727045896,-62.50157518819052,-72.80920146371994,-68.90124687371143,-70.35969777664224
normal,410.15625,-89.18998685724884,-79.00891490790936,-72.77532386205743,-65.44654089119412,-69.53823117300705,-77.95914090724136,-75.3357974362902,-67.43563780703327,-79.4150607306147,-77.63875488538534,-77.42576699561057,-70.62983635062571,-74.4088289358462,-69.87046312072837,-62.658969248895744,-71.23002251986041,-70.00564599481919,-85.86334031828962,-77.52492849475584,-70.33569411862405,-83.46489394301655,-78.028252802404,-77.25915228701325,-68.80992900725103,-70.62509786213245,-69.22155624072516,-72.46626810644788,-73.7168287580638,-74.64304077229369,-79.99570816897955,-66.97713165526599,-69.65733836834931,-75.80614708806232,-71.24911267070766,-70.10842364347242,-70.11352114630716,-75.02271759391024,-73.22994448615279,-69.12863504523163,-70.46722591803939,-66.02990054602918,-81.99317896081067,-65.82420701894296,-72.15076467577474,-72.60139375583142
normal,414.0625,-89.98322529570618,-72.61610502207937,-84.12765732283587,-77.05026837426459,-73.26751198365082,-71.07563937784539,-70.26688419528695,-73.9778879566222,-71.55443630797836,-83.09753976225758,-73.59147436410039,-68.32924167106621,-73.6973623936238,-72.82176020536694,-74.64792407454705,-70.3219109699616,-78.71790622261497,-71.60071280333382,-69.97151788552446,-72.61580301575778,-75.77321578454138,-70.94840108918922,-69.35583695764713,-74.33731227651333,-69.17065717748513,-74.62890336038794,-71.5033924626828,-71.2293373824603,-75.4338066458621,-75.50062778445748,-69.44021711230546,-66.61174283306622,-69.25474324617518,-71.03215491719106,-85.80921673516394,-68.74919867539819,-67.99906559001757,-71.47908911782325,-72.62701108826536,-64.63663103422776,-64.15114330652149,-65.71524691371832,-65.6574120447126,-67.27621447163554,-77.25321998701654
normal,417.96875,-79.31381465568688,-69.69720986325403,-68.07729458501369,-72.71823396836476,-89.44582994982676,-72.39712850694828,-74.48060433733727,-71.10130251964173,-79.95659966467197,-77.28458664504478,-71.58292262227663,-76.46352294523265,-74.26236851198635,-79.49519230899031,-81.88469267743265,-78.32622630855684,-72.25196468010525,-84.30550183709582,-84.52125268279333,-75.24344043551613,-74.08404132402707,-79.57831643301375,-67.9569595959995,-72.6594141877961,-72.68989987181529,-71.8260624542977,-67.22725638412828,-65.02601076828357,-68.9936706906985,-67.47704879395114,-66.7485687827707,-68.71295075559613,-72.71537178520524,-80.09470689768536,-88.80664416534863,-67.72633250357177,-74.80814667530298,-79.45046911505175,-65.41055661605971,-77.97004219285975,-68.71479213576082,-67.75196194623027,-81.67313639159568,-71.25527546084156,-67.51941753966506
normal,421.875,-69.55136287076054,-66.9052288585537,-73.52445388662672,-75.41490624145462,-76.2267350314704,-91.56449142023014,-89.10804346893714,-77.52649810331332,-69.20788418793299,-70.83573749420098,-77.88472517591313,-67.68566900113127,-69.79218365700494,-79.54595678413855,-80.37546004372868,-83.09914253786319,-81.29877100550807,-73.49546660737315,-68.26528588786832,-73.61315303677617,-71.38824750443956,-65.78880313808708,-69.15011122743473,-74.45364193548276,-75.31539647842709,-72.79495482597287,-66.12606391018159,-74.54634060955621,-86.21050386318669,-71.00591431897116,-68.74561482292775,-76.00975836077963,-80.08460872042478,-82.87465400712911,-74.55398711381564,-87.43152694151236,-72.82984911026244,-71.22582541930055,-86.94351940289616,-66.16979529474874,-74.49722809070089,-91.51893327937307,-70.99170878153546,-76.25719838515847,-74.41052191893755
normal,425.78125,-70.54117058346526,-73.40176810597941,-70.38723844411588,-66.84830484213394,-67.56121423518725,-80.40637722692283,-75.6263069963859,-71.38767571499528,-83.83439948594034,-78.81090950035137,-67.25799025517348,-73.7870702703304,-69.71511828979789,-100.29020722931568,-77.55718110276067,-83.52276518010648,-74.03808166988053,-73.54505728196406,-72.84443346479732,-69.41158343084393,-79.80472616366679,-70.96711515376614,-72.02834471493198,-67.50915515476953,-75.95636333165038,-71.93091192404887,-81.86099917268736,-70.45229081578319,-74.97100341898545,-77.92811943228875,-71.97518649121336,-90.36403230755836,-77.86146942109677,-71.87221935060087,-80.62016994478462,-73.436827849674,-73.41296642833174,-77.53541431026676,-95.2735209360749,-67.52586559934653,-65.1339286090487,-66.58073678231665,-84.89186399471657,-74.81824533812701,-75.6921376078304
normal,429.6875,-79.20180345213925,-75.38522421010846,-67.50339803254735,-65.47598065019989,-80.85507485226886,-78.63171427638511,-74.94265423857952,-74.44404183720577,-76.91918342283377,-87.42862197558733,-69.3728747025863,-66.9329179837754,-76.16547935594599,-82.62047283442514,-87.29265238270372,-78.20595696477072,-67.6944170457685,-69.80474977728645,-77.57723272258588,-77.45648116271926,-79.50112538824035,-70.29731883713431,-76.71537304668962,-68.91238452069358,-96.93586188956542,-72.09291140521954,-65.41568727477595,-68.7679451794274,-72.3811236611532,-69.43398401296308,-70.0519462032124,-75.1663855920715,-70.84775810500992,-72.17904041712569,-75.45580347537413,-80.61946379309236,-84.28089271579896,-71.36301731153468,-72.18202376576326,-76.66712441204696,-91.5214153049643,-75.9206527152775,-70.7601044522522,-74.2689518981188,-67.03530307734141
normal,433.59375,-77.22909324334208,-79.43832419667083,-71.55524517920412,-74.1868605868688,-83.19204660748764,-76.07600083639468,-92.90832108022464,-82.00666201239645,-77.76871382568403,-80.77760150612436,-69.33392327699079,-71.05023237877344,-70.38394887390281,-71.32020608545257,-76.85367418697517,-75.3636076531963,-70.42202193882608,-74.16696180130222,-76.42168702639972,-74.76696226899423,-72.1370835893447,-80.86908452135606,-70.41532660459245,-76.35656510351512,-75.91885340658499,-68.93466265828779,-73.33777957954824,-79.07701899730738,-85.99582399718537,-73.39669329344868,-65.33808975896395,-70.81721598276955,-69.14234748657361,-89.98357200223671,-100.56082010269492,-78.0384915140105,-82.98816468901292,-75.0103333660208,-67.65719815091208,-75.99826143191522,-78.20813760170347,-84.18396428243352,-79.87981608889478,-76.21254725183468,-66.74927735829297
normal,437.5,-74.53235363758544,-79.57756635169605,-93.69342410420126,-75.54271826754311,-73.51730167825008,-75.71417192187597,-80.17803354230408,-72.01213044402087,-74.72939284348502,-71.49781554900623,-71.43532483359346,-89.09624618619524,-90.43614568860951,-77.84655521652395,-84.68200431606148,-84.88853053178617,-78.91809866891147,-77.38802941412465,-81.35804726837732,-77.54620622261517,-77.89511193296632,-71.89654244867481,-78.42410124549771,-72.83126148639235,-85.45247278541716,-71.3483096136047,-74.57671226531916,-77.13911471756012,-71.79115374695176,-68.34660488844649,-70.66559102307747,-69.35413732054792,-80.76592861973722,-73.08863757314649,-78.52631387226783,-81.24775694208546,-75.12773448845184,-81.14681178736974,-80.5285650883851,-77.75979879300894,-72.63727934106421,-74.97307866931243,-75.12334174370693,-70.62201502692429,-74.78885001786806
normal,441.40625,-81.93052160193169,-76.13825738289354,-75.89810786968512,-85.98884617207348,-80.97636877532862,-72.83195950624925,-71.66099102446063,-78.69190383234128,-76.11671382763762,-74.4630686388854,-73.72826858705784,-86.82933426096214,-81.01632236033711,-86.9361683449526,-79.87265304768579,-75.56876743110729,-72.60470905614125,-72.9653507100698,-74.6513843563078,-81.87483348294329,-86.51050124501802,-85.58782552537579,-71.5013827707521,-72.71832546463168,-94.10167374063931,-77.74698728162083,-85.6226217989598,-84.1615150515966,-79.83659730571958,-79.19027437021127,-77.51021219144177,-69.77329494221885,-74.74755504355535,-76.46568845788123,-89.04031902737685,-77.1816879670733,-83.16732881059494,-78.14852293034289,-71.46192067684449,-77.99788819450738,-70.03819542971084,-81.67322825807014,-73.32220191612937,-74.1672178267308,-74.94705973719275
normal,445.3125,-79.52101249643107,-81.64603250820497,-89.42437519016605,-75.01005889151457,-75.43937476380717,-75.50979719859328,-77.76352805002364,-78.96593741570209,-82.88238474674546,-74.51447927594364,-76.72593814906195,-72.83017242569974,-74.15517964509769,-73.20976808013047,-77.10903323326365,-80.85969223268248,-80.14636985167593,-85.35503761175323,-77.34551774479966,-80.48247376654139,-75.07451099949415,-74.39522335679405,-81.95112395377924,-82.15510664539016,-77.53344208445435,-88.16017146945298,-76.66385719257241,-75.55704559645544,-76.3209021937775,-71.33486113980109,-75.52343116103053,-85.59561239142523,-85.95862508431469,-75.57412396042383,-80.03274377703502,-82.48804266464626,-77.61533525601818,-74.61741445734735,-71.20360982985177,-74.25863632000335,-80.27704409117501,-70.66354441746518,-68.62496722569742,-77.16872569024305,-75.7164191490446
normal,449.21875,-88.60509326713404,-74.63847474025647,-83.49155691760357,-72.6957390760938,-77.46806024203741,-73.79538088033591,-75.64200587738345,-75.91115778966642,-81.5522777923434,-76.33587806092551,-68.6949699057239,-82.87079846151917,-82.85550919191266,-74.40848211622,-99.0815187068734,-80.2361571095843,-87.67649187079604,-78.62754488257208,-74.26818496749162,-77.49286380467444,-81.84862143201599,-70.57486573264514,-71.4035270293924,-72.57465361226474,-75.02890339181461,-79.06228109674109,-74.74999148492313,-80.79641960174585,-83.89306556120957,-74.45755196428851,-69.08365265244075,-71.85624693253955,-80.08639246949716,-76.69501707792232,-80.66870338204865,-71.20507000576215,-75.43248032058966,-73.83764268860578,-75.10413538272742,-92.33631081720824,-82.83632735214452,-75.50601618540526,-82.12331141138318,-69.85230669503292,-78.78308455487125
normal,453.125,-77.09360833159606,-81.2082525025258,-82.95568616299327,-74.68764674097946,-73.11982194927553,-73.60156867143004,-77.7056231044701,-81.68473082538438,-102.94359703489839,-78.12758931326172,-73.89251976230604,-73.18786482446967,-82.13442399323911,-85.30568303681535,-81.2125368457429,-87.36024083711294,-87.5567739136963,-79.36469041609138,-86.6543024661736,-73.71451124338267,-75.93863931857088,-76.11551784210319,-80.54790762552643,-76.72547029606253,-82.45348480997933,-79.67146627265384,-83.32851955185524,-81.47012762481565,-76.47478299944754,-90.56392162286862,-88.35669555136904,-79.06632788777063,-82.0041722265956,-78.15582047944329,-76.4039927675256,-78.76874801219563,-76.64262635821572,-75.06749164798605,-81.09159438688678,-78.44064404452355,-75.17742441736172,-79.52969127839408,-76.64411032449541,-86.45900377531794,-78.51739455231277
normal,457.03125,-82.99322887147565,-80.69623228245275,-74.85875396343079,-78.7348041240926,-78.81956477741947,-81.66974773624551,-83.23800588414274,-76.68090956677476,-77.93961688895477,-78.7033013214638,-82.31134547909797,-77.70407813954168,-81.34917877358501,-80.3614103711986,-87.59798525570602,-81.80512566965808,-83.34011803541603,-83.26342474270847,-77.78461699833336,-82.6515004574887,-82.34817876669078,-81.10581833978445,-83.54213088212697,-91.79620513537384,-80.67839506148113,-86.56767977443913,-95.60069944249945,-87.00550491895962,-76.58363406644801,-74.57465271613282,-107.7747895794465,-81.0408713855962,-81.96670855975684,-79.2551822847394,-80.4593290159585,-75.80770337223292,-77.2993907400594,-78.30177216323665,-81.59534429458577,-76.23397762844027,-78.36486494730846,-72.00152112152884,-71.97412430283018,-88.54839348823688,-78.31644881398253
normal,460.9375,-81.49933486908435,-76.589553091201,-92.20738934384556,-79.67402542319701,-76.50170888728385,-72.76228840675053,-72.4380806799599,-85.48281349329947,-79.08314284513474,-73.99689041131191,-78.53665966803318,-82.80464760526108,-88.41287356434059,-80.29445113137014,-92.71162235519334,-80.18004545735093,-77.2221485215623,-77.63216564398944,-78.55653007832919,-77.85973561956193,-78.54919117645282,-91.28531169581007,-80.15743943283795,-84.24521701733299,-84.04137148136974,-80.55878262104194,-81.80572226866894,-90.12279643022762,-81.97598161434965,-75.08721761024756,-91.4194848717184,-80.3685873812357,-83.59543144398296,-75.38390124859562,-71.97545210927336,-78.14890410195451,-82.51561119015717,-80.80004651322005,-80.11061977852613,-78.94024437050976,-83.87834962708767,-78.89799398372142,-79.67041835958442,-77.14293640631757,-84.56982820860046
normal,464.84375,-87.61698574925396,-81.6755028466944,-83.92312810743093,-78.17882806876086,-80.9089191284747,-75.9520506545245,-87.52182536760156,-79.98141281743771,-79.71309436578022,-86.52764689982337,-94.81055891658471,-79.5968054454661,-75.00872295409745,-82.2126088295833,-82.79517166361981,-89.06107600558349,-87.58783516805428,-86.4309821332148,-75.48417204606184,-77.28645617390706,-80.13082271051572,-90.34068248840083,-84.53743915458091,-78.4017791433061,-86.3332960761945,-71.32018748380871,-80.98414063391746,-84.03597437167886,-85.2808589217079,-82.8522668192363,-80.51097247767687,-77.70933203725707,-79.79272749698758,-83.10338612597555,-79.25424685981363,-79.65023992054883,-79.72180344500812,-100.03297242200662,-76.05370424801168,-73.48923694203884,-73.08638085957168,-83.78450335364914,-88.82910247568927,-79.84738713316298,-76.173311781191
normal,468.75,-82.4095348752088,-92.43959093726488,-79.29475572689293,-74.60628186048301,-72.87640283268041,-75.77528853057471,-78.08521472934638,-84.81732324510236,-79.85409393378349,-82.33168023343734,-82.20076106033682,-80.41380071897065,-77.15466651919098,-79.85080643157372,-85.80573472286673,-78.65639981604608,-80.02798490248432,-80.82238347661047,-90.23562447012321,-87.85152952858952,-83.49190378316993,-80.68867160701723,-85.20174100454241,-81.82506673116073,-74.59585153707249,-83.80750886852519,-74.56767209582362,-82.47601161912033,-95.92158497911525,-85.74627045363837,-80.25665487040014,-87.5787686668494,-79.77816441713183,-80.49483129603175,-88.60570983415343,-80.70273269077113,-86.76389880859065,-76.01623664576286,-79.11348793389244,-88.20466982737074,-80.70796130146641,-80.98819426141,-79.51663715617994,-91.9920980555333,-80.57565745319808
normal,472.65625,-78.99330836187734,-77.69972709552222,-79.7875309660169,-81.9857672090408,-84.16449485267272,-80.93255612645997,-84.93398720524661,-78.57410653714588,-88.87682369989969,-81.36889170009371,-79.8841997139981,-82.07902080091627,-99.14319629827544,-82.54676135405856,-82.03640224440386,-78.07020636697915,-82.6127950738672,-84.59912947120885,-87.86988504711267,-82.68068108711941,-87.55717270142107,-86.25321566311919,-94.8435203100793,-79.69833678567336,-76.05593793460046,-82.14844525970585,-82.55403396220474,-76.50234107022578,-81.25365934005536,-81.66264312922353,-87.09425808765282,-81.36722124846109,-79.48487315585348,-91.29341805801107,-103.72829816904272,-86.37007406216671,-76.0901375505997,-74.87995377790577,-85.67597021593028,-81.46995634041755,-81.26916728392095,-84.01901537332645,-89.91714929940412,-86.05899045276736,-74.62979885164215
normal,476.5625,-84.28912713320379,-91.41273240760847,-84.1485205416354,-90.57720914707794,-84.84888849681798,-82.18645134083991,-80.14497191817975,-79.28301740422961,-83.32358366465071,-75.94129593418522,-77.96886220311127,-98.77345246008117,-89.27076695785415,-80.4388450645917,-83.11053129635053,-78.92647988201955,-79.91236744000341,-80.30785400072878,-88.98676411230096,-89.13720402558353,-78.55384007111081,-78.37115401152397,-86.16908303430493,-83.02712076232076,-83.62580549822616,-81.13131502454165,-93.42635602290613,-80.82174214999134,-85.86197362760642,-76.71234814452903,-77.3849925915685,-79.72104622987034,-82.53132148209136,-86.78946542350775,-89.62373286349843,-86.39160910492956,-93.64296984349875,-87.92534724433901,-79.81448240256961,-94.80164955712411,-80.21263599736962,-84.74539086322976,-85.72588061151264,-81.49561069406397,-86.99269192086008
normal,480.46875,-80.01288716464825,-78.80843448170211,-84.93654739223614,-89.87470566482357,-81.60085316664238,-88.12363019929694,-81.77476697417008,-85.56879332201396,-76.83446102983132,-87.60215481918577,-80.02575476068989,-97.58757361784382,-87.67930848605984,-87.47785833627907,-81.49254574354329,-86.04406055767538,-83.88573374793695,-80.4603692054558,-78.00408846397998,-82.96779641901418,-79.01230599233416,-83.88496605412924,-87.4761042132364,-80.11718221625256,-79.86314493299497,-83.59499145175648,-85.27099471003709,-83.35837538031718,-81.54860919747563,-83.72603235742814,-83.42405273398015,-93.12969102225563,-80.29963243434355,-83.22629765588141,-87.11897224650113,-82.82646971992827,-87.30710722902911,-96.2390790329705,-87.68925367546518,-82.37396145451669,-81.72490442203696,-91.60526885993124,-99.57618396753374,-86.63889994932217,-84.64167334864695
normal,484.375,-91.32979271124594,-90.09641420369663,-85.91746588502721,-90.36096868078629,-88.25122227609148,-88.02047277057424,-93.26459223307019,-92.92798268185722,-81.26528902496815,-75.36984416353617,-85.21964549431728,-88.45094766987347,-93.84698382786395,-83.00654037803724,-83.7819174136499,-85.5451419467588,-80.30363666526625,-83.92355906312744,-88.5160395159066,-86.03219610445649,-83.41420764653546,-77.01438798516735,-78.12022603609475,-82.31939113224513,-85.6911831486158,-84.9525948323382,-84.4833409303662,-102.14701059632019,-84.68059109712124,-81.01901847088895,-83.13389631085435,-86.67052188983351,-97.99996896214944,-90.4672687915052,-78.48374618757491,-77.14735367009823,-87.72807440493737,-87.2167243335106,-91.77304847210627,-84.32377155314015,-85.79570455539923,-86.38216116555418,-83.67164979380149,-81.15230114593408,-86.2449715326101
normal,488.28125,-80.62226051629112,-81.72789861709518,-81.66651624449432,-83.82328738550265,-94.46761986476113,-78.91112813932118,-85.10788493031833,-88.57305753418167,-84.52166029233337,-86.27409539571502,-86.16364428034906,-87.91190075081587,-83.85070545480717,-81.39287938780136,-80.9973653929068,-87.07273435494024,-119.0693961799002,-83.21428960113434,-85.19807833651865,-98.16917654592967,-88.0940593849455,-86.06004493171173,-80.44779736400564,-80.71989522396825,-87.82960118928416,-83.3728397073844,-84.9907738651606,-87.95305551882169,-84.83293088488041,-81.5665304489552,-84.74166468820526,-83.62390147963431,-91.95896139195952,-83.85243083120345,-87.95343233620038,-84.72226558478114,-82.84944522883166,-87.76556837523756,-83.01425677471886,-83.65166625090444,-87.28370495609467,-90.55310249011904,-88.32490869541077,-88.40874253803452,-88.82943181956024
normal,492.1875,-86.34299331976108,-92.07763159094429,-84.4240324985389,-88.01696515674975,-91.2974493143008,-81.40996842097084,-79.16559933225165,-94.75043221647788,-84.5354512863858,-83.32264046706453,-88.96133301074858,-87.24470326606524,-91.17279988280893,-83.10352077154631,-88.27338792128295,-83.83801848609369,-91.80109670362926,-80.07840978251643,-79.75960062704061,-98.10903168298601,-86.17964345883377,-80.33557001511008,-84.42934340141532,-87.54821570049258,-93.65107452915422,-96.35739184332121,-98.79376792010659,-86.48775092444521,-97.54472904079991,-90.38501457551051,-82.29066590862216,-81.06238985905215,-101.08951042506055,-83.68360042614566,-85.24655231883686,-84.45332123339705,-83.4098341136084,-86.66340667334208,-83.8858231366256,-86.57024025407375,-89.59399288624219,-82.54494847769423,-95.19356328005486,-90.53565738239246,-92.5349500393876
normal,496.09375,-91.84554188519216,-101.29769251404804,-86.91985829579897,-92.63417731917427,-86.48863568702586,-79.82338763966304,-80.44285425110348,-86.40629537136677,-89.54674120682655,-91.26632401854665,-86.05734700558806,-82.21103314808134,-83.48283072115908,-83.77469920555711,-83.49981844299684,-87.72034554069728,-79.32714655063857,-106.11153022552327,-93.76274798096046,-83.14776437746082,-82.9663705073802,-89.01774600056419,-83.37635654837595,-84.7587924285027,-89.42812937323913,-95.46109102405758,-90.36242736641523,-84.96611362118932,-102.07073794119722,-87.80761765030724,-88.18363144479738,-85.86697544309585,-82.55623780896917,-87.59867534882525,-83.91575142627045,-84.87498787930548,-81.83029341205881,-82.29435328158755,-87.13374931974323,-86.91741406657583,-85.78987210910981,-85.36719294157189,-85.84588368820276,-86.889620860547,-91.48065919770943
normal,500.0,-81.89603870319903,-96.89823158107023,-81.31538488529065,-94.26255626936171,-85.57080045229911,-84.8500576471694,-85.9362722993661,-80.94912341513722,-84.42270776541415,-80.3526561428903,-93.81739258484858,-85.09838070536091,-95.25111140033073,-102.55005522382987,-82.75894159778463,-81.04710239106423,-83.78059630627374,-83.63484229255337,-90.54988595739442,-100.48859683886639,-84.57849041607771,-85.85301599010253,-83.71514488314821,-80.64914515991893,-80.95395858825698,-82.10798751298371,-80.0060848118771,-84.3148435008286,-82.00898057200564,-79.48151402116235,-80.55145618455028,-84.94555462263405,-91.5233232855593,-91.48421114234594,-88.8390312578364,-82.90138091228727,-86.42064078495734,-83.24091261681889,-84.63670109916734,-85.08512098065346,-84.65690596627597,-84.6831410977525,-79.16335744762347,-86.98355776538362,-83.54281772530099
normal,503.90625,-84.0902518028453,-82.5047866720768,-90.53535659040863,-82.40437625831767,-85.08342299405703,-81.72928585331407,-90.05391356294346,-82.18841693790864,-84.89150276023526,-88.63341041520052,-79.75445689058613,-86.00780574491331,-90.67817676467193,-108.51853269426607,-87.05686911629658,-84.05716176494616,-81.36675177223871,-85.24557050823425,-83.6415363435384,-88.65325336662471,-86.62337445311039,-85.33793360070051,-81.18430018732029,-91.3299348818142,-90.90275880157783,-92.00625179230161,-100.90554490744326,-88.84373661737277,-101.41786398406302,-89.32505568309303,-87.32767940422494,-89.95808845847691,-96.68581240492713,-86.26307157580985,-86.6620354566441,-88.64664398424324,-93.2445649896554,-86.93266314024885,-94.31605819081412,-93.44988534811893,-103.78275840179592,-82.43833591829905,-84.6833855468843,-86.99843452580005,-84.58962346827603
normal,507.8125,-83.53753798372784,-96.88397763648507,-86.51355643805822,-86.6382753838939,-88.00617483963433,-93.7199083074633,-90.14291250425131,-86.74243070503294,-99.00377557052894,-89.09205441033436,-84.28640325659416,-83.95405965459719,-102.95795759754162,-88.04324882854083,-86.14968073108243,-81.70911613427897,-83.52619475959378,-81.1160343864219,-83.7059482967595,-88.24696257960508,-89.47718435598397,-84.83147822565306,-87.4551573999452,-91.51895493763558,-91.08490485063298,-88.10374346608907,-84.22792208172936,-89.02593641114578,-94.02774039849919,-85.6160030969989,-94.04381300418846,-102.96184505577436,-97.4837950259549,-99.84786675841147,-93.7272477259843,-95.410038669271,-87.8696846604633,-81.91667137912648,-91.58245144699401,-86.68156380616132,-89.67226212893618,-94.16890159164934,-93.86459811490859,-94.25058750840125,-91.81677896376618
normal,511.71875,-95.68255566987887,-89.20639899987935,-85.58851033077676,-86.24690901025974,-85.37743418466023,-83.38360661121449,-87.60113733544985,-82.43962351060752,-90.62688541920252,-88.94608907869943,-83.17349729007009,-82.39961110846224,-92.64590833564638,-97.24981725192372,-83.08391096931231,-84.89402106034304,-95.93037081744625,-92.63550946698074,-91.464481438871,-88.5927166564757,-112.0713686081937,-95.47030331568983,-87.83196140335465,-96.15530183862995,-87.066719335035,-81.72636241432912,-86.30238733802976,-96.45604876821412,-87.89045926997676,-90.82052626750696,-96.835725091372,-88.4955696866324,-93.65789379712027,-95.59877947839584,-87.02016455112614,-89.47913139178807,-87.27159167726572,-89.61505877313678,-92.57616956808832,-95.55615027593461,-82.9577470647317,-83.53044813951755,-94.2921646730889,-87.20060390560005,-98.80912577839064
normal,515.625,-87.52188507601448,-83.59541901327012,-87.41850195315527,-99.87655609970142,-99.97726538934585,-98.34022665354848,-89.93466893024939,-95.1564475160057,-95.14235601652067,-92.62033652864008,-85.44349096655668,-85.93606997546708,-94.65162360540064,-95.37367564001454,-97.33784326459643,-94.50698188764775,-89.68539085535484,-102.07922095299956,-96.85345424106032,-103.94421018158812,-88.47106883419484,-86.99962998698456,-94.47888045651843,-93.01170897578415,-84.57544924142223,-98.73230163402897,-90.46618193050803,-98.9501398079538,-95.06919929211328,-89.12394990642105,-82.7701142985847,-87.91811865809353,-94.66345997049939,-92.90717435693173,-87.4435834953188,-85.9860274015977,-93.40886317555642,-93.46801687218121,-92.57989702256778,-97.08575781562817,-91.87510863637763,-87.96219917334159,-87.60833257753033,-90.79421140848056,-93.96853553180074
normal,519.53125,-91.83925777023484,-99.54686538030401,-86.61390378084157,-87.4024272325974,-88.49119983123855,-100.5965639023965,-90.35693390128822,-105.71488487274158,-88.78176646169207,-84.01982234053463,-98.82538601533224,-92.52866735661107,-94.51151048985818,-94.91494015198482,-112.39745705217926,-88.61194099216192,-85.58083075524955,-91.43632913025826,-100.39928478986654,-89.02040701635141,-84.54283160496539,-90.72945707729252,-91.72976946285038,-92.17075219328342,-110.80536798606735,-89.74669635857913,-101.88338982866819,-96.28871105494846,-92.62335998809546,-92.96116286592377,-94.30573344939702,-90.72274544322735,-95.17174178205931,-103.35124210835525,-91.67026291285288,-94.59935247538891,-90.90577213969485,-87.47690191829214,-91.68247721270431,-94.40977416521307,-93.48032142641317,-94.7498218374929,-98.317366747092,-97.75547926999846,-87.14061224938527
normal,523.4375,-94.74524969563973,-90.95884688473491,-97.44867541140866,-92.50329031103544,-93.19427890603862,-96.81004721043385,-96.31790785294633,-93.0869990966675,-84.05098302307641,-88.40715457546109,-91.19486967476972,-108.36191079948969,-101.41022050591329,-101.87298514339469,-91.46067371100219,-94.08736924222531,-90.52994392023882,-99.70646997499314,-94.23286380901119,-87.36734262947941,-90.92392507697687,-100.16630226058604,-96.44590833963994,-89.54224353170743,-99.45189459823445,-100.84563904441217,-89.11712166093906,-88.76485387837792,-92.39147690859568,-108.81432906516733,-108.1628433889947,-93.68457313004981,-103.37673354328685,-91.3432644300699,-91.22104362909782,-93.21083406558196,-91.46877826246723,-89.09891161308241,-85.93892622122324,-91.1592345346164,-96.23161385722511,-100.34673931520612,-94.75843867912073,-92.99146605891582,-91.19309383382935
normal,527.34375,-97.74058450087522,-113.5894538034256,-91.89007104252603,-95.33984705959412,-95.28727706011254,-97.9065878399959,-94.80944611241446,-94.44668475202234,-99.00901587517825,-89.46160469888041,-93.05280389634022,-98.04415081633843,-97.17878649260601,-91.2950117953121,-92.65346365823957,-91.61104126190878,-108.65037496978613,-118.19261587283329,-92.73493433364519,-88.34379879568552,-95.09988212442485,-91.45348012880568,-90.92666411404639,-87.79768286695911,-87.8422439530687,-92.80775333656433,-92.13264592126508,-95.92266200863685,-91.27076696868698,-104.68553756498123,-100.26559616078157,-111.67351658075667,-93.75893645396587,-96.73974412592729,-95.39507306434542,-94.13786386044082,-95.75749149045166,-95.29425963095967,-96.88142254446434,-91.5097258414597,-99.92311707742203,-92.45512884590936,-96.94656632852869,-91.63376600450047,-110.2855120089954
normal,531.25,-92.97431366731685,-97.08651624071705,-92.9175649352232,-90.454596678689,-94.45827616056005,-93.40439171730785,-91.80336194305792,-94.11117107881373,-101.96682731870494,-92.0075447366513,-97.40125281304701,-93.78750398289901,-91.94629307278484,-96.00933218933577,-97.12171624253877,-113.11692885231672,-93.8203021960465,-95.87138605165107,-97.44934637397719,-91.21523674665411,-93.17740953122834,-93.58927086291158,-101.95733732828498,-94.79826750239411,-101.97202919567216,-86.45531012440404,-93.45108721821562,-94.40422016946913,-94.33333253846172,-93.69215669509654,-99.65457329679714,-92.01998752985766,-91.5922956529169,-102.57370875947484,-99.24519971877666,-101.30899857036191,-95.56890376988966,-101.17967538215707,-96.20467585987718,-92.21958927517186,-92.5827738632983,-95.36381852272994,-89.76704458643178,-99.61815121163306,-92.02118641823299
