record_uid,dataset_source,subset,file_path,original_fs,fs,n_samples,duration_sec,rms,peak,crest_factor_db,dynamic_range_db,clipping_ratio,silence_ratio,snr_proxy_db,drift_ratio_db,spectral_flatness,zcr_mean,zcr_std,zcr_anomaly,is_short,is_clipped,is_silent,is_noisy,is_low_quality,quality_reasons
D1_training-e_e01332,D1,training-e,dataset/archive (3)/training-e/e01332.wav,2000,2000,27762,13.881,0.113645,0.88269,17.805182,15.374323,0.0,0.0,37.755049,-19.992081,0.002153,0.029881,0.012593,0.601122,False,False,False,False,False,
D1_training-e_e01333,D1,training-e,dataset/archive (3)/training-e/e01333.wav,2000,2000,38942,19.471,0.066024,0.783783,21.489866,15.501469,0.0,0.0,19.441291,-17.053768,0.075955,0.176648,0.045391,2.816514,False,False,False,False,False,
D1_training-e_e01334,D1,training-e,dataset/archive (3)/training-e/e01334.wav,2000,2000,37450,18.725,0.06975,0.586029,18.48747,22.162927,0.0,0.0,36.804811,-22.297577,0.009667,0.06875,0.012,0.303988,False,False,False,False,False,
D1_training-e_e01335,D1,training-e,dataset/archive (3)/training-e/e01335.wav,2000,2000,20630,10.315,0.024788,0.257233,20.321662,11.731049,0.0,0.0,18.778011,-2.823396,0.020034,0.064033,0.015975,0.194143,False,False,False,False,False,
D1_training-e_e01336,D1,training-e,dataset/archive (3)/training-e/e01336.wav,2000,2000,56030,28.015,0.024509,0.194916,18.010568,9.902595,0.0,0.0,33.156033,-11.111591,0.000122,0.047622,0.015913,0.188001,False,False,False,False,False,
D1_training-e_e01337,D1,training-e,dataset/archive (3)/training-e/e01337.wav,2000,2000,39124,19.562,0.04638,1.0,26.673379,22.430429,5.1e-05,0.0,37.887657,-13.263068,0.000909,0.102132,0.02472,1.081317,False,False,False,False,False,
D1_training-e_e01338,D1,training-e,dataset/archive (3)/training-e/e01338.wav,2000,2000,47872,23.936,0.476485,0.999146,6.431585,8.657532,0.005306,0.0,42.182598,8.780664,0.000121,0.007475,0.004083,1.122879,False,False,False,True,True,baseline_drift
D1_training-e_e01339,D1,training-e,dataset/archive (3)/training-e/e01339.wav,2000,2000,38918,19.459,0.066037,0.975067,23.384986,34.613184,0.0,0.0,43.952496,-15.812495,0.012257,0.075991,0.027037,0.472598,False,False,False,False,False,
D1_training-e_e01340,D1,training-e,dataset/archive (3)/training-e/e01340.wav,2000,2000,86028,43.014,0.017451,0.221008,22.051946,19.78336,0.0,0.0,30.981593,-0.335027,0.009517,0.046747,0.015501,0.208384,False,False,False,False,False,
D1_training-e_e01341,D1,training-e,dataset/archive (3)/training-e/e01341.wav,2000,2000,41936,20.968,0.078891,1.0,22.059444,15.003539,7.2e-05,0.0,31.338107,-4.874799,0.003667,0.074327,0.03211,0.43386,False,False,False,False,False,
D1_training-e_e01342,D1,training-e,dataset/archive (3)/training-e/e01342.wav,2000,2000,60138,30.069,0.061784,0.477509,17.762102,8.135288,0.0,0.0,33.851131,-16.331744,0.003562,0.092585,0.026337,0.859009,False,False,False,False,False,
D1_training-e_e01343,D1,training-e,dataset/archive (3)/training-e/e01343.wav,2000,2000,79424,39.712,0.067812,0.92804,22.725234,21.00733,0.0,0.0,23.160367,-19.819251,0.071643,0.176021,0.058612,2.801927,False,False,False,False,False,
D1_training-e_e01344,D1,training-e,dataset/archive (3)/training-e/e01344.wav,2000,2000,27714,13.857,0.202564,0.895233,12.907462,2.492226,0.0,0.0,23.04641,-12.786604,0.002457,0.01139,0.008659,1.031702,False,False,False,False,False,
D1_training-e_e01345,D1,training-e,dataset/archive (3)/training-e/e01345.wav,2000,2000,34506,17.253,0.118897,0.963684,18.175306,26.508388,0.0,0.0,34.767598,-19.994892,0.024915,0.086143,0.029545,0.709006,False,False,False,False,False,
D1_training-e_e01346,D1,training-e,dataset/archive (3)/training-e/e01346.wav,2000,2000,31524,15.762,0.104482,0.849274,18.200125,21.736592,0.0,0.0,31.652148,-13.734459,0.013499,0.063204,0.015798,0.174852,False,False,False,False,False,
D1_training-e_e01347,D1,training-e,dataset/archive (3)/training-e/e01347.wav,2000,2000,34710,17.355,0.041609,0.25708,15.817551,6.712917,0.0,0.0,27.890181,-13.70998,0.001674,0.007725,0.007613,1.117049,False,False,False,False,False,
D1_training-e_e01348,D1,training-e,dataset/archive (3)/training-e/e01348.wav,2000,2000,80574,40.287,0.111958,0.922638,18.319559,22.367972,0.0,0.0,34.850992,-19.589497,0.015781,0.066306,0.014773,0.247086,False,False,False,False,False,
D1_training-e_e01349,D1,training-e,dataset/archive (3)/training-e/e01349.wav,2000,2000,31046,15.523,0.03059,0.246246,18.115734,12.258305,0.0,0.0,35.97612,-14.862906,0.00393,0.051188,0.011979,0.10496,False,False,False,False,False,
D1_training-e_e01350,D1,training-e,dataset/archive (3)/training-e/e01350.wav,2000,2000,43760,21.88,0.253768,0.943817,11.409026,7.062494,0.0,0.0,39.51794,15.737888,1.1e-05,0.0072,0.004021,1.129276,False,False,False,True,True,baseline_drift
D1_training-e_e01351,D1,training-e,dataset/archive (3)/training-e/e01351.wav,2000,2000,37292,18.646,0.137305,0.999969,17.24602,12.087662,5.4e-05,0.0,26.05182,-4.807607,0.007981,0.141588,0.045674,2.000105,False,False,False,False,False,
D1_training-e_e01352,D1,training-e,dataset/archive (3)/training-e/e01352.wav,2000,2000,45638,22.819,0.03331,0.313873,19.483519,18.725154,0.0,0.0,28.480222,-20.011435,0.028139,0.10634,0.017581,1.179325,False,False,False,False,False,
D1_training-e_e01353,D1,training-e,dataset/archive (3)/training-e/e01353.wav,2000,2000,59252,29.626,0.127581,1.0,17.884309,6.423701,1.7e-05,0.0,28.216277,-17.57575,0.002067,0.010071,0.008591,1.062413,False,False,False,False,False,
D1_training-e_e01354,D1,training-e,dataset/archive (3)/training-e/e01354.wav,2000,2000,61214,30.607,0.073983,0.789337,20.562587,15.563757,0.0,0.0,31.013559,-16.532588,0.012558,0.096278,0.01747,0.944999,False,False,False,False,False,
D1_training-e_e01355,D1,training-e,dataset/archive (3)/training-e/e01355.wav,2000,2000,197984,98.992,0.05128,0.419128,18.247897,12.472385,0.0,0.0,33.58189,-20.051042,0.007446,0.077561,0.01789,0.509158,False,False,False,False,False,
D1_training-e_e01356,D1,training-e,dataset/archive (3)/training-e/e01356.wav,2000,2000,32530,16.265,0.027986,0.202637,17.195416,14.487244,0.0,0.0,32.2119,-13.945484,0.000617,0.10119,0.018563,1.059402,False,False,False,False,False,
D1_training-e_e01357,D1,training-e,dataset/archive (3)/training-e/e01357.wav,2000,2000,26862,13.431,0.162044,0.773193,13.573104,3.464961,0.0,0.0,28.271498,-13.805442,0.001219,0.010145,0.008568,1.060701,False,False,False,False,False,
D1_training-e_e01358,D1,training-e,dataset/archive (3)/training-e/e01358.wav,2000,2000,33362,16.681,0.223419,1.0,13.01761,21.772604,0.016036,0.0,29.854558,-17.545007,0.017712,0.081592,0.044377,0.603033,False,True,False,False,True,clipped
D1_training-e_e01359,D1,training-e,dataset/archive (3)/training-e/e01359.wav,2000,2000,53000,26.5,0.049083,0.394043,18.09231,16.248639,0.0,0.0,26.41605,-12.72441,0.022751,0.091389,0.023771,0.831167,False,False,False,False,False,
D1_training-e_e01360,D1,training-e,dataset/archive (3)/training-e/e01360.wav,2000,2000,47634,23.817,0.123567,0.969696,17.894664,7.956317,0.0,0.0,29.024836,-14.479149,0.002549,0.01799,0.012303,0.878021,False,False,False,False,False,
D1_training-e_e01361,D1,training-e,dataset/archive (3)/training-e/e01361.wav,2000,2000,17786,8.893,0.06341,0.501953,17.970133,22.394109,0.0,0.0,34.09004,-24.124144,0.024922,0.076861,0.015363,0.492867,False,False,False,False,False,
D1_training-e_e01362,D1,training-e,dataset/archive (3)/training-e/e01362.wav,2000,2000,77540,38.77,0.087035,0.946991,20.733042,19.833908,0.0,0.0,26.942705,-16.377535,0.030144,0.09654,0.023013,0.951114,False,False,False,False,False,
D1_training-e_e01363,D1,training-e,dataset/archive (3)/training-e/e01363.wav,2000,2000,33898,16.949,0.071499,0.773499,20.683188,20.833171,0.0,0.0,44.339311,-6.940277,0.002384,0.046085,0.012205,0.223798,False,False,False,False,False,
D1_training-e_e01364,D1,training-e,dataset/archive (3)/training-e/e01364.wav,2000,2000,70636,35.318,0.023824,0.296143,21.889691,24.98232,0.0,0.0,36.139551,-16.893473,0.009875,0.063911,0.016344,0.191315,False,False,False,False,False,
D1_training-e_e01365,D1,training-e,dataset/archive (3)/training-e/e01365.wav,2000,2000,47555,23.7775,0.110325,0.999969,19.146253,22.483281,2.1e-05,0.0,36.758704,-0.807859,0.001108,0.026006,0.020589,0.691349,False,False,False,False,False,
D1_training-e_e01366,D1,training-e,dataset/archive (3)/training-e/e01366.wav,2000,2000,31180,15.59,0.143685,0.921051,16.137421,19.049264,0.0,0.0,29.678299,-9.074767,0.016633,0.053727,0.014767,0.045835,False,False,False,False,False,
D1_training-e_e01367,D1,training-e,dataset/archive (3)/training-e/e01367.wav,2000,2000,46580,23.29,0.063503,1.0,23.94408,21.68039,2.1e-05,0.0,30.767403,-3.159697,0.003492,0.067079,0.043082,0.265076,False,False,False,False,False,
D1_training-e_e01368,D1,training-e,dataset/archive (3)/training-e/e01368.wav,2000,2000,64128,32.064,0.08447,0.372742,12.894099,2.276679,0.0,0.0,24.631388,-10.852779,0.00235,0.023398,0.018594,0.75208,False,False,False,False,False,
D1_training-e_e01369,D1,training-e,dataset/archive (3)/training-e/e01369.wav,2000,2000,47532,23.766,0.113542,0.999969,18.896581,12.840799,2.1e-05,0.0,31.384048,-16.191087,0.006512,0.066512,0.020541,0.251882,False,False,False,False,False,
D1_training-e_e01370,D1,training-e,dataset/archive (3)/training-e/e01370.wav,2000,2000,69516,34.758,0.031036,0.287506,19.335686,8.24209,0.0,0.0,34.207552,-16.71323,0.002386,0.034563,0.015399,0.492094,False,False,False,False,False,
D1_training-e_e01371,D1,training-e,dataset/archive (3)/training-e/e01371.wav,2000,2000,33850,16.925,0.020241,0.172974,18.635144,13.809268,0.0,0.0,32.821351,-11.777757,0.007414,0.075188,0.011065,0.453901,False,False,False,False,False,
D1_training-e_e01372,D1,training-e,dataset/archive (3)/training-e/e01372.wav,2000,2000,71290,35.645,0.289451,0.921051,10.054181,12.181847,0.0,0.0,0.636243,16.324008,0.01007,0.02532,0.033389,0.707327,False,False,False,True,True,low_snr;baseline_drift
D1_training-e_e01373,D1,training-e,dataset/archive (3)/training-e/e01373.wav,2000,2000,28396,14.198,0.149746,0.938171,15.938541,8.977394,0.0,0.0,33.169833,-17.898102,0.001411,0.010894,0.007805,1.043245,False,False,False,False,False,
D1_training-e_e01374,D1,training-e,dataset/archive (3)/training-e/e01374.wav,2000,2000,42307,21.1535,0.157236,1.0,16.068984,19.125061,4.7e-05,0.0,31.832964,-2.92686,0.002835,0.05957,0.030783,0.090228,False,False,False,False,False,
D1_training-e_e01375,D1,training-e,dataset/archive (3)/training-e/e01375.wav,2000,2000,42493,21.2465,0.097473,0.999969,20.222068,19.836731,4.7e-05,0.0,27.704406,-2.144388,0.005309,0.078947,0.043756,0.541431,False,False,False,False,False,
D1_training-e_e01376,D1,training-e,dataset/archive (3)/training-e/e01376.wav,2000,2000,47137,23.5685,0.13126,0.999969,17.637107,15.242944,4.2e-05,0.0,31.072036,-6.71122,0.005507,0.112374,0.043896,1.319824,False,False,False,False,False,
D1_training-e_e01377,D1,training-e,dataset/archive (3)/training-e/e01377.wav,2000,2000,57930,28.965,0.065516,0.686584,20.406911,22.723126,0.0,0.0,34.590024,-11.740959,0.011175,0.068385,0.019397,0.295498,False,False,False,False,False,
D1_training-e_e01378,D1,training-e,dataset/archive (3)/training-e/e01378.wav,2000,2000,33694,16.847,0.052812,0.781372,23.402433,11.884785,0.0,0.0,17.329094,-13.437048,0.044115,0.103666,0.025801,1.117044,False,False,False,False,False,
D1_training-e_e01379,D1,training-e,dataset/archive (3)/training-e/e01379.wav,2000,2000,41468,20.734,0.072562,0.51825,17.076601,19.361363,0.0,0.0,42.047314,-7.117248,0.000258,0.043835,0.013443,0.276176,False,False,False,False,False,
D1_training-e_e01380,D1,training-e,dataset/archive (3)/training-e/e01380.wav,2000,2000,80514,40.257,0.057049,0.610809,20.593086,6.761199,0.0,0.0,32.070333,-5.822028,0.002183,0.037802,0.018474,0.416672,False,False,False,False,False,
D1_training-e_e01381,D1,training-e,dataset/archive (3)/training-e/e01381.wav,2000,2000,21086,10.543,0.107239,0.972778,19.153231,17.346297,0.0,0.0,25.592238,-8.076231,0.015433,0.065611,0.017243,0.230881,False,False,False,False,False,
D1_training-e_e01382,D1,training-e,dataset/archive (3)/training-e/e01382.wav,2000,2000,33344,16.672,0.129509,0.999969,17.75373,13.561974,9e-05,0.0,35.897772,-4.423853,0.002173,0.05384,0.022866,0.043218,False,False,False,False,False,
D1_training-e_e01383,D1,training-e,dataset/archive (3)/training-e/e01383.wav,2000,2000,44815,22.4075,0.145197,1.0,16.760876,11.384046,2.2e-05,0.0,27.146851,-4.473746,0.006591,0.112226,0.035787,1.316379,False,False,False,False,False,
D1_training-e_e01384,D1,training-e,dataset/archive (3)/training-e/e01384.wav,2000,2000,33264,16.632,0.223259,1.0,13.023802,22.186848,0.016474,0.0,32.814915,-17.373049,0.014094,0.071762,0.017823,0.374127,False,True,False,False,True,clipped
D1_training-e_e01385,D1,training-e,dataset/archive (3)/training-e/e01385.wav,2000,2000,57740,28.87,0.116183,0.893158,17.71568,11.950052,0.0,0.0,35.550574,-14.312365,0.002967,0.094604,0.019132,0.906039,False,False,False,False,False,
D1_training-e_e01386,D1,training-e,dataset/archive (3)/training-e/e01386.wav,2000,2000,36244,18.122,0.038423,0.318451,18.369097,15.696523,0.0,0.0,48.779522,-1.42446,0.00033,0.040974,0.009949,0.342814,False,False,False,False,False,
D1_training-e_e01387,D1,training-e,dataset/archive (3)/training-e/e01387.wav,2000,2000,31668,15.834,0.091913,0.567413,15.810429,13.039709,0.0,0.0,40.23776,-12.117578,0.002712,0.065382,0.01656,0.225552,False,False,False,False,False,
D1_training-e_e01388,D1,training-e,dataset/archive (3)/training-e/e01388.wav,2000,2000,57222,28.611,0.026646,0.212097,18.018212,11.792949,0.0,0.0,33.86603,-10.862272,0.00559,0.07384,0.010491,0.422524,False,False,False,False,False,
D1_training-e_e01389,D1,training-e,dataset/archive (3)/training-e/e01389.wav,2000,2000,46102,23.051,0.434262,0.99826,7.229836,11.760429,0.005076,0.0,43.681606,14.200607,7.6e-05,0.003186,0.002904,1.222743,False,False,False,True,True,baseline_drift
D1_training-e_e01390,D1,training-e,dataset/archive (3)/training-e/e01390.wav,2000,2000,54556,27.278,0.111911,0.902496,18.131471,12.216509,0.0,0.0,37.601302,-9.476043,0.002903,0.07854,0.017837,0.531949,False,False,False,False,False,
D1_training-e_e01391,D1,training-e,dataset/archive (3)/training-e/e01391.wav,2000,2000,33630,16.815,0.026504,0.331177,21.934942,24.866481,0.0,0.0,37.130399,-17.108938,0.009154,0.061989,0.017102,0.146554,False,False,False,False,False,
D1_training-e_e01392,D1,training-e,dataset/archive (3)/training-e/e01392.wav,2000,2000,51750,25.875,0.058932,0.733185,21.897315,20.374066,0.0,0.0,25.035407,-20.135358,0.058378,0.151945,0.039971,2.241288,False,False,False,False,False,
D1_training-e_e01393,D1,training-e,dataset/archive (3)/training-e/e01393.wav,2000,2000,35296,17.648,0.09015,0.876648,19.757153,25.914017,0.0,0.0,38.930827,-12.090804,0.007002,0.064812,0.018485,0.21229,False,False,False,False,False,
D1_training-e_e01394,D1,training-e,dataset/archive (3)/training-e/e01394.wav,2000,2000,26716,13.358,0.109392,0.864288,17.953468,14.657996,0.0,0.0,31.765567,-16.529733,0.009856,0.057304,0.009316,0.037461,False,False,False,False,False,
D1_training-e_e01395,D1,training-e,dataset/archive (3)/training-e/e01395.wav,2000,2000,44780,22.39,0.131319,1.0,17.633459,13.013117,2.2e-05,0.0,32.513909,-9.312278,0.009538,0.092102,0.016677,0.847759,False,False,False,False,False,
D1_training-e_e01396,D1,training-e,dataset/archive (3)/training-e/e01396.wav,2000,2000,73610,36.805,0.073799,0.986176,22.51805,27.162146,0.0,0.0,41.073412,-10.176014,0.005551,0.057344,0.015668,0.038386,False,False,False,False,False,
D1_training-e_e01397,D1,training-e,dataset/archive (3)/training-e/e01397.wav,2000,2000,40584,20.292,0.088658,0.999969,21.045365,15.484112,0.000172,0.0,33.955159,-0.949929,0.000182,0.082429,0.027833,0.622527,False,False,False,False,False,
D1_training-e_e01398,D1,training-e,dataset/archive (3)/training-e/e01398.wav,2000,2000,40734,20.367,0.302484,0.879303,9.26873,14.542034,0.0,0.0,7.047929,24.203592,0.001451,0.007961,0.013048,1.111558,False,False,False,True,True,baseline_drift
D1_training-e_e01399,D1,training-e,dataset/archive (3)/training-e/e01399.wav,2000,2000,46259,23.1295,0.048171,0.999969,26.344104,18.411849,2.2e-05,0.0,24.389579,-3.743757,0.004108,0.057841,0.026656,0.049956,False,False,False,False,False,
D1_training-e_e01400,D1,training-e,dataset/archive (3)/training-e/e01400.wav,2000,2000,48148,24.074,0.07619,0.34256,13.056764,1.541206,0.0,0.0,21.383717,-10.846268,0.00153,0.008857,0.008348,1.090691,False,False,False,False,False,
D1_training-e_e01401,D1,training-e,dataset/archive (3)/training-e/e01401.wav,2000,2000,65538,32.769,0.203501,0.966431,13.532067,2.727727,0.0,0.0,25.106684,-17.749385,0.001643,0.010218,0.00786,1.059009,False,False,False,False,False,
D1_training-e_e01402,D1,training-e,dataset/archive (3)/training-e/e01402.wav,2000,2000,29434,14.717,0.021924,0.183319,18.445919,16.680043,0.0,0.0,32.049575,-11.093459,0.000633,0.113368,0.033401,1.342962,False,False,False,False,False,
D1_training-e_e01403,D1,training-e,dataset/archive (3)/training-e/e01403.wav,2000,2000,48578,24.289,0.136279,0.945129,16.821268,24.223571,0.0,0.0,29.651783,-13.856538,0.042834,0.098196,0.046528,0.989683,False,False,False,False,False,
D1_training-e_e01404,D1,training-e,dataset/archive (3)/training-e/e01404.wav,2000,2000,52354,26.177,0.107634,1.0,19.360982,22.333807,3.8e-05,0.0,31.518791,-14.361422,0.01513,0.066714,0.019331,0.25658,False,False,False,False,False,
D1_training-e_e01405,D1,training-e,dataset/archive (3)/training-e/e01405.wav,2000,2000,53608,26.804,0.115335,1.0,18.760745,15.257529,5.6e-05,0.0,39.033782,-13.080021,0.003351,0.070181,0.01847,0.337311,False,False,False,False,False,
D1_training-e_e01406,D1,training-e,dataset/archive (3)/training-e/e01406.wav,2000,2000,39470,19.735,0.013044,0.05603,12.660218,1.796063,0.0,0.0,25.41673,-16.283279,0.002447,0.018957,0.013548,0.855505,False,False,False,False,False,
D1_training-e_e01407,D1,training-e,dataset/archive (3)/training-e/e01407.wav,2000,2000,50484,25.242,0.112733,0.91925,18.227683,26.524794,0.0,0.0,40.031731,-15.675269,0.012121,0.056352,0.016438,0.015278,False,False,False,False,False,
D1_training-e_e01408,D1,training-e,dataset/archive (3)/training-e/e01408.wav,2000,2000,32806,16.403,0.103363,0.931824,19.099335,23.144346,0.0,0.0,28.438071,-19.432293,0.042713,0.101701,0.025539,1.071288,False,False,False,False,False,
D1_training-e_e01409,D1,training-e,dataset/archive (3)/training-e/e01409.wav,2000,2000,27292,13.646,0.049865,0.566284,21.104715,13.06686,0.0,0.0,32.733089,-13.905247,0.006656,0.071447,0.016345,0.366794,False,False,False,False,False,
D1_training-e_e01410,D1,training-e,dataset/archive (3)/training-e/e01410.wav,2000,2000,38532,19.266,0.013822,0.06131,12.939074,2.255666,0.0,0.0,26.606964,-15.448257,0.002755,0.027265,0.016367,0.662036,False,False,False,False,False,
D1_training-e_e01411,D1,training-e,dataset/archive (3)/training-e/e01411.wav,2000,2000,40054,20.027,0.121963,0.886353,17.227571,7.613991,0.0,0.0,29.278075,-15.270731,0.002422,0.01565,0.013868,0.932503,False,False,False,False,False,
D1_training-e_e01412,D1,training-e,dataset/archive (3)/training-e/e01412.wav,2000,2000,58032,29.016,0.112535,0.830414,17.360121,17.849747,0.0,0.0,19.903076,-17.409626,0.091986,0.22112,0.071823,3.852094,False,False,False,False,False,
D1_training-e_e01413,D1,training-e,dataset/archive (3)/training-e/e01413.wav,2000,2000,76188,38.094,0.091804,0.999969,20.742473,17.545006,1.3e-05,0.0,29.591698,-8.293096,0.015998,0.082638,0.020848,0.627393,False,False,False,False,False,
D1_training-e_e01414,D1,training-e,dataset/archive (3)/training-e/e01414.wav,2000,2000,48518,24.259,0.159974,0.963623,15.597177,9.379686,0.0,0.0,35.185567,-18.469254,0.00122,0.010971,0.007711,1.041469,False,False,False,False,False,
D1_training-e_e01415,D1,training-e,dataset/archive (3)/training-e/e01415.wav,2000,2000,37844,18.922,0.064583,0.434998,16.567372,11.740807,0.0,0.0,32.064256,-18.178148,0.005424,0.06864,0.012525,0.301433,False,False,False,False,False,
D1_training-e_e01416,D1,training-e,dataset/archive (3)/training-e/e01416.wav,2000,2000,45302,22.651,0.096829,0.812134,18.472455,18.482319,0.0,0.0,27.539914,-17.362447,0.035296,0.099621,0.025108,1.022844,False,False,False,False,False,
D1_training-e_e01417,D1,training-e,dataset/archive (3)/training-e/e01417.wav,2000,2000,35748,17.874,0.108309,1.0,19.306675,16.262259,8.4e-05,0.0,33.500751,-14.347228,0.00442,0.046054,0.024494,0.224512,False,False,False,False,False,
D1_training-e_e01418,D1,training-e,dataset/archive (3)/training-e/e01418.wav,2000,2000,73706,36.853,0.106309,1.0,19.468574,14.734398,0.001642,0.0,28.185568,-9.856829,0.003522,0.067335,0.021762,0.271038,False,False,False,False,False,
D1_training-e_e01419,D1,training-e,dataset/archive (3)/training-e/e01419.wav,2000,2000,51094,25.547,0.021973,0.170502,17.796908,8.332029,0.0,0.0,25.42836,-13.504862,0.020476,0.073755,0.018727,0.420538,False,False,False,False,False,
D1_training-e_e01420,D1,training-e,dataset/archive (3)/training-e/e01420.wav,2000,2000,25892,12.946,0.137197,0.988312,17.150981,10.625068,0.0,0.0,34.702642,-19.031144,0.001366,0.013086,0.008435,0.992214,False,False,False,False,False,
D1_training-e_e01421,D1,training-e,dataset/archive (3)/training-e/e01421.wav,2000,2000,20620,10.31,0.096291,1.0,20.328279,15.702688,9.7e-05,0.0,31.23749,-7.670392,0.00643,0.126632,0.041196,1.65183,False,False,False,False,False,
D1_training-e_e01422,D1,training-e,dataset/archive (3)/training-e/e01422.wav,2000,2000,34198,17.099,0.085473,0.592102,16.81139,13.899503,0.0,0.0,30.538044,-12.086955,0.009117,0.075491,0.015664,0.460965,False,False,False,False,False,
D1_training-e_e01423,D1,training-e,dataset/archive (3)/training-e/e01423.wav,2000,2000,44858,22.429,0.086911,0.961426,20.87679,25.512025,0.0,0.0,32.55138,-13.148415,0.018089,0.081526,0.017363,0.601495,False,False,False,False,False,
D1_training-e_e01424,D1,training-e,dataset/archive (3)/training-e/e01424.wav,2000,2000,46250,23.125,0.072093,1.0,22.842137,20.818227,2.2e-05,0.0,33.966131,-24.625548,0.018622,0.090553,0.0205,0.811695,False,False,False,False,False,
D1_training-e_e01425,D1,training-e,dataset/archive (3)/training-e/e01425.wav,2000,2000,47782,23.891,0.092275,0.927063,20.040541,22.45726,0.0,0.0,35.281106,-21.047654,0.011444,0.077439,0.013228,0.506316,False,False,False,False,False,
D1_training-e_e01426,D1,training-e,dataset/archive (3)/training-e/e01426.wav,2000,2000,65534,32.767,0.049745,0.348297,16.904023,5.327884,0.0,0.0,30.566904,-6.876421,0.002169,0.03248,0.015012,0.540594,False,False,False,False,False,
D1_training-e_e01427,D1,training-e,dataset/archive (3)/training-e/e01427.wav,2000,2000,70136,35.068,0.073012,0.661377,19.141106,15.074038,0.0,0.0,28.534003,-6.421806,0.009696,0.053496,0.016259,0.051231,False,False,False,False,False,
D1_training-e_e01428,D1,training-e,dataset/archive (3)/training-e/e01428.wav,2000,2000,74886,37.443,0.0912,0.883209,19.721331,26.044671,0.0,0.0,39.13863,-12.262357,0.006997,0.063024,0.016488,0.17064,False,False,False,False,False,
D1_training-e_e01429,D1,training-e,dataset/archive (3)/training-e/e01429.wav,2000,2000,53508,26.754,0.073519,0.42215,15.181354,8.176806,0.0,0.0,34.022085,-7.108921,0.002663,0.052462,0.020463,0.075296,False,False,False,False,False,
D1_training-e_e01430,D1,training-e,dataset/archive (3)/training-e/e01430.wav,2000,2000,63986,31.993,0.054384,0.505005,19.356495,12.656959,0.0,0.0,38.518981,-11.797781,0.002431,0.062342,0.012096,0.154781,False,False,False,False,False,
D1_training-e_e01431,D1,training-e,dataset/archive (3)/training-e/e01431.wav,2000,2000,43226,21.613,0.097224,0.804535,18.355471,21.381396,0.0,0.0,26.479527,-5.538417,0.024031,0.082347,0.029029,0.62061,False,False,False,False,False,
D1_training-e_e01432,D1,training-e,dataset/archive (3)/training-e/e01432.wav,2000,2000,48724,24.362,0.061693,0.413818,16.531536,14.057548,0.0,0.0,28.510338,5.936429,0.000179,0.070147,0.02426,0.336522,False,False,False,True,True,baseline_drift
D1_training-e_e01433,D1,training-e,dataset/archive (3)/training-e/e01433.wav,2000,2000,38308,19.154,0.12306,1.0,18.197684,15.726659,5.2e-05,0.0,32.773842,-14.980773,0.009394,0.057947,0.011567,0.05243,False,False,False,False,False,
D1_training-e_e01434,D1,training-e,dataset/archive (3)/training-e/e01434.wav,2000,2000,21368,10.684,0.061288,0.579102,19.507555,9.810103,0.0,0.0,40.065616,-13.071721,0.001605,0.048995,0.016193,0.156034,False,False,False,False,False,
D1_training-e_e01435,D1,training-e,dataset/archive (3)/training-e/e01435.wav,2000,2000,35182,17.591,0.100974,0.908051,19.078025,14.201343,0.0,0.0,35.172406,-20.011807,0.003785,0.060762,0.020262,0.117985,False,False,False,False,False,
D1_training-e_e01436,D1,training-e,dataset/archive (3)/training-e/e01436.wav,2000,2000,54416,27.208,0.069897,0.999969,23.110625,23.585816,3.7e-05,0.0,33.747755,-24.300811,0.022198,0.078505,0.015804,0.531133,False,False,False,False,False,
D1_training-e_e01437,D1,training-e,dataset/archive (3)/training-e/e01437.wav,2000,2000,52062,26.031,0.007441,0.054504,17.29568,13.845603,0.0,0.0,24.982418,-3.645722,0.020228,0.071221,0.021696,0.361537,False,False,False,False,False,
D1_training-e_e01438,D1,training-e,dataset/archive (3)/training-e/e01438.wav,2000,2000,49740,24.87,0.083731,0.911835,20.740557,26.656544,0.0,0.0,34.49074,-13.846667,0.014748,0.072731,0.018466,0.396693,False,False,False,False,False,
D1_training-e_e01439,D1,training-e,dataset/archive (3)/training-e/e01439.wav,2000,2000,55064,27.532,0.159127,0.850525,14.558849,3.37975,0.0,0.0,27.667334,-14.452599,0.001081,0.00847,0.007395,1.099711,False,False,False,False,False,
D1_training-e_e01440,D1,training-e,dataset/archive (3)/training-e/e01440.wav,2000,2000,22886,11.443,0.167638,0.9375,14.95196,20.272291,0.0,0.0,23.667269,-20.014088,0.069962,0.070557,0.016816,0.346057,False,False,False,False,False,
D1_training-e_e01441,D1,training-e,dataset/archive (3)/training-e/e01441.wav,2000,2000,46986,23.493,0.339437,0.999146,9.377385,9.467096,0.004171,0.0,43.100285,12.445223,9e-05,0.00646,0.003665,1.146499,False,False,False,True,True,baseline_drift
D1_training-e_e01442,D1,training-e,dataset/archive (3)/training-e/e01442.wav,2000,2000,40236,20.118,0.360157,0.99704,8.844407,9.119138,0.003057,0.0,43.908027,12.361097,0.000157,0.006435,0.004215,1.147082,False,False,False,True,True,baseline_drift
D1_training-e_e01443,D1,training-e,dataset/archive (3)/training-e/e01443.wav,2000,2000,48176,24.088,0.061075,0.418304,16.712518,14.238626,0.0,0.0,28.99538,5.564992,0.000188,0.065988,0.022363,0.239682,False,False,False,True,True,baseline_drift
