record_uid,subset,sqi_good,dataset_source,snr_proxy_db,is_noisy,is_low_quality,quality_group,quality_reasons,pp08_poor,sqi_poor
D1_training-b_b0259,training-b,True,D1,34.407055,False,False,clean,,False,False
D1_training-b_b0260,training-b,True,D1,39.279588,True,True,noisy,baseline_drift,True,False
D1_training-b_b0261,training-b,True,D1,40.852895,True,True,noisy,baseline_drift,True,False
D1_training-b_b0262,training-b,True,D1,38.332824,True,True,noisy,baseline_drift,True,False
D1_training-b_b0263,training-b,True,D1,26.238852,True,True,noisy,baseline_drift,True,False
D1_training-b_b0264,training-b,True,D1,31.946615,False,False,clean,,False,False
D1_training-b_b0265,training-b,True,D1,41.198153,True,True,noisy,baseline_drift,True,False
D1_training-b_b0266,training-b,True,D1,37.120196,False,False,clean,,False,False
D1_training-b_b0267,training-b,True,D1,41.03003,True,True,noisy,baseline_drift,True,False
D1_training-b_b0268,training-b,True,D1,40.584525,True,True,noisy,baseline_drift,True,False
D1_training-b_b0269,training-b,True,D1,41.956283,False,False,clean,,False,False
D1_training-b_b0270,training-b,True,D1,36.749204,True,True,noisy,baseline_drift,True,False
D1_training-b_b0271,training-b,True,D1,20.077233,False,False,clean,,False,False
D1_training-b_b0272,training-b,True,D1,20.04153,True,True,noisy,baseline_drift,True,False
D1_training-b_b0273,training-b,True,D1,24.531298,False,False,clean,,False,False
D1_training-b_b0274,training-b,True,D1,49.768914,False,False,clean,,False,False
D1_training-b_b0275,training-b,True,D1,9.394325,False,False,clean,,False,False
D1_training-b_b0276,training-b,False,D1,17.065475,True,True,noisy,baseline_drift,True,True
D1_training-b_b0277,training-b,True,D1,17.644728,False,False,clean,,False,False
D1_training-b_b0278,training-b,False,D1,34.92669,True,True,noisy,baseline_drift,True,True
D1_training-b_b0279,training-b,True,D1,48.531555,False,False,clean,,False,False
D1_training-b_b0280,training-b,True,D1,28.730382,False,False,clean,,False,False
D1_training-b_b0281,training-b,True,D1,33.416806,True,True,noisy,baseline_drift,True,False
D1_training-b_b0282,training-b,True,D1,26.521784,True,True,noisy,baseline_drift,True,False
D1_training-b_b0283,training-b,True,D1,22.793405,True,True,noisy,baseline_drift,True,False
D1_training-b_b0284,training-b,False,D1,21.952846,True,True,noisy,baseline_drift,True,True
D1_training-b_b0285,training-b,False,D1,24.348367,True,True,noisy,baseline_drift,True,True
D1_training-b_b0286,training-b,False,D1,46.18614,False,False,clean,,False,True
D1_training-b_b0287,training-b,False,D1,19.756109,True,True,noisy,baseline_drift,True,True
D1_training-b_b0288,training-b,True,D1,44.344742,True,True,noisy,baseline_drift,True,False
D1_training-b_b0289,training-b,True,D1,46.42947,False,False,clean,,False,False
D1_training-b_b0290,training-b,True,D1,36.457884,True,True,noisy,baseline_drift,True,False
D1_training-b_b0291,training-b,True,D1,36.333527,True,True,noisy,baseline_drift,True,False
D1_training-b_b0292,training-b,True,D1,37.979542,False,False,clean,,False,False
D1_training-b_b0293,training-b,True,D1,13.893722,True,True,noisy,baseline_drift,True,False
D1_training-b_b0294,training-b,True,D1,31.381082,True,True,noisy,baseline_drift,True,False
D1_training-b_b0295,training-b,True,D1,45.471128,True,True,noisy,baseline_drift,True,False
D1_training-b_b0296,training-b,True,D1,32.957957,True,True,noisy,baseline_drift,True,False
D1_training-b_b0297,training-b,False,D1,42.447871,True,True,noisy,baseline_drift,True,True
D1_training-b_b0298,training-b,True,D1,34.376405,True,True,noisy,baseline_drift,True,False
D1_training-b_b0299,training-b,False,D1,31.882837,True,True,noisy,baseline_drift,True,True
D1_training-b_b0300,training-b,True,D1,45.57906,False,False,clean,,False,False
D1_training-b_b0301,training-b,False,D1,36.732168,True,True,noisy,baseline_drift,True,True
D1_training-b_b0302,training-b,True,D1,44.77565,False,False,clean,,False,False
D1_training-b_b0303,training-b,True,D1,46.989183,True,True,noisy,baseline_drift,True,False
D1_training-b_b0304,training-b,True,D1,35.250441,True,True,noisy,baseline_drift,True,False
D1_training-b_b0305,training-b,False,D1,31.535876,True,True,noisy,baseline_drift,True,True
D1_training-b_b0306,training-b,True,D1,33.478423,True,True,noisy,baseline_drift,True,False
D1_training-b_b0307,training-b,True,D1,26.121868,True,True,noisy,baseline_drift,True,False
D1_training-b_b0308,training-b,True,D1,56.866619,True,True,noisy,baseline_drift,True,False
D1_training-b_b0309,training-b,True,D1,21.555776,True,True,noisy,baseline_drift,True,False
D1_training-b_b0310,training-b,False,D1,43.969818,True,True,noisy,baseline_drift,True,True
D1_training-b_b0311,training-b,True,D1,36.102027,False,False,clean,,False,False
D1_training-b_b0312,training-b,True,D1,51.507765,False,False,clean,,False,False
D1_training-b_b0313,training-b,False,D1,28.435678,True,True,noisy,baseline_drift,True,True
D1_training-b_b0314,training-b,True,D1,36.429886,True,True,noisy,baseline_drift,True,False
D1_training-b_b0315,training-b,False,D1,32.745627,True,True,noisy,baseline_drift,True,True
D1_training-b_b0316,training-b,True,D1,51.261301,False,False,clean,,False,False
D1_training-b_b0317,training-b,True,D1,34.672202,False,False,clean,,False,False
D1_training-b_b0318,training-b,True,D1,31.134181,True,True,noisy,baseline_drift,True,False
D1_training-b_b0319,training-b,True,D1,32.629435,True,True,noisy,baseline_drift,True,False
D1_training-b_b0320,training-b,True,D1,42.005934,False,False,clean,,False,False
D1_training-b_b0321,training-b,False,D1,44.346244,True,True,noisy,baseline_drift,True,True
D1_training-b_b0322,training-b,True,D1,34.186424,True,True,noisy,baseline_drift,True,False
D1_training-b_b0323,training-b,False,D1,49.982965,True,True,noisy,baseline_drift,True,True
D1_training-b_b0324,training-b,True,D1,21.77642,True,True,noisy,baseline_drift,True,False
D1_training-b_b0325,training-b,True,D1,23.830171,True,True,noisy,baseline_drift,True,False
D1_training-b_b0326,training-b,True,D1,32.42484,True,True,noisy,baseline_drift,True,False
D1_training-b_b0327,training-b,True,D1,45.345839,False,False,clean,,False,False
D1_training-b_b0328,training-b,True,D1,23.837401,True,True,noisy,baseline_drift,True,False
D1_training-b_b0329,training-b,True,D1,48.458864,True,True,noisy,baseline_drift,True,False
D1_training-b_b0330,training-b,True,D1,35.317043,True,True,noisy,baseline_drift,True,False
D1_training-b_b0331,training-b,True,D1,25.731468,True,True,noisy,baseline_drift,True,False
D1_training-b_b0332,training-b,True,D1,29.748184,False,False,clean,,False,False
D1_training-b_b0333,training-b,True,D1,39.289045,False,False,clean,,False,False
D1_training-b_b0334,training-b,True,D1,45.481524,True,True,noisy,baseline_drift,True,False
D1_training-b_b0335,training-b,True,D1,30.750463,False,False,clean,,False,False
D1_training-b_b0336,training-b,True,D1,28.034501,True,True,noisy,baseline_drift,True,False
D1_training-b_b0337,training-b,True,D1,37.791346,False,False,clean,,False,False
D1_training-b_b0338,training-b,True,D1,20.476353,True,True,noisy,baseline_drift,True,False
D1_training-b_b0339,training-b,True,D1,33.002755,True,True,noisy,baseline_drift,True,False
D1_training-b_b0340,training-b,True,D1,49.433782,False,False,clean,,False,False
D1_training-b_b0341,training-b,True,D1,13.1264,True,True,noisy,baseline_drift,True,False
D1_training-b_b0342,training-b,False,D1,43.024486,True,True,noisy,baseline_drift,True,True
D1_training-b_b0343,training-b,False,D1,41.78065,True,True,noisy,baseline_drift,True,True
D1_training-b_b0344,training-b,True,D1,51.935851,False,False,clean,,False,False
D1_training-b_b0345,training-b,True,D1,26.985588,True,True,noisy,baseline_drift,True,False
D1_training-b_b0346,training-b,False,D1,26.178057,True,True,noisy,baseline_drift,True,True
D1_training-b_b0347,training-b,True,D1,35.475759,True,True,noisy,baseline_drift,True,False
D1_training-b_b0348,training-b,True,D1,32.229507,True,True,noisy,baseline_drift,True,False
D1_training-b_b0349,training-b,False,D1,32.646813,False,False,clean,,False,True
D1_training-b_b0350,training-b,True,D1,32.300871,True,True,noisy,baseline_drift,True,False
D1_training-b_b0351,training-b,True,D1,38.808448,False,False,clean,,False,False
D1_training-b_b0352,training-b,True,D1,28.469347,False,False,clean,,False,False
D1_training-b_b0353,training-b,False,D1,27.109502,True,True,noisy,baseline_drift,True,True
D1_training-b_b0354,training-b,True,D1,32.80114,True,True,noisy,baseline_drift,True,False
D1_training-b_b0355,training-b,True,D1,34.765265,True,True,noisy,baseline_drift,True,False
D1_training-b_b0356,training-b,True,D1,13.316492,True,True,noisy,baseline_drift,True,False
D1_training-b_b0357,training-b,True,D1,44.839047,True,True,noisy,baseline_drift,True,False
D1_training-b_b0358,training-b,False,D1,34.206393,True,True,noisy,baseline_drift,True,True
D1_training-b_b0359,training-b,True,D1,33.617367,False,False,clean,,False,False
D1_training-b_b0360,training-b,True,D1,37.452579,True,True,noisy,baseline_drift,True,False
D1_training-b_b0361,training-b,False,D1,23.521792,True,True,noisy,baseline_drift,True,True
D1_training-b_b0362,training-b,False,D1,20.859533,True,True,noisy,baseline_drift,True,True
D1_training-b_b0363,training-b,False,D1,33.96517,True,True,noisy,baseline_drift,True,True
D1_training-b_b0364,training-b,True,D1,40.670637,False,False,clean,,False,False
D1_training-b_b0365,training-b,False,D1,24.248178,True,True,noisy,baseline_drift,True,True
D1_training-b_b0366,training-b,False,D1,36.991727,True,True,noisy,baseline_drift,True,True
D1_training-b_b0367,training-b,False,D1,39.856996,True,True,noisy,baseline_drift,True,True
D1_training-b_b0368,training-b,True,D1,42.627356,True,True,noisy,baseline_drift,True,False
D1_training-b_b0369,training-b,True,D1,30.550799,False,False,clean,,False,False
D1_training-b_b0370,training-b,True,D1,36.858937,False,False,clean,,False,False
D1_training-b_b0371,training-b,True,D1,22.207986,False,False,clean,,False,False
D1_training-b_b0372,training-b,True,D1,25.649149,True,True,noisy,baseline_drift,True,False
D1_training-b_b0373,training-b,True,D1,36.007796,True,True,noisy,baseline_drift,True,False
D1_training-b_b0374,training-b,True,D1,28.811397,False,False,clean,,False,False
D1_training-b_b0375,training-b,True,D1,31.152478,False,False,clean,,False,False
D1_training-b_b0376,training-b,True,D1,31.644604,True,True,noisy,baseline_drift,True,False
D1_training-b_b0377,training-b,True,D1,41.91111,False,False,clean,,False,False
D1_training-b_b0378,training-b,False,D1,30.578656,True,True,noisy,baseline_drift,True,True
D1_training-b_b0379,training-b,False,D1,20.632441,True,True,noisy,baseline_drift,True,True
D1_training-b_b0380,training-b,True,D1,41.511773,True,True,noisy,baseline_drift,True,False
D1_training-b_b0381,training-b,True,D1,23.95142,False,False,clean,,False,False
D1_training-b_b0382,training-b,False,D1,26.761061,True,True,noisy,baseline_drift,True,True
D1_training-b_b0383,training-b,True,D1,49.131219,True,True,noisy,baseline_drift,True,False
D1_training-b_b0384,training-b,False,D1,40.796319,True,True,noisy,baseline_drift,True,True
D1_training-b_b0385,training-b,True,D1,37.625212,True,True,noisy,baseline_drift,True,False
D1_training-b_b0386,training-b,True,D1,24.912938,False,False,clean,,False,False
D1_training-b_b0387,training-b,True,D1,37.020143,True,True,noisy,baseline_drift,True,False
D1_training-b_b0388,training-b,True,D1,44.377507,True,True,noisy,baseline_drift,True,False
D1_training-b_b0389,training-b,True,D1,41.939196,False,False,clean,,False,False
D1_training-b_b0390,training-b,True,D1,19.47845,False,False,clean,,False,False
D1_training-b_b0391,training-b,True,D1,18.912949,True,True,noisy,baseline_drift,True,False
D1_training-b_b0392,training-b,True,D1,34.911763,True,True,noisy,baseline_drift,True,False
D1_training-b_b0393,training-b,False,D1,10.918358,False,False,clean,,False,True
D1_training-b_b0394,training-b,False,D1,18.067324,True,True,noisy,baseline_drift,True,True
D1_training-b_b0395,training-b,True,D1,25.212102,False,False,clean,,False,False
D1_training-b_b0396,training-b,True,D1,17.835547,True,True,noisy,baseline_drift,True,False
D1_training-b_b0397,training-b,True,D1,16.519533,False,False,clean,,False,False
D1_training-b_b0398,training-b,False,D1,31.820723,False,False,clean,,False,True
D1_training-b_b0399,training-b,True,D1,46.047035,True,True,noisy,baseline_drift,True,False
D1_training-b_b0400,training-b,False,D1,31.060609,True,True,noisy,baseline_drift,True,True
D1_training-b_b0401,training-b,True,D1,24.587943,False,False,clean,,False,False
D1_training-b_b0402,training-b,False,D1,21.95296,True,True,noisy,baseline_drift,True,True
D1_training-b_b0403,training-b,True,D1,22.881561,True,True,noisy,baseline_drift,True,False
D1_training-b_b0404,training-b,False,D1,30.902363,True,True,noisy,baseline_drift,True,True
D1_training-b_b0405,training-b,True,D1,15.650452,False,False,clean,,False,False
D1_training-b_b0406,training-b,True,D1,35.061022,True,True,noisy,baseline_drift,True,False
D1_training-b_b0407,training-b,True,D1,23.382034,True,True,noisy,baseline_drift,True,False
D1_training-b_b0408,training-b,True,D1,20.222719,False,False,clean,,False,False
D1_training-b_b0409,training-b,False,D1,18.783939,True,True,noisy,baseline_drift,True,True
D1_training-b_b0410,training-b,False,D1,49.185398,True,True,noisy,baseline_drift,True,True
D1_training-b_b0411,training-b,False,D1,36.762784,True,True,noisy,baseline_drift,True,True
D1_training-b_b0412,training-b,True,D1,38.206398,False,False,clean,,False,False
D1_training-b_b0413,training-b,False,D1,35.604291,True,True,noisy,baseline_drift,True,True
D1_training-b_b0414,training-b,True,D1,37.70832,True,True,noisy,baseline_drift,True,False
D1_training-b_b0415,training-b,False,D1,19.292115,True,True,noisy,baseline_drift,True,True
D1_training-b_b0416,training-b,True,D1,22.982988,False,False,clean,,False,False
D1_training-b_b0417,training-b,True,D1,35.032568,False,False,clean,,False,False
D1_training-b_b0418,training-b,False,D1,29.307104,True,True,noisy,baseline_drift,True,True
D1_training-b_b0419,training-b,True,D1,38.039833,True,True,noisy,baseline_drift,True,False
D1_training-b_b0420,training-b,False,D1,38.61734,True,True,noisy,baseline_drift,True,True
D1_training-b_b0421,training-b,True,D1,43.286539,True,True,noisy,baseline_drift,True,False
D1_training-b_b0422,training-b,True,D1,28.761035,True,True,noisy,baseline_drift,True,False
D1_training-b_b0423,training-b,True,D1,23.513077,True,True,noisy,baseline_drift,True,False
D1_training-b_b0424,training-b,True,D1,27.822811,False,False,clean,,False,False
D1_training-b_b0425,training-b,False,D1,31.776458,True,True,noisy,baseline_drift,True,True
D1_training-b_b0426,training-b,False,D1,19.536116,True,True,noisy,baseline_drift,True,True
D1_training-b_b0427,training-b,False,D1,35.983412,True,True,noisy,baseline_drift,True,True
D1_training-b_b0428,training-b,True,D1,44.664224,True,True,noisy,baseline_drift,True,False
D1_training-b_b0429,training-b,True,D1,56.446078,False,False,clean,,False,False
D1_training-b_b0430,training-b,True,D1,24.290106,False,False,clean,,False,False
D1_training-b_b0431,training-b,False,D1,25.138137,True,True,noisy,baseline_drift,True,True
D1_training-b_b0432,training-b,False,D1,40.706459,True,True,noisy,baseline_drift,True,True
D1_training-b_b0433,training-b,True,D1,23.611336,False,False,clean,,False,False
D1_training-b_b0434,training-b,True,D1,26.321552,True,True,noisy,baseline_drift,True,False
D1_training-b_b0435,training-b,True,D1,41.451455,True,True,noisy,baseline_drift,True,False
D1_training-b_b0436,training-b,True,D1,37.539055,True,True,noisy,baseline_drift,True,False
D1_training-b_b0437,training-b,True,D1,42.422911,False,False,clean,,False,False
D1_training-b_b0438,training-b,False,D1,32.395751,True,True,noisy,baseline_drift,True,True
D1_training-b_b0439,training-b,False,D1,21.455324,True,True,noisy,baseline_drift,True,True
D1_training-b_b0440,training-b,True,D1,27.828511,True,True,noisy,baseline_drift,True,False
D1_training-b_b0441,training-b,True,D1,30.995444,True,True,noisy,baseline_drift,True,False
D1_training-b_b0442,training-b,True,D1,25.058866,False,False,clean,,False,False
D1_training-b_b0443,training-b,True,D1,19.775737,True,True,noisy,baseline_drift,True,False
D1_training-b_b0444,training-b,False,D1,50.733462,True,True,noisy,baseline_drift,True,True
D1_training-b_b0445,training-b,True,D1,49.102634,True,True,noisy,baseline_drift,True,False
D1_training-b_b0446,training-b,True,D1,36.729372,True,True,noisy,baseline_drift,True,False
D1_training-b_b0447,training-b,False,D1,42.750709,True,True,noisy,baseline_drift,True,True
D1_training-b_b0448,training-b,False,D1,28.641146,True,True,noisy,baseline_drift,True,True
D1_training-b_b0449,training-b,True,D1,45.45927,False,False,clean,,False,False
D1_training-b_b0450,training-b,True,D1,20.567598,False,False,clean,,False,False
D1_training-b_b0451,training-b,False,D1,43.555739,True,True,noisy,baseline_drift,True,True
D1_training-b_b0452,training-b,True,D1,22.902466,True,True,noisy,baseline_drift,True,False
D1_training-b_b0453,training-b,True,D1,35.378052,True,True,noisy,baseline_drift,True,False
D1_training-b_b0454,training-b,True,D1,40.288433,False,False,clean,,False,False
D1_training-b_b0455,training-b,False,D1,36.808366,True,True,noisy,baseline_drift,True,True
D1_training-b_b0456,training-b,True,D1,47.035082,False,False,clean,,False,False
D1_training-b_b0457,training-b,True,D1,35.62699,True,True,noisy,baseline_drift,True,False
D1_training-b_b0458,training-b,True,D1,47.578742,False,False,clean,,False,False
D1_training-b_b0459,training-b,False,D1,31.53252,True,True,noisy,baseline_drift,True,True
D1_training-b_b0460,training-b,True,D1,23.954717,False,False,clean,,False,False
D1_training-b_b0461,training-b,True,D1,45.374622,True,True,noisy,baseline_drift,True,False
D1_training-b_b0462,training-b,False,D1,50.493053,True,True,noisy,baseline_drift,True,True
D1_training-b_b0463,training-b,True,D1,35.854975,True,True,noisy,baseline_drift,True,False
D1_training-b_b0464,training-b,True,D1,47.570763,False,False,clean,,False,False
D1_training-b_b0465,training-b,False,D1,31.153738,True,True,noisy,baseline_drift,True,True
D1_training-b_b0466,training-b,False,D1,18.787846,True,True,noisy,baseline_drift,True,True
D1_training-b_b0467,training-b,True,D1,29.589198,True,True,noisy,baseline_drift,True,False
D1_training-b_b0468,training-b,True,D1,44.386391,True,True,noisy,baseline_drift,True,False
D1_training-b_b0469,training-b,True,D1,51.830007,False,False,clean,,False,False
D1_training-b_b0470,training-b,True,D1,43.074856,False,False,clean,,False,False
D1_training-b_b0471,training-b,True,D1,32.98052,True,True,noisy,baseline_drift,True,False
D1_training-b_b0472,training-b,True,D1,32.858625,False,False,clean,,False,False
D1_training-b_b0473,training-b,True,D1,40.937675,False,False,clean,,False,False
D1_training-b_b0474,training-b,True,D1,25.913968,False,False,clean,,False,False
D1_training-b_b0475,training-b,True,D1,39.935307,False,False,clean,,False,False
D1_training-b_b0476,training-b,False,D1,32.617436,True,True,noisy,baseline_drift,True,True
D1_training-b_b0477,training-b,True,D1,32.409623,True,True,noisy,baseline_drift,True,False
D1_training-b_b0478,training-b,True,D1,25.130241,False,False,clean,,False,False
D1_training-b_b0479,training-b,False,D1,31.144442,True,True,noisy,baseline_drift,True,True
D1_training-b_b0480,training-b,False,D1,34.810299,True,True,noisy,baseline_drift,True,True
D1_training-b_b0481,training-b,True,D1,35.113353,True,True,noisy,baseline_drift,True,False
D1_training-b_b0482,training-b,True,D1,28.536381,False,False,clean,,False,False
D1_training-b_b0483,training-b,False,D1,47.65647,True,True,noisy,baseline_drift,True,True
D1_training-b_b0484,training-b,True,D1,45.113286,False,False,clean,,False,False
D1_training-b_b0485,training-b,False,D1,42.271259,True,True,noisy,baseline_drift,True,True
D1_training-b_b0486,training-b,True,D1,27.632052,False,False,clean,,False,False
D1_training-b_b0487,training-b,False,D1,39.758417,True,True,noisy,baseline_drift,True,True
D1_training-b_b0488,training-b,True,D1,21.148033,True,True,noisy,baseline_drift,True,False
D1_training-b_b0489,training-b,True,D1,26.743743,False,False,clean,,False,False
D1_training-b_b0490,training-b,True,D1,24.585294,False,False,clean,,False,False
D1_training-c_c0001,training-c,True,D1,43.568712,False,False,clean,,False,False
D1_training-c_c0002,training-c,True,D1,38.928469,False,False,clean,,False,False
D1_training-c_c0003,training-c,True,D1,26.831229,False,False,clean,,False,False
D1_training-c_c0004,training-c,True,D1,39.160581,False,False,clean,,False,False
D1_training-c_c0005,training-c,False,D1,37.243671,False,False,clean,,False,True
D1_training-c_c0006,training-c,True,D1,37.851586,False,False,clean,,False,False
D1_training-c_c0007,training-c,True,D1,26.948159,False,False,clean,,False,False
D1_training-c_c0008,training-c,False,D1,36.290238,False,False,clean,,False,True
D1_training-c_c0009,training-c,True,D1,39.742645,False,False,clean,,False,False
D1_training-c_c0010,training-c,True,D1,19.623711,False,False,clean,,False,False
D1_training-c_c0011,training-c,True,D1,33.942835,False,False,clean,,False,False
D1_training-c_c0012,training-c,True,D1,36.121813,False,False,clean,,False,False
D1_training-c_c0013,training-c,True,D1,38.549955,False,False,clean,,False,False
D1_training-c_c0014,training-c,True,D1,46.471567,False,False,clean,,False,False
D1_training-c_c0015,training-c,True,D1,29.314704,False,False,clean,,False,False
D1_training-c_c0016,training-c,True,D1,34.355189,False,False,clean,,False,False
D1_training-c_c0017,training-c,False,D1,35.858406,True,True,noisy,baseline_drift,True,True
D1_training-c_c0018,training-c,True,D1,42.535024,False,False,clean,,False,False
D1_training-c_c0019,training-c,True,D1,22.459993,False,False,clean,,False,False
D1_training-c_c0020,training-c,True,D1,42.174985,False,False,clean,,False,False
D1_training-c_c0021,training-c,True,D1,28.07598,False,False,clean,,False,False
D1_training-c_c0022,training-c,True,D1,36.027819,False,False,clean,,False,False
D1_training-c_c0023,training-c,True,D1,45.015073,False,False,clean,,False,False
D1_training-c_c0024,training-c,True,D1,44.391088,False,False,clean,,False,False
D1_training-c_c0025,training-c,True,D1,18.048005,False,False,clean,,False,False
D1_training-c_c0026,training-c,True,D1,37.689073,False,False,clean,,False,False
D1_training-c_c0027,training-c,True,D1,43.891999,False,False,clean,,False,False
D1_training-c_c0028,training-c,True,D1,31.980712,False,False,clean,,False,False
D1_training-c_c0029,training-c,False,D1,33.770789,False,False,clean,,False,True
D1_training-c_c0030,training-c,True,D1,29.629597,False,False,clean,,False,False
D1_training-c_c0031,training-c,True,D1,42.812828,False,False,clean,,False,False
D1_training-d_d0001,training-d,True,D1,40.215812,False,False,clean,,False,False
D1_training-d_d0002,training-d,True,D1,31.051416,False,False,clean,,False,False
D1_training-d_d0003,training-d,True,D1,36.995846,False,False,clean,,False,False
D1_training-d_d0004,training-d,True,D1,30.608504,False,False,clean,,False,False
D1_training-d_d0005,training-d,True,D1,43.681141,False,False,clean,,False,False
D1_training-d_d0006,training-d,True,D1,31.520688,True,True,noisy,baseline_drift,True,False
D1_training-d_d0007,training-d,True,D1,23.463132,False,False,clean,,False,False
D1_training-d_d0008,training-d,True,D1,26.093582,False,False,clean,,False,False
D1_training-d_d0009,training-d,False,D1,22.230371,False,False,clean,,False,True
D1_training-d_d0010,training-d,True,D1,37.489396,False,False,clean,,False,False
D1_training-d_d0011,training-d,True,D1,31.707099,False,False,clean,,False,False
D1_training-d_d0012,training-d,True,D1,34.367488,False,False,clean,,False,False
D1_training-d_d0013,training-d,True,D1,34.808087,False,False,clean,,False,False
D1_training-d_d0014,training-d,True,D1,30.722225,False,False,clean,,False,False
D1_training-d_d0015,training-d,True,D1,38.225519,True,True,noisy,baseline_drift,True,False
D1_training-d_d0016,training-d,True,D1,37.871725,False,False,clean,,False,False
D1_training-d_d0017,training-d,True,D1,29.623063,False,False,clean,,False,False
D1_training-d_d0018,training-d,True,D1,35.151178,False,False,clean,,False,False
D1_training-d_d0019,training-d,True,D1,34.906258,False,False,clean,,False,False
D1_training-d_d0020,training-d,True,D1,35.785439,False,False,clean,,False,False
D1_training-d_d0021,training-d,True,D1,31.993295,False,False,clean,,False,False
D1_training-d_d0022,training-d,True,D1,36.181641,False,False,clean,,False,False
D1_training-d_d0023,training-d,True,D1,36.772595,False,False,clean,,False,False
D1_training-d_d0024,training-d,True,D1,39.236584,False,False,clean,,False,False
D1_training-d_d0025,training-d,True,D1,34.404003,False,False,clean,,False,False
D1_training-d_d0026,training-d,False,D1,28.212991,False,False,clean,,False,True
D1_training-d_d0027,training-d,True,D1,32.603036,False,False,clean,,False,False
D1_training-d_d0028,training-d,True,D1,15.193064,False,False,clean,,False,False
D1_training-d_d0029,training-d,True,D1,35.806223,False,False,clean,,False,False
D1_training-d_d0030,training-d,True,D1,44.196811,False,False,clean,,False,False
D1_training-d_d0031,training-d,True,D1,19.920175,False,False,clean,,False,False
D1_training-d_d0032,training-d,True,D1,34.046619,False,False,clean,,False,False
D1_training-d_d0033,training-d,True,D1,27.341537,False,False,clean,,False,False
D1_training-d_d0034,training-d,True,D1,37.141521,False,False,clean,,False,False
D1_training-d_d0035,training-d,True,D1,24.868466,False,False,clean,,False,False
D1_training-d_d0036,training-d,True,D1,35.909856,False,False,clean,,False,False
D1_training-d_d0037,training-d,True,D1,37.06333,False,False,clean,,False,False
D1_training-d_d0038,training-d,True,D1,30.58828,False,False,clean,,False,False
D1_training-d_d0039,training-d,True,D1,22.421014,False,False,clean,,False,False
D1_training-d_d0040,training-d,True,D1,30.030408,False,False,clean,,False,False
D1_training-d_d0041,training-d,True,D1,36.731278,False,False,clean,,False,False
D1_training-d_d0042,training-d,True,D1,37.14471,False,False,clean,,False,False
D1_training-d_d0043,training-d,True,D1,38.520272,False,False,clean,,False,False
D1_training-d_d0044,training-d,False,D1,32.026889,True,True,noisy,baseline_drift,True,True
D1_training-d_d0045,training-d,True,D1,22.840469,False,False,clean,,False,False
D1_training-d_d0046,training-d,True,D1,39.157084,False,False,clean,,False,False
D1_training-d_d0047,training-d,True,D1,25.519399,False,False,clean,,False,False
D1_training-d_d0048,training-d,True,D1,29.680922,False,False,clean,,False,False
D1_training-d_d0049,training-d,True,D1,30.662804,False,False,clean,,False,False
D1_training-d_d0050,training-d,True,D1,33.497485,False,False,clean,,False,False
D1_training-d_d0051,training-d,True,D1,34.772246,False,False,clean,,False,False
D1_training-d_d0052,training-d,True,D1,38.706231,False,False,clean,,False,False
D1_training-d_d0053,training-d,True,D1,34.102789,False,False,clean,,False,False
D1_training-d_d0054,training-d,True,D1,40.888348,False,False,clean,,False,False
D1_training-d_d0055,training-d,True,D1,26.631395,False,False,clean,,False,False
D1_training-e_e00001,training-e,False,D1,38.806772,True,True,noisy,baseline_drift,True,True
D1_training-e_e00002,training-e,True,D1,36.139781,False,False,clean,,False,False
D1_training-e_e00003,training-e,True,D1,35.679481,False,False,clean,,False,False
D1_training-e_e00004,training-e,True,D1,37.015466,False,False,clean,,False,False
D1_training-e_e00005,training-e,True,D1,22.645983,False,False,clean,,False,False
D1_training-e_e00006,training-e,True,D1,36.714388,False,False,clean,,False,False
D1_training-e_e00007,training-e,True,D1,29.440613,False,False,clean,,False,False
D1_training-e_e00008,training-e,True,D1,27.356246,False,False,clean,,False,False
D1_training-e_e00009,training-e,True,D1,19.009499,False,False,clean,,False,False
D1_training-e_e00010,training-e,True,D1,33.203325,False,False,clean,,False,False
D1_training-e_e00011,training-e,True,D1,32.312562,False,False,clean,,False,False
D1_training-e_e00012,training-e,True,D1,22.87968,False,False,clean,,False,False
D1_training-e_e00013,training-e,True,D1,17.350444,False,False,clean,,False,False
D1_training-e_e00014,training-e,True,D1,31.332137,False,False,clean,,False,False
D1_training-e_e00015,training-e,True,D1,25.445908,False,False,clean,,False,False
D1_training-e_e00016,training-e,True,D1,18.91066,False,False,clean,,False,False
D1_training-e_e00017,training-e,True,D1,15.799917,False,False,clean,,False,False
D1_training-e_e00018,training-e,True,D1,21.293304,False,False,clean,,False,False
D1_training-e_e00019,training-e,True,D1,32.296943,False,False,clean,,False,False
D1_training-e_e00020,training-e,False,D1,27.43067,False,False,clean,,False,True
D1_training-e_e00021,training-e,True,D1,29.403333,False,False,clean,,False,False
D1_training-e_e00022,training-e,True,D1,35.104199,False,False,clean,,False,False
D1_training-e_e00023,training-e,True,D1,33.603002,False,False,clean,,False,False
D1_training-e_e00024,training-e,True,D1,27.212876,False,False,clean,,False,False
D1_training-e_e00025,training-e,True,D1,26.627695,False,False,clean,,False,False
D1_training-e_e00026,training-e,True,D1,27.644345,False,False,clean,,False,False
D1_training-e_e00027,training-e,True,D1,39.739331,False,False,clean,,False,False
D1_training-e_e00028,training-e,True,D1,23.34431,False,False,clean,,False,False
