manifest,entry,file_type,status,detail
RECORDS,training_data/85197_MV,.wav,ok,
RECORDS,training_data/85197_PV,.wav,ok,
RECORDS,training_data/85197_TV,.wav,ok,
RECORDS,training_data/85198_AV,.wav,ok,
RECORDS,training_data/85198_MV,.wav,ok,
RECORDS,training_data/85198_PV,.wav,ok,
RECORDS,training_data/85198_TV,.wav,ok,
RECORDS,training_data/85199_AV,.wav,ok,
RECORDS,training_data/85199_PV,.wav,ok,
RECORDS,training_data/85202_AV,.wav,ok,
RECORDS,training_data/85202_MV,.wav,ok,
RECORDS,training_data/85203_AV,.wav,ok,
RECORDS,training_data/85203_MV,.wav,ok,
RECORDS,training_data/85207_AV,.wav,ok,
RECORDS,training_data/85207_MV,.wav,ok,
RECORDS,training_data/85207_PV,.wav,ok,
RECORDS,training_data/85207_TV,.wav,ok,
RECORDS,training_data/85210_AV,.wav,ok,
RECORDS,training_data/85210_MV,.wav,ok,
RECORDS,training_data/85210_PV,.wav,ok,
RECORDS,training_data/85210_TV,.wav,ok,
RECORDS,training_data/85212_AV,.wav,ok,
RECORDS,training_data/85212_MV,.wav,ok,
RECORDS,training_data/85212_PV,.wav,ok,
RECORDS,training_data/85212_TV,.wav,ok,
RECORDS,training_data/85213_AV,.wav,ok,
RECORDS,training_data/85213_MV,.wav,ok,
RECORDS,training_data/85213_PV,.wav,ok,
RECORDS,training_data/85213_TV,.wav,ok,
RECORDS,training_data/85214_AV,.wav,ok,
RECORDS,training_data/85214_MV,.wav,ok,
RECORDS,training_data/85214_PV,.wav,ok,
RECORDS,training_data/85214_TV,.wav,ok,
RECORDS,training_data/85216_AV,.wav,ok,
RECORDS,training_data/85216_MV,.wav,ok,
RECORDS,training_data/85216_PV,.wav,ok,
RECORDS,training_data/85216_TV,.wav,ok,
RECORDS,training_data/85217_AV,.wav,ok,
RECORDS,training_data/85217_MV,.wav,ok,
RECORDS,training_data/85217_PV,.wav,ok,
RECORDS,training_data/85217_TV,.wav,ok,
RECORDS,training_data/85219_AV,.wav,ok,
RECORDS,training_data/85219_MV,.wav,ok,
RECORDS,training_data/85219_PV,.wav,ok,
RECORDS,training_data/85219_TV,.wav,ok,
RECORDS,training_data/85222_AV,.wav,ok,
RECORDS,training_data/85222_PV,.wav,ok,
RECORDS,training_data/85222_TV,.wav,ok,
RECORDS,training_data/85225_AV,.wav,ok,
RECORDS,training_data/85225_MV,.wav,ok,
RECORDS,training_data/85225_PV,.wav,ok,
RECORDS,training_data/85225_TV,.wav,ok,
RECORDS,training_data/85226_MV,.wav,ok,
RECORDS,training_data/85226_PV,.wav,ok,
RECORDS,training_data/85226_TV,.wav,ok,
RECORDS,training_data/85227_AV,.wav,ok,
RECORDS,training_data/85227_MV,.wav,ok,
RECORDS,training_data/85227_PV,.wav,ok,
RECORDS,training_data/85227_TV,.wav,ok,
RECORDS,training_data/85229_MV,.wav,ok,
RECORDS,training_data/85229_PV,.wav,ok,
RECORDS,training_data/85229_TV,.wav,ok,
RECORDS,training_data/85230_AV,.wav,ok,
RECORDS,training_data/85230_MV,.wav,ok,
RECORDS,training_data/85230_PV,.wav,ok,
RECORDS,training_data/85230_TV,.wav,ok,
RECORDS,training_data/85234_AV,.wav,ok,
RECORDS,training_data/85234_MV,.wav,ok,
RECORDS,training_data/85234_PV,.wav,ok,
RECORDS,training_data/85234_TV,.wav,ok,
RECORDS,training_data/85235_AV,.wav,ok,
RECORDS,training_data/85235_MV,.wav,ok,
RECORDS,training_data/85235_PV,.wav,ok,
RECORDS,training_data/85235_TV,.wav,ok,
RECORDS,training_data/85236_AV,.wav,ok,
RECORDS,training_data/85236_MV,.wav,ok,
RECORDS,training_data/85236_PV,.wav,ok,
RECORDS,training_data/85236_TV,.wav,ok,
RECORDS,training_data/85239_AV,.wav,ok,
RECORDS,training_data/85239_MV,.wav,ok,
RECORDS,training_data/85239_PV,.wav,ok,
RECORDS,training_data/85239_TV,.wav,ok,
RECORDS,training_data/85240_AV,.wav,ok,
RECORDS,training_data/85240_PV,.wav,ok,
RECORDS,training_data/85240_TV,.wav,ok,
RECORDS,training_data/85241_AV,.wav,ok,
RECORDS,training_data/85241_MV,.wav,ok,
RECORDS,training_data/85241_PV,.wav,ok,
RECORDS,training_data/85241_TV,.wav,ok,
RECORDS,training_data/85242_MV,.wav,ok,
RECORDS,training_data/85243_AV,.wav,ok,
RECORDS,training_data/85243_PV,.wav,ok,
RECORDS,training_data/85244_AV,.wav,ok,
RECORDS,training_data/85244_MV,.wav,ok,
RECORDS,training_data/85244_PV,.wav,ok,
RECORDS,training_data/85244_TV,.wav,ok,
RECORDS,training_data/85245_AV,.wav,ok,
RECORDS,training_data/85245_PV,.wav,ok,
RECORDS,training_data/85245_TV,.wav,ok,
RECORDS,training_data/85246_AV,.wav,ok,
RECORDS,training_data/85246_MV,.wav,ok,
RECORDS,training_data/85246_PV,.wav,ok,
RECORDS,training_data/85246_TV,.wav,ok,
RECORDS,training_data/85247_AV,.wav,ok,
RECORDS,training_data/85247_MV,.wav,ok,
RECORDS,training_data/85247_PV,.wav,ok,
RECORDS,training_data/85247_TV,.wav,ok,
RECORDS,training_data/85249_AV,.wav,ok,
RECORDS,training_data/85249_MV,.wav,ok,
RECORDS,training_data/85249_PV,.wav,ok,
RECORDS,training_data/85249_TV,.wav,ok,
RECORDS,training_data/85250_AV,.wav,ok,
RECORDS,training_data/85250_MV,.wav,ok,
RECORDS,training_data/85250_PV,.wav,ok,
RECORDS,training_data/85250_TV,.wav,ok,
RECORDS,training_data/85252_AV,.wav,ok,
RECORDS,training_data/85252_MV,.wav,ok,
RECORDS,training_data/85252_PV,.wav,ok,
RECORDS,training_data/85252_TV,.wav,ok,
RECORDS,training_data/85253_AV,.wav,ok,
RECORDS,training_data/85253_MV,.wav,ok,
RECORDS,training_data/85253_PV,.wav,ok,
RECORDS,training_data/85253_TV,.wav,ok,
RECORDS,training_data/85258_AV,.wav,ok,
RECORDS,training_data/85258_MV,.wav,ok,
RECORDS,training_data/85258_PV,.wav,ok,
RECORDS,training_data/85258_TV,.wav,ok,
RECORDS,training_data/85259_AV,.wav,ok,
RECORDS,training_data/85259_MV,.wav,ok,
RECORDS,training_data/85261_AV,.wav,ok,
RECORDS,training_data/85261_MV,.wav,ok,
RECORDS,training_data/85261_PV,.wav,ok,
RECORDS,training_data/85261_TV,.wav,ok,
RECORDS,training_data/85262_AV,.wav,ok,
RECORDS,training_data/85262_MV,.wav,ok,
RECORDS,training_data/85262_PV,.wav,ok,
RECORDS,training_data/85262_TV,.wav,ok,
RECORDS,training_data/85264_MV,.wav,ok,
RECORDS,training_data/85265_AV,.wav,ok,
RECORDS,training_data/85265_MV,.wav,ok,
RECORDS,training_data/85265_PV,.wav,ok,
RECORDS,training_data/85265_TV,.wav,ok,
RECORDS,training_data/85269_AV,.wav,ok,
RECORDS,training_data/85269_PV,.wav,ok,
RECORDS,training_data/85270_AV,.wav,ok,
RECORDS,training_data/85270_MV,.wav,ok,
RECORDS,training_data/85270_PV,.wav,ok,
RECORDS,training_data/85270_TV,.wav,ok,
RECORDS,training_data/85276_MV,.wav,ok,
RECORDS,training_data/85277_AV,.wav,ok,
RECORDS,training_data/85277_MV,.wav,ok,
RECORDS,training_data/85277_PV,.wav,ok,
RECORDS,training_data/85277_TV,.wav,ok,
RECORDS,training_data/85278_AV,.wav,ok,
RECORDS,training_data/85278_MV,.wav,ok,
RECORDS,training_data/85278_PV,.wav,ok,
RECORDS,training_data/85278_TV,.wav,ok,
RECORDS,training_data/85279_AV,.wav,ok,
RECORDS,training_data/85279_MV,.wav,ok,
RECORDS,training_data/85279_PV,.wav,ok,
RECORDS,training_data/85279_TV,.wav,ok,
RECORDS,training_data/85282_AV,.wav,ok,
RECORDS,training_data/85282_MV,.wav,ok,
RECORDS,training_data/85282_PV,.wav,ok,
RECORDS,training_data/85282_TV,.wav,ok,
RECORDS,training_data/85285_AV,.wav,ok,
RECORDS,training_data/85285_MV,.wav,ok,
RECORDS,training_data/85285_PV,.wav,ok,
RECORDS,training_data/85285_TV,.wav,ok,
RECORDS,training_data/85286_AV,.wav,ok,
RECORDS,training_data/85286_MV,.wav,ok,
RECORDS,training_data/85286_PV,.wav,ok,
RECORDS,training_data/85286_TV,.wav,ok,
RECORDS,training_data/85287_MV,.wav,ok,
RECORDS,training_data/85287_PV,.wav,ok,
RECORDS,training_data/85287_TV,.wav,ok,
RECORDS,training_data/85288_AV,.wav,ok,
RECORDS,training_data/85288_MV,.wav,ok,
RECORDS,training_data/85288_PV,.wav,ok,
RECORDS,training_data/85288_TV,.wav,ok,
RECORDS,training_data/85293_AV,.wav,ok,
RECORDS,training_data/85293_MV,.wav,ok,
RECORDS,training_data/85293_PV,.wav,ok,
RECORDS,training_data/85293_TV,.wav,ok,
RECORDS,training_data/85294_AV,.wav,ok,
RECORDS,training_data/85294_MV,.wav,ok,
RECORDS,training_data/85296_AV,.wav,ok,
RECORDS,training_data/85296_MV,.wav,ok,
RECORDS,training_data/85296_PV,.wav,ok,
RECORDS,training_data/85296_TV,.wav,ok,
RECORDS,training_data/85299_AV,.wav,ok,
RECORDS,training_data/85299_MV,.wav,ok,
RECORDS,training_data/85299_PV,.wav,ok,
RECORDS,training_data/85299_TV,.wav,ok,
RECORDS,training_data/85300_AV,.wav,ok,
RECORDS,training_data/85300_MV,.wav,ok,
RECORDS,training_data/85301_AV,.wav,ok,
RECORDS,training_data/85301_MV,.wav,ok,
RECORDS,training_data/85301_PV,.wav,ok,
RECORDS,training_data/85301_TV,.wav,ok,
RECORDS,training_data/85305_AV,.wav,ok,
RECORDS,training_data/85305_MV,.wav,ok,
RECORDS,training_data/85305_PV,.wav,ok,
RECORDS,training_data/85305_TV,.wav,ok,
RECORDS,training_data/85306_AV,.wav,ok,
RECORDS,training_data/85306_MV,.wav,ok,
RECORDS,training_data/85308_AV,.wav,ok,
RECORDS,training_data/85308_MV,.wav,ok,
RECORDS,training_data/85308_PV,.wav,ok,
RECORDS,training_data/85308_TV,.wav,ok,
RECORDS,training_data/85312_AV,.wav,ok,
RECORDS,training_data/85312_MV,.wav,ok,
RECORDS,training_data/85312_PV,.wav,ok,
RECORDS,training_data/85312_TV,.wav,ok,
RECORDS,training_data/85313_MV,.wav,ok,
RECORDS,training_data/85313_PV,.wav,ok,
RECORDS,training_data/85313_TV,.wav,ok,
RECORDS,training_data/85315_AV,.wav,ok,
RECORDS,training_data/85315_MV,.wav,ok,
RECORDS,training_data/85315_PV,.wav,ok,
RECORDS,training_data/85315_TV,.wav,ok,
RECORDS,training_data/85316_AV,.wav,ok,
RECORDS,training_data/85316_MV,.wav,ok,
RECORDS,training_data/85316_PV,.wav,ok,
RECORDS,training_data/85316_TV,.wav,ok,
RECORDS,training_data/85317_AV,.wav,ok,
RECORDS,training_data/85319_AV,.wav,ok,
RECORDS,training_data/85319_MV,.wav,ok,
RECORDS,training_data/85319_PV,.wav,ok,
RECORDS,training_data/85319_TV,.wav,ok,
RECORDS,training_data/85321_PV,.wav,ok,
RECORDS,training_data/85321_TV,.wav,ok,
RECORDS,training_data/85322_TV,.wav,ok,
RECORDS,training_data/85323_PV,.wav,ok,
RECORDS,training_data/85326_AV,.wav,ok,
RECORDS,training_data/85326_MV,.wav,ok,
RECORDS,training_data/85326_PV,.wav,ok,
RECORDS,training_data/85326_TV,.wav,ok,
RECORDS,training_data/85327_AV,.wav,ok,
RECORDS,training_data/85327_MV,.wav,ok,
RECORDS,training_data/85327_PV,.wav,ok,
RECORDS,training_data/85327_TV,.wav,ok,
RECORDS,training_data/85328_AV,.wav,ok,
RECORDS,training_data/85328_MV,.wav,ok,
RECORDS,training_data/85328_PV,.wav,ok,
RECORDS,training_data/85328_TV,.wav,ok,
RECORDS,training_data/85329_AV,.wav,ok,
RECORDS,training_data/85329_MV,.wav,ok,
RECORDS,training_data/85329_PV,.wav,ok,
RECORDS,training_data/85329_TV,.wav,ok,
RECORDS,training_data/85331_AV,.wav,ok,
RECORDS,training_data/85331_MV,.wav,ok,
RECORDS,training_data/85331_PV,.wav,ok,
RECORDS,training_data/85331_TV,.wav,ok,
RECORDS,training_data/85332_AV,.wav,ok,
RECORDS,training_data/85332_PV,.wav,ok,
RECORDS,training_data/85334_AV,.wav,ok,
RECORDS,training_data/85334_MV,.wav,ok,
RECORDS,training_data/85334_PV,.wav,ok,
RECORDS,training_data/85334_TV,.wav,ok,
RECORDS,training_data/85335_AV,.wav,ok,
RECORDS,training_data/85335_PV,.wav,ok,
RECORDS,training_data/85335_TV,.wav,ok,
RECORDS,training_data/85336_AV,.wav,ok,
RECORDS,training_data/85336_MV,.wav,ok,
RECORDS,training_data/85337_AV,.wav,ok,
RECORDS,training_data/85337_MV,.wav,ok,
RECORDS,training_data/85337_PV,.wav,ok,
RECORDS,training_data/85337_TV,.wav,ok,
RECORDS,training_data/85338_AV,.wav,ok,
RECORDS,training_data/85338_MV,.wav,ok,
RECORDS,training_data/85338_PV,.wav,ok,
RECORDS,training_data/85338_TV,.wav,ok,
RECORDS,training_data/85339_MV,.wav,ok,
RECORDS,training_data/85340_AV,.wav,ok,
RECORDS,training_data/85340_MV,.wav,ok,
RECORDS,training_data/85340_PV,.wav,ok,
RECORDS,training_data/85340_TV,.wav,ok,
RECORDS,training_data/85341_AV,.wav,ok,
RECORDS,training_data/85341_MV,.wav,ok,
RECORDS,training_data/85341_PV,.wav,ok,
RECORDS,training_data/85341_TV,.wav,ok,
RECORDS,training_data/85343_AV,.wav,ok,
RECORDS,training_data/85343_MV,.wav,ok,
RECORDS,training_data/85343_PV,.wav,ok,
RECORDS,training_data/85343_TV,.wav,ok,
RECORDS,training_data/85345_AV,.wav,ok,
RECORDS,training_data/85345_PV,.wav,ok,
RECORDS,training_data/85349_AV,.wav,ok,
RECORDS,training_data/85349_PV,.wav,ok,
RECORDS,training_data/85349_TV,.wav,ok,
SHA256SUMS,LICENSE.txt,.txt,ok,
SHA256SUMS,RECORDS,,ok,
SHA256SUMS,training_data.csv,.csv,ok,
SHA256SUMS,training_data/13918.txt,.txt,checksum_mismatch,"expected d2db088ba2181e08..., got 170b41ce0689c596..."
SHA256SUMS,training_data/13918_AV.hea,.hea,ok,
SHA256SUMS,training_data/13918_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/13918_AV.wav,.wav,ok,
SHA256SUMS,training_data/13918_MV.hea,.hea,ok,
SHA256SUMS,training_data/13918_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/13918_MV.wav,.wav,ok,
SHA256SUMS,training_data/13918_PV.hea,.hea,ok,
SHA256SUMS,training_data/13918_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/13918_PV.wav,.wav,ok,
SHA256SUMS,training_data/13918_TV.hea,.hea,ok,
SHA256SUMS,training_data/13918_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/13918_TV.wav,.wav,ok,
SHA256SUMS,training_data/14241.txt,.txt,checksum_mismatch,"expected 0c8fb35911217454..., got 719d8a09beb809cb..."
SHA256SUMS,training_data/14241_AV.hea,.hea,ok,
SHA256SUMS,training_data/14241_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/14241_AV.wav,.wav,ok,
SHA256SUMS,training_data/14241_MV.hea,.hea,ok,
SHA256SUMS,training_data/14241_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/14241_MV.wav,.wav,ok,
SHA256SUMS,training_data/14241_PV.hea,.hea,ok,
SHA256SUMS,training_data/14241_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/14241_PV.wav,.wav,ok,
SHA256SUMS,training_data/14241_TV.hea,.hea,ok,
SHA256SUMS,training_data/14241_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/14241_TV.wav,.wav,ok,
SHA256SUMS,training_data/14998.txt,.txt,checksum_mismatch,"expected 62371e9abc0c74c1..., got 99a6fbddb1fd324a..."
SHA256SUMS,training_data/14998_AV.hea,.hea,ok,
SHA256SUMS,training_data/14998_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/14998_AV.wav,.wav,ok,
SHA256SUMS,training_data/14998_MV.hea,.hea,ok,
SHA256SUMS,training_data/14998_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/14998_MV.wav,.wav,ok,
SHA256SUMS,training_data/14998_PV.hea,.hea,ok,
SHA256SUMS,training_data/14998_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/14998_PV.wav,.wav,ok,
SHA256SUMS,training_data/14998_TV.hea,.hea,ok,
SHA256SUMS,training_data/14998_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/14998_TV.wav,.wav,ok,
SHA256SUMS,training_data/23625.txt,.txt,checksum_mismatch,"expected 3489a94b40817e2d..., got 1266b03415c831d7..."
SHA256SUMS,training_data/23625_AV.hea,.hea,ok,
SHA256SUMS,training_data/23625_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/23625_AV.wav,.wav,ok,
SHA256SUMS,training_data/23625_MV.hea,.hea,ok,
SHA256SUMS,training_data/23625_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/23625_MV.wav,.wav,ok,
SHA256SUMS,training_data/23625_PV.hea,.hea,ok,
SHA256SUMS,training_data/23625_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/23625_PV.wav,.wav,ok,
SHA256SUMS,training_data/23625_TV.hea,.hea,ok,
SHA256SUMS,training_data/23625_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/23625_TV.wav,.wav,ok,
SHA256SUMS,training_data/24160.txt,.txt,checksum_mismatch,"expected 951365c5cd72a92f..., got ee1dec9778b8010f..."
SHA256SUMS,training_data/24160_AV.hea,.hea,ok,
SHA256SUMS,training_data/24160_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/24160_AV.wav,.wav,ok,
SHA256SUMS,training_data/24160_MV.hea,.hea,ok,
SHA256SUMS,training_data/24160_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/24160_MV.wav,.wav,ok,
SHA256SUMS,training_data/24160_PV.hea,.hea,ok,
SHA256SUMS,training_data/24160_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/24160_PV.wav,.wav,ok,
SHA256SUMS,training_data/24160_TV.hea,.hea,ok,
SHA256SUMS,training_data/24160_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/24160_TV.wav,.wav,ok,
SHA256SUMS,training_data/2530.txt,.txt,checksum_mismatch,"expected 53461d0b9be2d36a..., got d0c6d15b76f18cd6..."
SHA256SUMS,training_data/2530_AV.hea,.hea,ok,
SHA256SUMS,training_data/2530_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/2530_AV.wav,.wav,ok,
SHA256SUMS,training_data/2530_MV.hea,.hea,ok,
SHA256SUMS,training_data/2530_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/2530_MV.wav,.wav,ok,
SHA256SUMS,training_data/2530_PV.hea,.hea,ok,
SHA256SUMS,training_data/2530_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/2530_PV.wav,.wav,ok,
SHA256SUMS,training_data/2530_TV.hea,.hea,ok,
SHA256SUMS,training_data/2530_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/2530_TV.wav,.wav,ok,
SHA256SUMS,training_data/29045.txt,.txt,checksum_mismatch,"expected d83d8276eb9955a9..., got 88bd2c7fca11a950..."
SHA256SUMS,training_data/29045_AV.hea,.hea,ok,
SHA256SUMS,training_data/29045_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/29045_AV.wav,.wav,ok,
SHA256SUMS,training_data/29045_MV.hea,.hea,ok,
SHA256SUMS,training_data/29045_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/29045_MV.wav,.wav,ok,
SHA256SUMS,training_data/29045_PV.hea,.hea,ok,
SHA256SUMS,training_data/29045_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/29045_PV.wav,.wav,ok,
SHA256SUMS,training_data/29045_TV.hea,.hea,ok,
SHA256SUMS,training_data/29045_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/29045_TV.wav,.wav,ok,
SHA256SUMS,training_data/29378.txt,.txt,checksum_mismatch,"expected fa6db1a33e5d4896..., got f71ca430fa5a9846..."
SHA256SUMS,training_data/29378_AV.hea,.hea,ok,
SHA256SUMS,training_data/29378_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/29378_AV.wav,.wav,ok,
SHA256SUMS,training_data/29378_MV.hea,.hea,ok,
SHA256SUMS,training_data/29378_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/29378_MV.wav,.wav,ok,
SHA256SUMS,training_data/31737.txt,.txt,checksum_mismatch,"expected fb6abd388b61e38a..., got 50a0d144fb05b36e..."
SHA256SUMS,training_data/31737_AV.hea,.hea,ok,
SHA256SUMS,training_data/31737_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/31737_AV.wav,.wav,ok,
SHA256SUMS,training_data/31737_MV.hea,.hea,ok,
SHA256SUMS,training_data/31737_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/31737_MV.wav,.wav,ok,
SHA256SUMS,training_data/31737_PV.hea,.hea,ok,
SHA256SUMS,training_data/31737_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/31737_PV.wav,.wav,ok,
SHA256SUMS,training_data/31737_TV.hea,.hea,ok,
SHA256SUMS,training_data/31737_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/31737_TV.wav,.wav,ok,
SHA256SUMS,training_data/33151.txt,.txt,checksum_mismatch,"expected 4d98ef3c00e8a138..., got 1b7bf1521782d2a2..."
SHA256SUMS,training_data/33151_AV.hea,.hea,ok,
SHA256SUMS,training_data/33151_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/33151_AV.wav,.wav,ok,
SHA256SUMS,training_data/33151_MV.hea,.hea,ok,
SHA256SUMS,training_data/33151_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/33151_MV.wav,.wav,ok,
SHA256SUMS,training_data/33151_PV.hea,.hea,ok,
SHA256SUMS,training_data/33151_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/33151_PV.wav,.wav,ok,
SHA256SUMS,training_data/33151_TV.hea,.hea,ok,
SHA256SUMS,training_data/33151_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/33151_TV.wav,.wav,ok,
SHA256SUMS,training_data/36327.txt,.txt,checksum_mismatch,"expected e157a541c17236d4..., got 80856f346dabafc4..."
SHA256SUMS,training_data/36327_AV.hea,.hea,ok,
SHA256SUMS,training_data/36327_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/36327_AV.wav,.wav,ok,
SHA256SUMS,training_data/36327_MV.hea,.hea,ok,
SHA256SUMS,training_data/36327_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/36327_MV.wav,.wav,ok,
SHA256SUMS,training_data/36327_PV.hea,.hea,ok,
SHA256SUMS,training_data/36327_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/36327_PV.wav,.wav,ok,
SHA256SUMS,training_data/36327_TV.hea,.hea,ok,
SHA256SUMS,training_data/36327_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/36327_TV.wav,.wav,ok,
SHA256SUMS,training_data/38337.txt,.txt,checksum_mismatch,"expected 88e2465de56a465a..., got f1beaefa84334fe0..."
SHA256SUMS,training_data/38337_AV.hea,.hea,ok,
SHA256SUMS,training_data/38337_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/38337_AV.wav,.wav,ok,
SHA256SUMS,training_data/38337_MV.hea,.hea,ok,
SHA256SUMS,training_data/38337_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/38337_MV.wav,.wav,ok,
SHA256SUMS,training_data/39043.txt,.txt,checksum_mismatch,"expected ebaf7f113ebaae3e..., got d4c6f74bcccf9651..."
SHA256SUMS,training_data/39043_AV.hea,.hea,ok,
SHA256SUMS,training_data/39043_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/39043_AV.wav,.wav,ok,
SHA256SUMS,training_data/39043_MV.hea,.hea,ok,
SHA256SUMS,training_data/39043_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/39043_MV.wav,.wav,ok,
SHA256SUMS,training_data/39043_PV.hea,.hea,ok,
SHA256SUMS,training_data/39043_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/39043_PV.wav,.wav,ok,
SHA256SUMS,training_data/39043_TV.hea,.hea,ok,
SHA256SUMS,training_data/39043_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/39043_TV.wav,.wav,ok,
SHA256SUMS,training_data/39403.txt,.txt,checksum_mismatch,"expected cd1ea30adeea598b..., got b7094e14a22ce14b..."
SHA256SUMS,training_data/39403_AV.hea,.hea,ok,
SHA256SUMS,training_data/39403_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/39403_AV.wav,.wav,ok,
SHA256SUMS,training_data/39403_MV.hea,.hea,ok,
SHA256SUMS,training_data/39403_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/39403_MV.wav,.wav,ok,
SHA256SUMS,training_data/39403_PV.hea,.hea,ok,
SHA256SUMS,training_data/39403_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/39403_PV.wav,.wav,ok,
SHA256SUMS,training_data/39403_TV.hea,.hea,ok,
SHA256SUMS,training_data/39403_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/39403_TV.wav,.wav,ok,
SHA256SUMS,training_data/39456.txt,.txt,checksum_mismatch,"expected 63f5ce65ebc51533..., got 12c966fa5e4b0515..."
SHA256SUMS,training_data/39456_MV.hea,.hea,ok,
SHA256SUMS,training_data/39456_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/39456_MV.wav,.wav,ok,
SHA256SUMS,training_data/39456_PV.hea,.hea,ok,
SHA256SUMS,training_data/39456_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/39456_PV.wav,.wav,ok,
SHA256SUMS,training_data/39456_TV.hea,.hea,ok,
SHA256SUMS,training_data/39456_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/39456_TV.wav,.wav,ok,
SHA256SUMS,training_data/40058.txt,.txt,checksum_mismatch,"expected 77a578dd67eb7950..., got 2690549e42ec6967..."
SHA256SUMS,training_data/40058_AV.hea,.hea,ok,
SHA256SUMS,training_data/40058_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/40058_AV.wav,.wav,ok,
SHA256SUMS,training_data/40058_MV.hea,.hea,ok,
SHA256SUMS,training_data/40058_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/40058_MV.wav,.wav,ok,
SHA256SUMS,training_data/40058_PV.hea,.hea,ok,
SHA256SUMS,training_data/40058_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/40058_PV.wav,.wav,ok,
SHA256SUMS,training_data/40058_TV.hea,.hea,ok,
SHA256SUMS,training_data/40058_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/40058_TV.wav,.wav,ok,
SHA256SUMS,training_data/40798.txt,.txt,checksum_mismatch,"expected 9b72209344ca233d..., got 20cd9abfa2519195..."
SHA256SUMS,training_data/40798_AV.hea,.hea,ok,
SHA256SUMS,training_data/40798_AV.tsv,.tsv,ok,
SHA256SUMS,training_data/40798_AV.wav,.wav,ok,
SHA256SUMS,training_data/40798_MV.hea,.hea,ok,
SHA256SUMS,training_data/40798_MV.tsv,.tsv,ok,
SHA256SUMS,training_data/40798_MV.wav,.wav,ok,
SHA256SUMS,training_data/40798_PV.hea,.hea,ok,
SHA256SUMS,training_data/40798_PV.tsv,.tsv,ok,
SHA256SUMS,training_data/40798_PV.wav,.wav,ok,
SHA256SUMS,training_data/40798_TV.hea,.hea,ok,
SHA256SUMS,training_data/40798_TV.tsv,.tsv,ok,
SHA256SUMS,training_data/40798_TV.wav,.wav,ok,
