group_id,method,record_uid,dataset_source,file_path,duplicate_of,similarity,decision,reason
exact_0401,raw_sha256,HB_extrahls_extrahls__201101241433,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201101241433.wav,D2_set_a_extrahls__201101241433,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0402,raw_sha256,D2_set_a_extrahls__201102070251,D2,dataset/archive (2)/set_a/extrahls__201102070251.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0402,raw_sha256,HB_extrahls_extrahls__201102070251,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201102070251.wav,D2_set_a_extrahls__201102070251,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0403,raw_sha256,D2_set_a_extrahls__201102071835,D2,dataset/archive (2)/set_a/extrahls__201102071835.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0403,raw_sha256,HB_extrahls_extrahls__201102071835,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201102071835.wav,D2_set_a_extrahls__201102071835,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0404,raw_sha256,D2_set_a_extrahls__201102241217,D2,dataset/archive (2)/set_a/extrahls__201102241217.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0404,raw_sha256,HB_extrahls_extrahls__201102241217,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201102241217.wav,D2_set_a_extrahls__201102241217,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0405,raw_sha256,D2_set_a_extrahls__201103150114,D2,dataset/archive (2)/set_a/extrahls__201103150114.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0405,raw_sha256,HB_extrahls_extrahls__201103150114,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201103150114.wav,D2_set_a_extrahls__201103150114,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0406,raw_sha256,D2_set_a_extrahls__201103170134,D2,dataset/archive (2)/set_a/extrahls__201103170134.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0406,raw_sha256,HB_extrahls_extrahls__201103170134,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201103170134.wav,D2_set_a_extrahls__201103170134,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0407,raw_sha256,D2_set_a_extrahls__201103182227,D2,dataset/archive (2)/set_a/extrahls__201103182227.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0407,raw_sha256,HB_extrahls_extrahls__201103182227,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201103182227.wav,D2_set_a_extrahls__201103182227,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0408,raw_sha256,D2_set_a_extrahls__201103200218,D2,dataset/archive (2)/set_a/extrahls__201103200218.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0408,raw_sha256,HB_extrahls_extrahls__201103200218,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201103200218.wav,D2_set_a_extrahls__201103200218,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0409,raw_sha256,D2_set_a_extrahls__201104021355,D2,dataset/archive (2)/set_a/extrahls__201104021355.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0409,raw_sha256,HB_extrahls_extrahls__201104021355,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201104021355.wav,D2_set_a_extrahls__201104021355,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0410,raw_sha256,D2_set_a_extrahls__201104140118,D2,dataset/archive (2)/set_a/extrahls__201104140118.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0410,raw_sha256,HB_extrahls_extrahls__201104140118,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201104140118.wav,D2_set_a_extrahls__201104140118,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0411,raw_sha256,D2_set_a_extrahls__201104270458,D2,dataset/archive (2)/set_a/extrahls__201104270458.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0411,raw_sha256,HB_extrahls_extrahls__201104270458,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201104270458.wav,D2_set_a_extrahls__201104270458,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0412,raw_sha256,D2_set_a_extrahls__201104270459,D2,dataset/archive (2)/set_a/extrahls__201104270459.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0412,raw_sha256,HB_extrahls_extrahls__201104270459,heartbeat_sound,dataset/Heartbeat_Sound/extrahls/extrahls__201104270459.wav,D2_set_a_extrahls__201104270459,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0413,raw_sha256,D2_set_a_murmur__201101051104,D2,dataset/archive (2)/set_a/murmur__201101051104.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0413,raw_sha256,HB_murmur_murmur__201101051104,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201101051104.wav,D2_set_a_murmur__201101051104,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0414,raw_sha256,D2_set_a_murmur__201101051108,D2,dataset/archive (2)/set_a/murmur__201101051108.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0414,raw_sha256,HB_murmur_murmur__201101051108,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201101051108.wav,D2_set_a_murmur__201101051108,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0415,raw_sha256,D2_set_a_murmur__201101051114,D2,dataset/archive (2)/set_a/murmur__201101051114.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0415,raw_sha256,HB_murmur_murmur__201101051114,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201101051114.wav,D2_set_a_murmur__201101051114,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0416,raw_sha256,D2_set_a_murmur__201101180902,D2,dataset/archive (2)/set_a/murmur__201101180902.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0416,raw_sha256,HB_murmur_murmur__201101180902,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201101180902.wav,D2_set_a_murmur__201101180902,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0417,raw_sha256,D2_set_a_murmur__201102051443,D2,dataset/archive (2)/set_a/murmur__201102051443.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0417,raw_sha256,HB_murmur_murmur__201102051443,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201102051443.wav,D2_set_a_murmur__201102051443,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0418,raw_sha256,D2_set_a_murmur__201102052338,D2,dataset/archive (2)/set_a/murmur__201102052338.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0418,raw_sha256,HB_murmur_murmur__201102052338,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201102052338.wav,D2_set_a_murmur__201102052338,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0419,raw_sha256,D2_set_a_murmur__201103291548,D2,dataset/archive (2)/set_a/murmur__201103291548.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0419,raw_sha256,HB_murmur_murmur__201103291548,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201103291548.wav,D2_set_a_murmur__201103291548,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0420,raw_sha256,D2_set_a_murmur__201104021355,D2,dataset/archive (2)/set_a/murmur__201104021355.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0420,raw_sha256,HB_murmur_murmur__201104021355,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201104021355.wav,D2_set_a_murmur__201104021355,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0421,raw_sha256,D2_set_a_murmur__201104241315,D2,dataset/archive (2)/set_a/murmur__201104241315.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0421,raw_sha256,HB_murmur_murmur__201104241315,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201104241315.wav,D2_set_a_murmur__201104241315,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0422,raw_sha256,D2_set_a_murmur__201104291843,D2,dataset/archive (2)/set_a/murmur__201104291843.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0422,raw_sha256,HB_murmur_murmur__201104291843,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201104291843.wav,D2_set_a_murmur__201104291843,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0423,raw_sha256,D2_set_a_murmur__201106141148,D2,dataset/archive (2)/set_a/murmur__201106141148.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0423,raw_sha256,HB_murmur_murmur__201106141148,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201106141148.wav,D2_set_a_murmur__201106141148,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0424,raw_sha256,D2_set_a_murmur__201108222221,D2,dataset/archive (2)/set_a/murmur__201108222221.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0424,raw_sha256,HB_murmur_murmur__201108222221,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222221.wav,D2_set_a_murmur__201108222221,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0425,raw_sha256,D2_set_a_murmur__201108222223,D2,dataset/archive (2)/set_a/murmur__201108222223.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0425,raw_sha256,HB_murmur_murmur__201108222223,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222223.wav,D2_set_a_murmur__201108222223,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0426,raw_sha256,D2_set_a_murmur__201108222224,D2,dataset/archive (2)/set_a/murmur__201108222224.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0426,raw_sha256,HB_murmur_murmur__201108222224,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222224.wav,D2_set_a_murmur__201108222224,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0427,raw_sha256,D2_set_a_murmur__201108222226,D2,dataset/archive (2)/set_a/murmur__201108222226.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0427,raw_sha256,HB_murmur_murmur__201108222226,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222226.wav,D2_set_a_murmur__201108222226,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0428,raw_sha256,D2_set_a_murmur__201108222227,D2,dataset/archive (2)/set_a/murmur__201108222227.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0428,raw_sha256,HB_murmur_murmur__201108222227,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222227.wav,D2_set_a_murmur__201108222227,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0429,raw_sha256,D2_set_a_murmur__201108222231,D2,dataset/archive (2)/set_a/murmur__201108222231.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0429,raw_sha256,HB_murmur_murmur__201108222231,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222231.wav,D2_set_a_murmur__201108222231,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0430,raw_sha256,D2_set_a_murmur__201108222232,D2,dataset/archive (2)/set_a/murmur__201108222232.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0430,raw_sha256,HB_murmur_murmur__201108222232,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222232.wav,D2_set_a_murmur__201108222232,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0431,raw_sha256,D2_set_a_murmur__201108222233,D2,dataset/archive (2)/set_a/murmur__201108222233.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0431,raw_sha256,HB_murmur_murmur__201108222233,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222233.wav,D2_set_a_murmur__201108222233,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0432,raw_sha256,D2_set_a_murmur__201108222235,D2,dataset/archive (2)/set_a/murmur__201108222235.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0432,raw_sha256,HB_murmur_murmur__201108222235,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222235.wav,D2_set_a_murmur__201108222235,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0433,raw_sha256,D2_set_a_murmur__201108222236,D2,dataset/archive (2)/set_a/murmur__201108222236.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0433,raw_sha256,HB_murmur_murmur__201108222236,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222236.wav,D2_set_a_murmur__201108222236,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0434,raw_sha256,D2_set_a_murmur__201108222237,D2,dataset/archive (2)/set_a/murmur__201108222237.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0434,raw_sha256,HB_murmur_murmur__201108222237,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222237.wav,D2_set_a_murmur__201108222237,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0435,raw_sha256,D2_set_a_murmur__201108222238,D2,dataset/archive (2)/set_a/murmur__201108222238.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0435,raw_sha256,HB_murmur_murmur__201108222238,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222238.wav,D2_set_a_murmur__201108222238,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0436,raw_sha256,D2_set_a_murmur__201108222242,D2,dataset/archive (2)/set_a/murmur__201108222242.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0436,raw_sha256,HB_murmur_murmur__201108222242,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222242.wav,D2_set_a_murmur__201108222242,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0437,raw_sha256,D2_set_a_murmur__201108222243,D2,dataset/archive (2)/set_a/murmur__201108222243.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0437,raw_sha256,HB_murmur_murmur__201108222243,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222243.wav,D2_set_a_murmur__201108222243,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0438,raw_sha256,D2_set_a_murmur__201108222245,D2,dataset/archive (2)/set_a/murmur__201108222245.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0438,raw_sha256,HB_murmur_murmur__201108222245,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222245.wav,D2_set_a_murmur__201108222245,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0439,raw_sha256,D2_set_a_murmur__201108222246,D2,dataset/archive (2)/set_a/murmur__201108222246.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0439,raw_sha256,HB_murmur_murmur__201108222246,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222246.wav,D2_set_a_murmur__201108222246,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0440,raw_sha256,D2_set_a_murmur__201108222248,D2,dataset/archive (2)/set_a/murmur__201108222248.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0440,raw_sha256,HB_murmur_murmur__201108222248,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222248.wav,D2_set_a_murmur__201108222248,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0441,raw_sha256,D2_set_a_murmur__201108222251,D2,dataset/archive (2)/set_a/murmur__201108222251.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0441,raw_sha256,HB_murmur_murmur__201108222251,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222251.wav,D2_set_a_murmur__201108222251,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0442,raw_sha256,D2_set_a_murmur__201108222252,D2,dataset/archive (2)/set_a/murmur__201108222252.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0442,raw_sha256,HB_murmur_murmur__201108222252,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222252.wav,D2_set_a_murmur__201108222252,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0443,raw_sha256,D2_set_a_murmur__201108222253,D2,dataset/archive (2)/set_a/murmur__201108222253.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0443,raw_sha256,HB_murmur_murmur__201108222253,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222253.wav,D2_set_a_murmur__201108222253,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0444,raw_sha256,D2_set_a_murmur__201108222255,D2,dataset/archive (2)/set_a/murmur__201108222255.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0444,raw_sha256,HB_murmur_murmur__201108222255,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222255.wav,D2_set_a_murmur__201108222255,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0445,raw_sha256,D2_set_a_murmur__201108222256,D2,dataset/archive (2)/set_a/murmur__201108222256.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0445,raw_sha256,HB_murmur_murmur__201108222256,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222256.wav,D2_set_a_murmur__201108222256,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0446,raw_sha256,D2_set_a_murmur__201108222258,D2,dataset/archive (2)/set_a/murmur__201108222258.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0446,raw_sha256,HB_murmur_murmur__201108222258,heartbeat_sound,dataset/Heartbeat_Sound/murmur/murmur__201108222258.wav,D2_set_a_murmur__201108222258,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0447,raw_sha256,D2_set_a_normal__201101070538,D2,dataset/archive (2)/set_a/normal__201101070538.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0447,raw_sha256,HB_normal_normal__201101070538,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201101070538.wav,D2_set_a_normal__201101070538,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0448,raw_sha256,D2_set_a_normal__201101151127,D2,dataset/archive (2)/set_a/normal__201101151127.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0448,raw_sha256,HB_normal_normal__201101151127,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201101151127.wav,D2_set_a_normal__201101151127,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0449,raw_sha256,D2_set_a_normal__201102081152,D2,dataset/archive (2)/set_a/normal__201102081152.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0449,raw_sha256,HB_normal_normal__201102081152,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201102081152.wav,D2_set_a_normal__201102081152,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0450,raw_sha256,D2_set_a_normal__201102081321,D2,dataset/archive (2)/set_a/normal__201102081321.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0450,raw_sha256,HB_normal_normal__201102081321,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201102081321.wav,D2_set_a_normal__201102081321,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0451,raw_sha256,D2_set_a_normal__201102201230,D2,dataset/archive (2)/set_a/normal__201102201230.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0451,raw_sha256,HB_normal_normal__201102201230,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201102201230.wav,D2_set_a_normal__201102201230,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0452,raw_sha256,D2_set_a_normal__201102260502,D2,dataset/archive (2)/set_a/normal__201102260502.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0452,raw_sha256,HB_normal_normal__201102260502,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201102260502.wav,D2_set_a_normal__201102260502,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0453,raw_sha256,D2_set_a_normal__201102270940,D2,dataset/archive (2)/set_a/normal__201102270940.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0453,raw_sha256,HB_normal_normal__201102270940,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201102270940.wav,D2_set_a_normal__201102270940,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0454,raw_sha256,D2_set_a_normal__201103090635,D2,dataset/archive (2)/set_a/normal__201103090635.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0454,raw_sha256,HB_normal_normal__201103090635,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201103090635.wav,D2_set_a_normal__201103090635,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0455,raw_sha256,D2_set_a_normal__201103101140,D2,dataset/archive (2)/set_a/normal__201103101140.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0455,raw_sha256,HB_normal_normal__201103101140,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201103101140.wav,D2_set_a_normal__201103101140,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0456,raw_sha256,D2_set_a_normal__201103140132,D2,dataset/archive (2)/set_a/normal__201103140132.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0456,raw_sha256,HB_normal_normal__201103140132,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201103140132.wav,D2_set_a_normal__201103140132,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0457,raw_sha256,D2_set_a_normal__201103140135,D2,dataset/archive (2)/set_a/normal__201103140135.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0457,raw_sha256,HB_normal_normal__201103140135,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201103140135.wav,D2_set_a_normal__201103140135,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0458,raw_sha256,D2_set_a_normal__201103140822,D2,dataset/archive (2)/set_a/normal__201103140822.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0458,raw_sha256,HB_normal_normal__201103140822,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201103140822.wav,D2_set_a_normal__201103140822,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0459,raw_sha256,D2_set_a_normal__201103151912,D2,dataset/archive (2)/set_a/normal__201103151912.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0459,raw_sha256,HB_normal_normal__201103151912,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201103151912.wav,D2_set_a_normal__201103151912,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0460,raw_sha256,D2_set_a_normal__201103170121,D2,dataset/archive (2)/set_a/normal__201103170121.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0460,raw_sha256,HB_normal_normal__201103170121,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201103170121.wav,D2_set_a_normal__201103170121,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0461,raw_sha256,D2_set_a_normal__201103221214,D2,dataset/archive (2)/set_a/normal__201103221214.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0461,raw_sha256,HB_normal_normal__201103221214,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201103221214.wav,D2_set_a_normal__201103221214,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0462,raw_sha256,D2_set_a_normal__201104122156,D2,dataset/archive (2)/set_a/normal__201104122156.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0462,raw_sha256,HB_normal_normal__201104122156,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201104122156.wav,D2_set_a_normal__201104122156,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0463,raw_sha256,D2_set_a_normal__201104141251,D2,dataset/archive (2)/set_a/normal__201104141251.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0463,raw_sha256,HB_normal_normal__201104141251,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201104141251.wav,D2_set_a_normal__201104141251,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0464,raw_sha256,D2_set_a_normal__201105011626,D2,dataset/archive (2)/set_a/normal__201105011626.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0464,raw_sha256,HB_normal_normal__201105011626,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201105011626.wav,D2_set_a_normal__201105011626,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
exact_0465,raw_sha256,D2_set_a_normal__201105021654,D2,dataset/archive (2)/set_a/normal__201105021654.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0465,raw_sha256,HB_normal_normal__201105021654,heartbeat_sound,dataset/Heartbeat_Sound/normal/normal__201105021654.wav,D2_set_a_normal__201105021654,1.0,drop,Heartbeat_Sound is a label helper and a full duplicate of set_a + set_b (T17.3)
