record_uid,dataset_source,subset,subject_id,subject_derived,record_id,file_path,original_fs,duration_sec,n_samples,recording_location,binary_label,multiclass_label,murmur_label,outcome_label,diagnosis_class,quality_flags,is_duplicate,is_unlabeled,split_group,dataset_name,multiclass_task,binary_label_name,multiclass_label_name,murmur_label_name,outcome_label_name,use_in_supervised,duplicate_of,n_channels,content_sha256
D1_training-e_e01203,D1,training-e,e_nR97,True,e01203,dataset/archive (3)/training-e/e01203.wav,2000,17.194,34388,,0,,,,Normal,,False,False,e_nR97,PhysioNet 2016,,normal,,,,True,,1,47e7cb4f765b201761be9983f66e7547645428b7349144bb3cef75233203993c
D1_training-e_e01204,D1,training-e,e_rec_e01204,False,e01204,dataset/archive (3)/training-e/e01204.wav,2000,20.038,40076,,0,,,,,,False,False,e_rec_e01204,PhysioNet 2016,,normal,,,,True,,1,e5f938635879b3e0e6468fc451985abef9470280c1bcf579a2539ff6b32f9302
D1_training-e_e01205,D1,training-e,e_pR182,True,e01205,dataset/archive (3)/training-e/e01205.wav,2000,23.7775,47555,,1,,,,CAD,,False,False,e_pR182,PhysioNet 2016,,abnormal,,,,True,,1,b8ae92d6222e6894f71a2b9d49647814df0e93246020dddcd94aedfae3786686
D1_training-e_e01206,D1,training-e,e_nR102,True,e01206,dataset/archive (3)/training-e/e01206.wav,2000,24.684,49368,,0,,,,Normal,,False,False,e_nR102,PhysioNet 2016,,normal,,,,True,,1,226eccf2f493e2570b8a017e46560cecfd9b6bfcadeed8754457ba1b697bad03
D1_training-e_e01207,D1,training-e,e_nR173,True,e01207,dataset/archive (3)/training-e/e01207.wav,2000,18.61,37220,,0,,,,Normal,,False,False,e_nR173,PhysioNet 2016,,normal,,,,True,,1,45ac9682cde3e29bc1984c27c6d35d2cd523252a56da2916c8d2e44a98912d7e
D1_training-e_e01208,D1,training-e,e_nR271,True,e01208,dataset/archive (3)/training-e/e01208.wav,2000,30.638,61276,,0,,,,Normal,,False,False,e_nR271,PhysioNet 2016,,normal,,,,True,,1,d46f8c16341b4fca08206c541f31c1f8d7b8be2eb6e1f866c6adf7da499d306b
D1_training-e_e01209,D1,training-e,e_nR63,True,e01209,dataset/archive (3)/training-e/e01209.wav,2000,19.14,38280,,0,,,,Normal,,False,False,e_nR63,PhysioNet 2016,,normal,,,,True,,1,0289890fac6ad6924a3ecf1df57d671cadeee010863366accba165f9047a02e9
D1_training-e_e01210,D1,training-e,e_nR82,True,e01210,dataset/archive (3)/training-e/e01210.wav,2000,32.838,65676,,0,,,,Normal,,False,False,e_nR82,PhysioNet 2016,,normal,,,,True,,1,5cb8391c23770c1df2a50a2c8808752b16155dec4dda2c8aaeb367f6ad9a836b
D1_training-e_e01211,D1,training-e,e_nR172,True,e01211,dataset/archive (3)/training-e/e01211.wav,2000,28.726,57452,,0,,,,Normal,,False,False,e_nR172,PhysioNet 2016,,normal,,,,True,,1,c97813b5f33631bd23072e1adcd980aebf8e4976fe15561de5449b700f7c8ce7
D1_training-e_e01212,D1,training-e,e_nR138,True,e01212,dataset/archive (3)/training-e/e01212.wav,2000,14.899,29798,,0,,,,Normal,,False,False,e_nR138,PhysioNet 2016,,normal,,,,True,,1,d8bff7ad101022da8f4e5dd06163948a148ac45e66d42f76043660e0e1044098
D1_training-e_e01213,D1,training-e,e_nR271,True,e01213,dataset/archive (3)/training-e/e01213.wav,2000,52.278,104556,,0,,,,Normal,,False,False,e_nR271,PhysioNet 2016,,normal,,,,True,,1,2a6d2445b4f8a68112040172895c0649cebfa1260b69a03f061e455082c89604
D1_training-e_e01214,D1,training-e,e_nR175,True,e01214,dataset/archive (3)/training-e/e01214.wav,2000,10.731,21462,,0,,,,Normal,,False,False,e_nR175,PhysioNet 2016,,normal,,,,True,,1,2b8878e5954352d66bc29217d4fa6774b4d18cb93e64d157f93d43b85696bea9
D1_training-e_e01215,D1,training-e,e_pR161,True,e01215,dataset/archive (3)/training-e/e01215.wav,2000,21.316,42632,,1,,,,CAD,,False,False,e_pR161,PhysioNet 2016,,abnormal,,,,True,,1,b07bf2faf4660cb8eb52251b947c52b0fe478c4d62f6098a6e595bce909c55aa
D1_training-e_e01216,D1,training-e,e_nR92,True,e01216,dataset/archive (3)/training-e/e01216.wav,2000,33.191,66382,,0,,,,Normal,,False,False,e_nR92,PhysioNet 2016,,normal,,,,True,,1,08d265b9647536f87759302f8c886748199fcf86970b9d56727e5fc03b75ebf8
D1_training-e_e01217,D1,training-e,e_nR176,True,e01217,dataset/archive (3)/training-e/e01217.wav,2000,28.57,57140,,0,,,,Normal,,False,False,e_nR176,PhysioNet 2016,,normal,,,,True,,1,aaf2c4cadba819b8134508b3b661d94b26b651d736a08dee04228da6ee2bc628
D1_training-e_e01218,D1,training-e,e_pR254,True,e01218,dataset/archive (3)/training-e/e01218.wav,2000,22.2215,44443,,1,,,,CAD,,False,False,e_pR254,PhysioNet 2016,,abnormal,,,,True,,1,872a8d0f95f02f321c8635fad3e15e17043f1e52b199b4719adfe75af3498f6d
D1_training-e_e01219,D1,training-e,e_nR320,True,e01219,dataset/archive (3)/training-e/e01219.wav,2000,13.699,27398,,0,,,,Normal,,False,False,e_nR320,PhysioNet 2016,,normal,,,,True,,1,5fbaefe2526d5b2947c44aa86833545f054711190a41821ad70c496fa0f57ca4
D1_training-e_e01220,D1,training-e,e_nR252,True,e01220,dataset/archive (3)/training-e/e01220.wav,2000,10.146,20292,,0,,,,Normal,,False,False,e_nR252,PhysioNet 2016,,normal,,,,True,,1,a6b23c769b3eb7f0b6933e5d97d1f1324f0541b73eba349ba76fa9b7a9b10db5
D1_training-e_e01221,D1,training-e,e_nR233,True,e01221,dataset/archive (3)/training-e/e01221.wav,2000,27.882,55764,,0,,,,Normal,,False,False,e_nR233,PhysioNet 2016,,normal,,,,True,,1,11fa7bd20ea8e372b0097747a56b27e485969ca95883b9340a8dddb140568e1d
D1_training-e_e01222,D1,training-e,e_nR13,True,e01222,dataset/archive (3)/training-e/e01222.wav,2000,23.068,46136,,0,,,,Normal,,False,False,e_nR13,PhysioNet 2016,,normal,,,,True,,1,16344f77eaa1cafe19edc028755744d104fa67098a870950f171d7926fabe8b4
D1_training-e_e01223,D1,training-e,e_nR283,True,e01223,dataset/archive (3)/training-e/e01223.wav,2000,11.907,23814,,0,,,,Normal,,False,False,e_nR283,PhysioNet 2016,,normal,,,,True,,1,d6ed970f2db0b68ddd08b8da2bbcec60500ba9f0ab5f5d52c13bb14caa4d52ab
D1_training-e_e01224,D1,training-e,e_nR199,True,e01224,dataset/archive (3)/training-e/e01224.wav,2000,40.279,80558,,0,,,,Normal,,False,False,e_nR199,PhysioNet 2016,,normal,,,,True,,1,33df309b38b4d004951d80435028410c0c0d89ed2be230bd59572db21d194712
D1_training-e_e01225,D1,training-e,e_nR97,True,e01225,dataset/archive (3)/training-e/e01225.wav,2000,19.054,38108,,0,,,,Normal,,False,False,e_nR97,PhysioNet 2016,,normal,,,,True,,1,82dc9b62aa4202e06d41de9dacb77d4eee3873b46fde0ce192e2cbdcae36bebe
D1_training-e_e01226,D1,training-e,e_pR273,True,e01226,dataset/archive (3)/training-e/e01226.wav,2000,9.706,19412,,1,,,,CAD,,False,False,e_pR273,PhysioNet 2016,,abnormal,,,,True,,1,8197bcfb80adb0defb1827668625dcde3be71f5f18ef2aec8f13f906de8439f0
D1_training-e_e01227,D1,training-e,e_nR125,True,e01227,dataset/archive (3)/training-e/e01227.wav,2000,20.561,41122,,0,,,,Normal,,False,False,e_nR125,PhysioNet 2016,,normal,,,,True,,1,f3f1c129b414ff94cb3783508ce6c351f24a4b9af50917398769b78329897906
D1_training-e_e01228,D1,training-e,e_nR124,True,e01228,dataset/archive (3)/training-e/e01228.wav,2000,12.338,24676,,0,,,,Normal,,False,False,e_nR124,PhysioNet 2016,,normal,,,,True,,1,85047f6eb08e252342f6d89597bcd03c12056f60f1f473ca2c7f3217f0a455dd
D1_training-e_e01229,D1,training-e,e_nR232,True,e01229,dataset/archive (3)/training-e/e01229.wav,2000,21.726,43452,,0,,,,Normal,,False,False,e_nR232,PhysioNet 2016,,normal,,,,True,,1,37e9eea3deb05abe77aaabcf1e533b5a931c6a1b67cf5b52046d35af6f9e1bd0
D1_training-e_e01230,D1,training-e,e_nR223,True,e01230,dataset/archive (3)/training-e/e01230.wav,2000,21.043,42086,,0,,,,Normal,,False,False,e_nR223,PhysioNet 2016,,normal,,,,True,,1,c009c45a9ecd7f58627719ae40af309e33a8b25469f8bcfbaa1333bf09f4822f
D1_training-e_e01231,D1,training-e,e_nR194,True,e01231,dataset/archive (3)/training-e/e01231.wav,2000,19.932,39864,,0,,,,Normal,,False,False,e_nR194,PhysioNet 2016,,normal,,,,True,,1,a37b5b2dce7dad99b383d1466cd0b85661d6423e0d749e7d6262542acbd683a7
D1_training-e_e01232,D1,training-e,e_nR104,True,e01232,dataset/archive (3)/training-e/e01232.wav,2000,21.617,43234,,0,,,,Normal,,False,False,e_nR104,PhysioNet 2016,,normal,,,,True,,1,c19dcbfae1d7cad6bbf82144af330a34d5e915cf908dd44df05277922bb2279e
D1_training-e_e01233,D1,training-e,e_nR200,True,e01233,dataset/archive (3)/training-e/e01233.wav,2000,26.749,53498,,0,,,,Normal,,False,False,e_nR200,PhysioNet 2016,,normal,,,,True,,1,669be9ff8d8b7a97ded6970a7c22c3eab5f356c21d3a04bb09f33b5d83bc0a1f
D1_training-e_e01234,D1,training-e,e_nR13,True,e01234,dataset/archive (3)/training-e/e01234.wav,2000,20.079,40158,,0,,,,Normal,,False,False,e_nR13,PhysioNet 2016,,normal,,,,True,,1,3c11809ef83d5d9a64aba10ec61972d50a6337e86ca3375d6217eca372c9641a
D1_training-e_e01235,D1,training-e,e_nR335,True,e01235,dataset/archive (3)/training-e/e01235.wav,2000,26.531,53062,,0,,,,Normal,,False,False,e_nR335,PhysioNet 2016,,normal,,,,True,,1,642f8c05bf3c7c4b0e2dc10dc530cf8bc4bc5ff6677eca8a929199501b9758e8
D1_training-e_e01236,D1,training-e,e_nR292,True,e01236,dataset/archive (3)/training-e/e01236.wav,2000,25.632,51264,,0,,,,Normal,,False,False,e_nR292,PhysioNet 2016,,normal,,,,True,,1,a5033f81ceebb05252e2331fa14e3a9796191f31506a71d05ba3c34109acb1a8
D1_training-e_e01237,D1,training-e,e_pR223,True,e01237,dataset/archive (3)/training-e/e01237.wav,2000,43.81,87620,,1,,,,CAD,,False,False,e_pR223,PhysioNet 2016,,abnormal,,,,True,,1,47add7b6242118a5e4909ae3b9dabed4f7e6c076355fea87ad148e576d714f1e
D1_training-e_e01238,D1,training-e,e_nR225,True,e01238,dataset/archive (3)/training-e/e01238.wav,2000,16.195,32390,,0,,,,Normal,,False,False,e_nR225,PhysioNet 2016,,normal,,,,True,,1,c75f6c5ff78092d0d9fbab025220646faf35095804affaa5ae5a1bc0b6cc3cea
D1_training-e_e01239,D1,training-e,e_nR291,True,e01239,dataset/archive (3)/training-e/e01239.wav,2000,24.186,48372,,0,,,,Normal,,False,False,e_nR291,PhysioNet 2016,,normal,,,,True,,1,58fc4ad5945ca0efe7723f9cc5eef84f553f76612d62a69237adcfd8472f4d1c
D1_training-e_e01240,D1,training-e,e_nR113,True,e01240,dataset/archive (3)/training-e/e01240.wav,2000,19.272,38544,,0,,,,Normal,,False,False,e_nR113,PhysioNet 2016,,normal,,,,True,,1,83f362e9da4a36d0e83ce98e1076aa37c4e7eec4bcd75262f7cc649864770bf6
D1_training-e_e01241,D1,training-e,e_nR135,True,e01241,dataset/archive (3)/training-e/e01241.wav,2000,31.198,62396,,0,,,,Normal,,False,False,e_nR135,PhysioNet 2016,,normal,,,,True,,1,01edc06739dc73b088e391c508fd9427e5792b1d2b6f3f2666e2e514c975bb87
D1_training-e_e01242,D1,training-e,e_nR53,True,e01242,dataset/archive (3)/training-e/e01242.wav,2000,15.248,30496,,0,,,,Normal,is_clipped,False,False,e_nR53,PhysioNet 2016,,normal,,,,True,,1,29d54f2c70658207a9ffbab32361d034aa83d31003d86d2f28eeb0ec675ee08b
D1_training-e_e01243,D1,training-e,e_nR104,True,e01243,dataset/archive (3)/training-e/e01243.wav,2000,21.511,43022,,0,,,,Normal,,False,False,e_nR104,PhysioNet 2016,,normal,,,,True,,1,a200ad0f25cda7e0c1a1b75bec88ef5b33fd8b0c199c0924cdc066a836e683bc
D1_training-e_e01244,D1,training-e,e_nR107,True,e01244,dataset/archive (3)/training-e/e01244.wav,2000,20.729,41458,,0,,,,Normal,,False,False,e_nR107,PhysioNet 2016,,normal,,,,True,,1,dd6814f11b5673eb62376715d9b9a0450a5a37105e0bdf372851924b8649635f
D1_training-e_e01245,D1,training-e,e_nR258,True,e01245,dataset/archive (3)/training-e/e01245.wav,2000,24.303,48606,,0,,,,Normal,,False,False,e_nR258,PhysioNet 2016,,normal,,,,True,,1,9bc85710d26136b5b5f7d83b745e85f24b8c86a02800a2277e15f680e0f3e99b
D1_training-e_e01246,D1,training-e,e_pR180,True,e01246,dataset/archive (3)/training-e/e01246.wav,2000,19.3655,38731,,1,,,,CAD,,False,False,e_pR180,PhysioNet 2016,,abnormal,,,,True,,1,788330646a36392cdd91ef22320a86a5d8cd5c200b74421f1315689410fe6ec6
D1_training-e_e01247,D1,training-e,e_nR163,True,e01247,dataset/archive (3)/training-e/e01247.wav,2000,29.441,58882,,0,,,,Normal,,False,False,e_nR163,PhysioNet 2016,,normal,,,,True,,1,148fe94730a0b4b05a7328907857639af9b33064971e3ebe9e514d6d4ca566fc
D1_training-e_e01248,D1,training-e,e_nR235,True,e01248,dataset/archive (3)/training-e/e01248.wav,2000,25.852,51704,,0,,,,Normal,,False,False,e_nR235,PhysioNet 2016,,normal,,,,True,,1,d570ba4a05bd4b95cc4a9a8b60faad1664041e122e7aacafe21c92fe848d5643
D1_training-e_e01249,D1,training-e,e_rec_e01249,False,e01249,dataset/archive (3)/training-e/e01249.wav,2000,24.912,49824,,0,,,,,,False,False,e_rec_e01249,PhysioNet 2016,,normal,,,,True,,1,9437d99014306305741a916b5c75f4f2b623aa2dc7ae7876053ea801fb52117f
D1_training-e_e01250,D1,training-e,e_nR264,True,e01250,dataset/archive (3)/training-e/e01250.wav,2000,16.502,33004,,0,,,,Normal,,False,False,e_nR264,PhysioNet 2016,,normal,,,,True,,1,69711c77d2b2c5ecb4785badda54f558207a6b5b5bc2e7055c61a610a1a8cd5d
D1_training-e_e01251,D1,training-e,e_nR313,True,e01251,dataset/archive (3)/training-e/e01251.wav,2000,14.445,28890,,0,,,,Normal,,False,False,e_nR313,PhysioNet 2016,,normal,,,,True,,1,07d22719946edfaa8363aa70e625f5d770fa51162d09a30998e24db7f663ecc2
D1_training-e_e01252,D1,training-e,e_nR276,True,e01252,dataset/archive (3)/training-e/e01252.wav,2000,26.847,53694,,0,,,,Normal,,False,False,e_nR276,PhysioNet 2016,,normal,,,,True,,1,19e6469b6f559c5b8db36520d90ea7ef3826415da8f3d1b1e8b819bbce3705c8
D1_training-e_e01253,D1,training-e,e_nR182,True,e01253,dataset/archive (3)/training-e/e01253.wav,2000,16.772,33544,,0,,,,Normal,,False,False,e_nR182,PhysioNet 2016,,normal,,,,True,,1,407cb6dc0797e49bc2fecf572cdaceff1decc3c1a30de92133fd5cb4a0efe9f6
D1_training-e_e01254,D1,training-e,e_nR90,True,e01254,dataset/archive (3)/training-e/e01254.wav,2000,19.668,39336,,0,,,,Normal,,False,False,e_nR90,PhysioNet 2016,,normal,,,,True,,1,4c4dc733b9d6129e0f788197438a402d06cb6b86c4776065a40a4e83c408d89e
D1_training-e_e01255,D1,training-e,e_nR253,True,e01255,dataset/archive (3)/training-e/e01255.wav,2000,19.758,39516,,0,,,,Normal,,False,False,e_nR253,PhysioNet 2016,,normal,,,,True,,1,f99d805f41cf8312a3ad16cc8bf441f60d75e92a8daf5e2acaf475d33dc01c4c
D1_training-e_e01256,D1,training-e,e_pR230,True,e01256,dataset/archive (3)/training-e/e01256.wav,2000,16.3005,32601,,1,,,,CAD,,False,False,e_pR230,PhysioNet 2016,,abnormal,,,,True,,1,7c9fac355467660c2af5a7852db13d9f51db3a1b5b2db9b0372aa34058c7d6a2
D1_training-e_e01257,D1,training-e,e_nR250,True,e01257,dataset/archive (3)/training-e/e01257.wav,2000,27.237,54474,,0,,,,Normal,,False,False,e_nR250,PhysioNet 2016,,normal,,,,True,,1,49298c4248c254bdb5d688ac15edc430a0d460c2f31f31a7e124ce9a0505aa24
D1_training-e_e01258,D1,training-e,e_nR264,True,e01258,dataset/archive (3)/training-e/e01258.wav,2000,25.262,50524,,0,,,,Normal,,False,False,e_nR264,PhysioNet 2016,,normal,,,,True,,1,134aea73fac86a3df90c7a752ae54b739cb4396b4b31f2f65da1281c421f9dc8
D1_training-e_e01259,D1,training-e,e_nR228,True,e01259,dataset/archive (3)/training-e/e01259.wav,2000,18.906,37812,,0,,,,Normal,,False,False,e_nR228,PhysioNet 2016,,normal,,,,True,,1,a2f8b5af0d141609bbf8b9241ab4376d50bba952b35ba52a77ce9059e1d9d949
D1_training-e_e01260,D1,training-e,e_nR284,True,e01260,dataset/archive (3)/training-e/e01260.wav,2000,16.457,32914,,0,,,,Normal,,False,False,e_nR284,PhysioNet 2016,,normal,,,,True,,1,bf8c2966537aa7f9f4163d3d6274188957499463f289474d9702f1c3174b6509
D1_training-e_e01261,D1,training-e,e_nR313,True,e01261,dataset/archive (3)/training-e/e01261.wav,2000,10.735,21470,,0,,,,Normal,,False,False,e_nR313,PhysioNet 2016,,normal,,,,True,,1,23fefeaaebff23b10aebad84f06e897325762d8a55a88da5a14f78a403eac0fa
D1_training-e_e01262,D1,training-e,e_nR301,True,e01262,dataset/archive (3)/training-e/e01262.wav,2000,18.42,36840,,0,,,,Normal,,False,False,e_nR301,PhysioNet 2016,,normal,,,,True,,1,088b0ba7eea329b4fd4b8287c5014cbc490d1fd82d124d3257118bec0db3699b
D1_training-e_e01263,D1,training-e,e_pR255,True,e01263,dataset/archive (3)/training-e/e01263.wav,2000,23.499,46998,,1,,,,CAD,,False,False,e_pR255,PhysioNet 2016,,abnormal,,,,True,,1,dc891f9ba4e1241c93fcbdcebcafd9b33ad03f47a0b4d42996af35e3d877d171
D1_training-e_e01264,D1,training-e,e_nR66,True,e01264,dataset/archive (3)/training-e/e01264.wav,2000,27.69,55380,,0,,,,Normal,,False,False,e_nR66,PhysioNet 2016,,normal,,,,True,,1,381b7dec12aa97445cd497d752f8554b9676c45db7754a512c55f23752277075
D1_training-e_e01265,D1,training-e,e_nR159,True,e01265,dataset/archive (3)/training-e/e01265.wav,2000,27.197,54394,,0,,,,Normal,,False,False,e_nR159,PhysioNet 2016,,normal,,,,True,,1,501b58524a6d0b6e5015fbd8c6fda38c45f18cfd6277e208d97a26e37ed743f2
D1_training-e_e01266,D1,training-e,e_nR22,True,e01266,dataset/archive (3)/training-e/e01266.wav,2000,35.325,70650,,0,,,,Normal,,False,False,e_nR22,PhysioNet 2016,,normal,,,,True,,1,0137e98f0b32941fa46f598b7ef816a377d2d2cca9673473bb409f80ed393575
D1_training-e_e01267,D1,training-e,e_nR157,True,e01267,dataset/archive (3)/training-e/e01267.wav,2000,15.009,30018,,0,,,,Normal,,False,False,e_nR157,PhysioNet 2016,,normal,,,,True,,1,5b3884924f2bc21d7332306a324b6d61cf6f5fb88b30be6dc69dbf3b6b7627a3
D1_training-e_e01268,D1,training-e,e_rec_e01268,False,e01268,dataset/archive (3)/training-e/e01268.wav,2000,14.895,29790,,0,,,,,,False,False,e_rec_e01268,PhysioNet 2016,,normal,,,,True,,1,06e8476702abc0e39c6fad0ae480f6fbb88584f91aeb0922737ac5c13587e6fa
D1_training-e_e01269,D1,training-e,e_nR194,True,e01269,dataset/archive (3)/training-e/e01269.wav,2000,9.288,18576,,0,,,,Normal,,False,False,e_nR194,PhysioNet 2016,,normal,,,,True,,1,66ea27fda23c55f299ab75daff898ba1ef2ecb3b79f3baba821efbf308672444
D1_training-e_e01270,D1,training-e,e_nR295,True,e01270,dataset/archive (3)/training-e/e01270.wav,2000,36.32,72640,,0,,,,Normal,,False,False,e_nR295,PhysioNet 2016,,normal,,,,True,,1,7570fa9176895cfdb00655ca930e672c179b481af0f7a852afeccc9e0c76eeb6
D1_training-e_e01271,D1,training-e,e_nR269,True,e01271,dataset/archive (3)/training-e/e01271.wav,2000,10.839,21678,,0,,,,Normal,,False,False,e_nR269,PhysioNet 2016,,normal,,,,True,,1,8487ffdb39b2c7bf09b55d63981f7cfeab6b39e73631327e1dcb706a5deddb46
D1_training-e_e01272,D1,training-e,e_pR118,True,e01272,dataset/archive (3)/training-e/e01272.wav,2000,18.776,37552,,1,,,,CAD,,False,False,e_pR118,PhysioNet 2016,,abnormal,,,,True,,1,d978d818ccb8e6eec14c63ec31ce4c206f4f331f9cb34f5f154bccb025358fcd
D1_training-e_e01273,D1,training-e,e_nR245,True,e01273,dataset/archive (3)/training-e/e01273.wav,2000,39.583,79166,,0,,,,Normal,,False,False,e_nR245,PhysioNet 2016,,normal,,,,True,,1,83f0124b613ef3c6e982aeb9b7cfcf30b71a9ec0e7d6e97339a823c929bffe04
D1_training-e_e01274,D1,training-e,e_nR114,True,e01274,dataset/archive (3)/training-e/e01274.wav,2000,27.686,55372,,0,,,,Normal,,False,False,e_nR114,PhysioNet 2016,,normal,,,,True,,1,43953eceb29a87b29e97d0bacb3f37158c60500b243012d0206db9d508bc6fb9
D1_training-e_e01275,D1,training-e,e_nR175,True,e01275,dataset/archive (3)/training-e/e01275.wav,2000,46.119,92238,,0,,,,Normal,,False,False,e_nR175,PhysioNet 2016,,normal,,,,True,,1,d233ab26fed503c6e8a24f2375f37960d0709db26dac6fa16b53daf05a418b42
D1_training-e_e01276,D1,training-e,e_nR74,True,e01276,dataset/archive (3)/training-e/e01276.wav,2000,22.181,44362,,0,,,,Normal,,False,False,e_nR74,PhysioNet 2016,,normal,,,,True,,1,bba0e04928d90fbe10c02cb246abdefe0a174c227bf5422c9d72de4e0164b03a
D1_training-e_e01277,D1,training-e,e_nR62,True,e01277,dataset/archive (3)/training-e/e01277.wav,2000,10.803,21606,,0,,,,Normal,,False,False,e_nR62,PhysioNet 2016,,normal,,,,True,,1,033621d35a5e8c64ddb9f55cb48af75926961c9927b790b6bf385d34efe96d68
D1_training-e_e01278,D1,training-e,e_rec_e01278,False,e01278,dataset/archive (3)/training-e/e01278.wav,2000,11.558,23116,,0,,,,,,False,False,e_rec_e01278,PhysioNet 2016,,normal,,,,True,,1,cb78470a67014ba071664b27ad338652d0f612f47befbb6286c511336ba22a02
D1_training-e_e01279,D1,training-e,e_nR238,True,e01279,dataset/archive (3)/training-e/e01279.wav,2000,13.266,26532,,0,,,,Normal,,False,False,e_nR238,PhysioNet 2016,,normal,,,,True,,1,01bb082102de2c125a2e78592cb0a0bf1f885f6b123c0e50ad88dd7e1c10f20d
D1_training-e_e01280,D1,training-e,e_pR106,True,e01280,dataset/archive (3)/training-e/e01280.wav,2000,21.497,42994,,1,,,,CAD,,False,False,e_pR106,PhysioNet 2016,,abnormal,,,,True,,1,b8d0fe9f2466d702c31ca7bbc638c8874991c562462eb55bab9a6fb1ced6ff78
D1_training-e_e01281,D1,training-e,e_nR279,True,e01281,dataset/archive (3)/training-e/e01281.wav,2000,27.94,55880,,0,,,,Normal,,False,False,e_nR279,PhysioNet 2016,,normal,,,,True,,1,3e0e13e4da849351b71bf2e04ca703f16cc21039f5c3f680949f6b909c217ac6
D1_training-e_e01282,D1,training-e,e_nR40,True,e01282,dataset/archive (3)/training-e/e01282.wav,2000,26.813,53626,,0,,,,Normal,,False,False,e_nR40,PhysioNet 2016,,normal,,,,True,,1,1df5d57ff11c5341e1ffb528d86f1de93b42f3a0ef7efb275557f7b3a8ceff6b
D1_training-e_e01283,D1,training-e,e_nR275,True,e01283,dataset/archive (3)/training-e/e01283.wav,2000,15.864,31728,,0,,,,Normal,,False,False,e_nR275,PhysioNet 2016,,normal,,,,True,,1,909f4a7fbd31e9a99b5ec62c11107269b8ed5a626210437bec6022f145522950
D1_training-e_e01284,D1,training-e,e_pR283,True,e01284,dataset/archive (3)/training-e/e01284.wav,2000,17.16,34320,,1,,,,CAD,,False,False,e_pR283,PhysioNet 2016,,abnormal,,,,True,,1,3f4e484cb6ffa583594dfcd5809820682c19d26ec08272cbca777d91f93a5c82
D1_training-e_e01285,D1,training-e,e_rec_e01285,False,e01285,dataset/archive (3)/training-e/e01285.wav,2000,65.503,131006,,0,,,,,,False,False,e_rec_e01285,PhysioNet 2016,,normal,,,,True,,1,f7bb4555aa00ff0cc41746257d607a75462fbaa9de73ffb836d7c9f2048809cf
D1_training-e_e01286,D1,training-e,e_nR80,True,e01286,dataset/archive (3)/training-e/e01286.wav,2000,14.533,29066,,0,,,,Normal,,False,False,e_nR80,PhysioNet 2016,,normal,,,,True,,1,a2c843f546920c1a550ec4305ee4231cc6269730140e6f76fa66461ecbb68bc0
D1_training-e_e01287,D1,training-e,e_nR74,True,e01287,dataset/archive (3)/training-e/e01287.wav,2000,27.296,54592,,0,,,,Normal,,False,False,e_nR74,PhysioNet 2016,,normal,,,,True,,1,822166dc7b173269d453fe6e047572e95eee4821b6ca6068c6ef959e8aff3dee
D1_training-e_e01288,D1,training-e,e_nR190,True,e01288,dataset/archive (3)/training-e/e01288.wav,2000,37.425,74850,,0,,,,Normal,,False,False,e_nR190,PhysioNet 2016,,normal,,,,True,,1,16ae4680e41dc08bb01c4903fea98c5ca8f09ef700a9997739631cb2bfb2f91e
D1_training-e_e01289,D1,training-e,e_pR243,True,e01289,dataset/archive (3)/training-e/e01289.wav,2000,9.7295,19459,,1,,,,CAD,,False,False,e_pR243,PhysioNet 2016,,abnormal,,,,True,,1,48448a11d485abb95352f7efc64d2d43194f8dbbef157c3f23305f3bf0cd795d
D1_training-e_e01290,D1,training-e,e_nR296,True,e01290,dataset/archive (3)/training-e/e01290.wav,2000,28.489,56978,,0,,,,Normal,,False,False,e_nR296,PhysioNet 2016,,normal,,,,True,,1,9c7cbce1975735cea0db2f830bf0180a18e2fd4306ffd90aa41e86d6bfb20ad3
D1_training-e_e01291,D1,training-e,e_nR166,True,e01291,dataset/archive (3)/training-e/e01291.wav,2000,20.792,41584,,0,,,,Normal,,False,False,e_nR166,PhysioNet 2016,,normal,,,,True,,1,27e1dabf368d70291ee933d13ed42e600fa28696f97d9aa5b57631ab49de8d06
D1_training-e_e01292,D1,training-e,e_nR81,True,e01292,dataset/archive (3)/training-e/e01292.wav,2000,27.08,54160,,0,,,,Normal,,False,False,e_nR81,PhysioNet 2016,,normal,,,,True,,1,9e0beb017ec316aff8c615dc2aceaa18c8ab2f78fee1d7a1b33a0910f3e61b34
D1_training-e_e01293,D1,training-e,e_nR244,True,e01293,dataset/archive (3)/training-e/e01293.wav,2000,25.084,50168,,0,,,,Normal,,False,False,e_nR244,PhysioNet 2016,,normal,,,,True,,1,cac666cbac4369a5a9f9292090f27e0282e4404e288da33ada8f0af100d2b977
D1_training-e_e01294,D1,training-e,e_nR207,True,e01294,dataset/archive (3)/training-e/e01294.wav,2000,21.768,43536,,0,,,,Normal,,False,False,e_nR207,PhysioNet 2016,,normal,,,,True,,1,8129a4600d4c59f9f19905d82c37d4eb92c6e896e96a914b60eb3163f8b0a60f
D1_training-e_e01295,D1,training-e,e_nR90,True,e01295,dataset/archive (3)/training-e/e01295.wav,2000,18.642,37284,,0,,,,Normal,,False,False,e_nR90,PhysioNet 2016,,normal,,,,True,,1,b22201d1964dd7412dcfa057bf4577a13deae6e35510370d5b5be4b080da9762
