outer_fold,inner_fold,role,row,record_uid
r0f0,0,val,1243,D1_training-e_e00259
r0f0,0,val,1246,D1_training-e_e00262
r0f0,0,val,1249,D1_training-e_e00265
r0f0,0,val,1253,D1_training-e_e00269
r0f0,0,val,1258,D1_training-e_e00274
r0f0,0,val,1261,D1_training-e_e00277
r0f0,0,val,1263,D1_training-e_e00279
r0f0,0,val,1265,D1_training-e_e00281
r0f0,0,val,1275,D1_training-e_e00291
r0f0,0,val,1276,D1_training-e_e00292
r0f0,0,val,1277,D1_training-e_e00293
r0f0,0,val,1278,D1_training-e_e00294
r0f0,0,val,1290,D1_training-e_e00306
r0f0,0,val,1293,D1_training-e_e00309
r0f0,0,val,1297,D1_training-e_e00313
r0f0,0,val,1298,D1_training-e_e00314
r0f0,0,val,1303,D1_training-e_e00319
r0f0,0,val,1305,D1_training-e_e00321
r0f0,0,val,1309,D1_training-e_e00325
r0f0,0,val,1310,D1_training-e_e00326
r0f0,0,val,1311,D1_training-e_e00327
r0f0,0,val,1313,D1_training-e_e00329
r0f0,0,val,1314,D1_training-e_e00330
r0f0,0,val,1319,D1_training-e_e00335
r0f0,0,val,1326,D1_training-e_e00342
r0f0,0,val,1332,D1_training-e_e00348
r0f0,0,val,1335,D1_training-e_e00351
r0f0,0,val,1339,D1_training-e_e00355
r0f0,0,val,1342,D1_training-e_e00358
r0f0,0,val,1345,D1_training-e_e00361
r0f0,0,val,1355,D1_training-e_e00371
r0f0,0,val,1358,D1_training-e_e00374
r0f0,0,val,1373,D1_training-e_e00389
r0f0,0,val,1378,D1_training-e_e00394
r0f0,0,val,1386,D1_training-e_e00402
r0f0,0,val,1393,D1_training-e_e00409
r0f0,0,val,1396,D1_training-e_e00412
r0f0,0,val,1402,D1_training-e_e00418
r0f0,0,val,1405,D1_training-e_e00421
r0f0,0,val,1407,D1_training-e_e00423
r0f0,0,val,1419,D1_training-e_e00435
r0f0,0,val,1421,D1_training-e_e00437
r0f0,0,val,1422,D1_training-e_e00438
r0f0,0,val,1424,D1_training-e_e00440
r0f0,0,val,1429,D1_training-e_e00445
r0f0,0,val,1434,D1_training-e_e00450
r0f0,0,val,1439,D1_training-e_e00455
r0f0,0,val,1444,D1_training-e_e00460
r0f0,0,val,1449,D1_training-e_e00465
r0f0,0,val,1452,D1_training-e_e00468
r0f0,0,val,1454,D1_training-e_e00470
r0f0,0,val,1456,D1_training-e_e00472
r0f0,0,val,1461,D1_training-e_e00477
r0f0,0,val,1463,D1_training-e_e00479
r0f0,0,val,1468,D1_training-e_e00484
r0f0,0,val,1476,D1_training-e_e00492
r0f0,0,val,1478,D1_training-e_e00494
r0f0,0,val,1480,D1_training-e_e00496
r0f0,0,val,1494,D1_training-e_e00510
r0f0,0,val,1501,D1_training-e_e00517
r0f0,0,val,1521,D1_training-e_e00537
r0f0,0,val,1526,D1_training-e_e00542
r0f0,0,val,1536,D1_training-e_e00552
r0f0,0,val,1539,D1_training-e_e00555
r0f0,0,val,1545,D1_training-e_e00561
r0f0,0,val,1552,D1_training-e_e00568
r0f0,0,val,1554,D1_training-e_e00570
r0f0,0,val,1555,D1_training-e_e00571
r0f0,0,val,1557,D1_training-e_e00573
r0f0,0,val,1558,D1_training-e_e00574
r0f0,0,val,1559,D1_training-e_e00575
r0f0,0,val,1564,D1_training-e_e00580
r0f0,0,val,1567,D1_training-e_e00583
r0f0,0,val,1570,D1_training-e_e00586
r0f0,0,val,1576,D1_training-e_e00592
r0f0,0,val,1581,D1_training-e_e00597
r0f0,0,val,1584,D1_training-e_e00600
r0f0,0,val,1602,D1_training-e_e00618
r0f0,0,val,1606,D1_training-e_e00622
r0f0,0,val,1607,D1_training-e_e00623
r0f0,0,val,1609,D1_training-e_e00625
r0f0,0,val,1610,D1_training-e_e00626
r0f0,0,val,1612,D1_training-e_e00628
r0f0,0,val,1615,D1_training-e_e00631
r0f0,0,val,1617,D1_training-e_e00633
r0f0,0,val,1620,D1_training-e_e00636
r0f0,0,val,1623,D1_training-e_e00639
r0f0,0,val,1625,D1_training-e_e00641
r0f0,0,val,1626,D1_training-e_e00642
r0f0,0,val,1628,D1_training-e_e00644
r0f0,0,val,1630,D1_training-e_e00646
r0f0,0,val,1631,D1_training-e_e00647
r0f0,0,val,1633,D1_training-e_e00649
r0f0,0,val,1639,D1_training-e_e00655
r0f0,0,val,1642,D1_training-e_e00658
r0f0,0,val,1650,D1_training-e_e00666
r0f0,0,val,1654,D1_training-e_e00670
r0f0,0,val,1655,D1_training-e_e00671
r0f0,0,val,1659,D1_training-e_e00675
r0f0,0,val,1662,D1_training-e_e00678
r0f0,0,val,1663,D1_training-e_e00679
r0f0,0,val,1665,D1_training-e_e00681
r0f0,0,val,1672,D1_training-e_e00688
r0f0,0,val,1678,D1_training-e_e00694
r0f0,0,val,1679,D1_training-e_e00695
r0f0,0,val,1688,D1_training-e_e00704
r0f0,0,val,1689,D1_training-e_e00705
r0f0,0,val,1690,D1_training-e_e00706
r0f0,0,val,1693,D1_training-e_e00709
r0f0,0,val,1701,D1_training-e_e00717
r0f0,0,val,1711,D1_training-e_e00727
r0f0,0,val,1717,D1_training-e_e00733
r0f0,0,val,1719,D1_training-e_e00735
r0f0,0,val,1720,D1_training-e_e00736
r0f0,0,val,1722,D1_training-e_e00738
r0f0,0,val,1727,D1_training-e_e00743
r0f0,0,val,1739,D1_training-e_e00755
r0f0,0,val,1743,D1_training-e_e00759
r0f0,0,val,1745,D1_training-e_e00761
r0f0,0,val,1748,D1_training-e_e00764
r0f0,0,val,1753,D1_training-e_e00769
r0f0,0,val,1756,D1_training-e_e00772
r0f0,0,val,1757,D1_training-e_e00773
r0f0,0,val,1758,D1_training-e_e00774
r0f0,0,val,1760,D1_training-e_e00776
r0f0,0,val,1763,D1_training-e_e00779
r0f0,0,val,1766,D1_training-e_e00782
r0f0,0,val,1779,D1_training-e_e00795
r0f0,0,val,1783,D1_training-e_e00799
r0f0,0,val,1784,D1_training-e_e00800
r0f0,0,val,1786,D1_training-e_e00802
r0f0,0,val,1787,D1_training-e_e00803
r0f0,0,val,1794,D1_training-e_e00810
r0f0,0,val,1798,D1_training-e_e00814
r0f0,0,val,1800,D1_training-e_e00816
r0f0,0,val,1802,D1_training-e_e00818
r0f0,0,val,1805,D1_training-e_e00821
r0f0,0,val,1808,D1_training-e_e00824
r0f0,0,val,1811,D1_training-e_e00827
r0f0,0,val,1812,D1_training-e_e00828
r0f0,0,val,1813,D1_training-e_e00829
r0f0,0,val,1821,D1_training-e_e00837
r0f0,0,val,1827,D1_training-e_e00843
r0f0,0,val,1830,D1_training-e_e00846
r0f0,0,val,1833,D1_training-e_e00849
r0f0,0,val,1840,D1_training-e_e00856
r0f0,0,val,1841,D1_training-e_e00857
r0f0,0,val,1842,D1_training-e_e00858
r0f0,0,val,1849,D1_training-e_e00865
r0f0,0,val,1851,D1_training-e_e00867
r0f0,0,val,1853,D1_training-e_e00869
r0f0,0,val,1856,D1_training-e_e00872
r0f0,0,val,1858,D1_training-e_e00874
r0f0,0,val,1859,D1_training-e_e00875
r0f0,0,val,1873,D1_training-e_e00889
r0f0,0,val,1875,D1_training-e_e00891
r0f0,0,val,1878,D1_training-e_e00894
r0f0,0,val,1881,D1_training-e_e00897
r0f0,0,val,1882,D1_training-e_e00898
r0f0,0,val,1885,D1_training-e_e00901
r0f0,0,val,1886,D1_training-e_e00902
r0f0,0,val,1888,D1_training-e_e00904
r0f0,0,val,1890,D1_training-e_e00906
r0f0,0,val,1893,D1_training-e_e00909
r0f0,0,val,1897,D1_training-e_e00913
r0f0,0,val,1900,D1_training-e_e00916
r0f0,0,val,1914,D1_training-e_e00930
r0f0,0,val,1915,D1_training-e_e00931
r0f0,0,val,1917,D1_training-e_e00933
r0f0,0,val,1918,D1_training-e_e00934
r0f0,0,val,1924,D1_training-e_e00940
r0f0,0,val,1926,D1_training-e_e00942
r0f0,0,val,1931,D1_training-e_e00947
r0f0,0,val,1937,D1_training-e_e00953
r0f0,0,val,1943,D1_training-e_e00959
r0f0,0,val,1945,D1_training-e_e00961
r0f0,0,val,1951,D1_training-e_e00967
r0f0,0,val,1954,D1_training-e_e00970
r0f0,0,val,1959,D1_training-e_e00975
r0f0,0,val,1960,D1_training-e_e00976
r0f0,0,val,1964,D1_training-e_e00980
r0f0,0,val,1967,D1_training-e_e00983
r0f0,0,val,1968,D1_training-e_e00984
r0f0,0,val,1969,D1_training-e_e00985
r0f0,0,val,1970,D1_training-e_e00986
r0f0,0,val,1984,D1_training-e_e01000
r0f0,0,val,1990,D1_training-e_e01006
r0f0,0,val,1991,D1_training-e_e01007
r0f0,0,val,1993,D1_training-e_e01009
r0f0,0,val,1994,D1_training-e_e01010
r0f0,0,val,1995,D1_training-e_e01011
r0f0,0,val,1999,D1_training-e_e01015
r0f0,0,val,2005,D1_training-e_e01021
r0f0,0,val,2008,D1_training-e_e01024
r0f0,0,val,2011,D1_training-e_e01027
r0f0,0,val,2015,D1_training-e_e01031
r0f0,0,val,2019,D1_training-e_e01035
r0f0,0,val,2022,D1_training-e_e01038
r0f0,0,val,2028,D1_training-e_e01044
r0f0,0,val,2029,D1_training-e_e01045
r0f0,0,val,2038,D1_training-e_e01054
r0f0,0,val,2040,D1_training-e_e01056
r0f0,0,val,2044,D1_training-e_e01060
r0f0,0,val,2045,D1_training-e_e01061
r0f0,0,val,2053,D1_training-e_e01069
r0f0,0,val,2057,D1_training-e_e01073
r0f0,0,val,2059,D1_training-e_e01075
r0f0,0,val,2061,D1_training-e_e01077
r0f0,0,val,2074,D1_training-e_e01090
r0f0,0,val,2080,D1_training-e_e01096
r0f0,0,val,2088,D1_training-e_e01104
r0f0,0,val,2090,D1_training-e_e01106
r0f0,0,val,2095,D1_training-e_e01111
r0f0,0,val,2096,D1_training-e_e01112
r0f0,0,val,2097,D1_training-e_e01113
r0f0,0,val,2099,D1_training-e_e01115
r0f0,0,val,2103,D1_training-e_e01119
r0f0,0,val,2104,D1_training-e_e01120
r0f0,0,val,2105,D1_training-e_e01121
r0f0,0,val,2108,D1_training-e_e01124
r0f0,0,val,2110,D1_training-e_e01126
r0f0,0,val,2117,D1_training-e_e01133
r0f0,0,val,2119,D1_training-e_e01135
r0f0,0,val,2120,D1_training-e_e01136
r0f0,0,val,2128,D1_training-e_e01144
r0f0,0,val,2129,D1_training-e_e01145
r0f0,0,val,2134,D1_training-e_e01150
r0f0,0,val,2136,D1_training-e_e01152
r0f0,0,val,2137,D1_training-e_e01153
r0f0,0,val,2138,D1_training-e_e01154
r0f0,0,val,2143,D1_training-e_e01159
r0f0,0,val,2150,D1_training-e_e01166
r0f0,0,val,2153,D1_training-e_e01169
r0f0,0,val,2154,D1_training-e_e01170
r0f0,0,val,2156,D1_training-e_e01172
r0f0,0,val,2158,D1_training-e_e01174
r0f0,0,val,2172,D1_training-e_e01188
r0f0,0,val,2184,D1_training-e_e01200
r0f0,0,val,2185,D1_training-e_e01201
r0f0,0,val,2188,D1_training-e_e01204
r0f0,0,val,2190,D1_training-e_e01206
r0f0,0,val,2192,D1_training-e_e01208
r0f0,0,val,2197,D1_training-e_e01213
r0f0,0,val,2203,D1_training-e_e01219
r0f0,0,val,2204,D1_training-e_e01220
r0f0,0,val,2207,D1_training-e_e01223
r0f0,0,val,2212,D1_training-e_e01228
r0f0,0,val,2224,D1_training-e_e01240
r0f0,0,val,2229,D1_training-e_e01245
r0f0,0,val,2230,D1_training-e_e01246
r0f0,0,val,2232,D1_training-e_e01248
r0f0,0,val,2233,D1_training-e_e01249
r0f0,0,val,2235,D1_training-e_e01251
r0f0,0,val,2240,D1_training-e_e01256
r0f0,0,val,2244,D1_training-e_e01260
r0f0,0,val,2245,D1_training-e_e01261
r0f0,0,val,2256,D1_training-e_e01272
r0f0,0,val,2263,D1_training-e_e01279
r0f0,0,val,2264,D1_training-e_e01280
r0f0,0,val,2267,D1_training-e_e01283
r0f0,0,val,2268,D1_training-e_e01284
r0f0,0,val,2270,D1_training-e_e01286
r0f0,0,val,2274,D1_training-e_e01290
r0f0,0,val,2275,D1_training-e_e01291
r0f0,0,val,2277,D1_training-e_e01293
r0f0,0,val,2283,D1_training-e_e01299
r0f0,0,val,2284,D1_training-e_e01300
r0f0,0,val,2286,D1_training-e_e01302
r0f0,0,val,2290,D1_training-e_e01306
r0f0,0,val,2293,D1_training-e_e01309
r0f0,0,val,2299,D1_training-e_e01315
r0f0,0,val,2302,D1_training-e_e01318
r0f0,0,val,2305,D1_training-e_e01321
r0f0,0,val,2310,D1_training-e_e01326
r0f0,0,val,2311,D1_training-e_e01327
r0f0,0,val,2313,D1_training-e_e01329
r0f0,0,val,2314,D1_training-e_e01330
r0f0,0,val,2315,D1_training-e_e01331
r0f0,0,val,2319,D1_training-e_e01335
r0f0,0,val,2320,D1_training-e_e01336
r0f0,0,val,2329,D1_training-e_e01345
r0f0,0,val,2330,D1_training-e_e01346
r0f0,0,val,2331,D1_training-e_e01347
r0f0,0,val,2333,D1_training-e_e01349
r0f0,0,val,2339,D1_training-e_e01355
r0f0,0,val,2343,D1_training-e_e01359
r0f0,0,val,2347,D1_training-e_e01363
r0f0,0,val,2350,D1_training-e_e01366
r0f0,0,val,2352,D1_training-e_e01368
r0f0,0,val,2354,D1_training-e_e01370
r0f0,0,val,2358,D1_training-e_e01374
r0f0,0,val,2360,D1_training-e_e01376
r0f0,0,val,2361,D1_training-e_e01377
r0f0,0,val,2365,D1_training-e_e01381
r0f0,0,val,2369,D1_training-e_e01385
r0f0,0,val,2379,D1_training-e_e01395
r0f0,0,val,2384,D1_training-e_e01400
r0f0,0,val,2388,D1_training-e_e01404
r0f0,0,val,2393,D1_training-e_e01409
r0f0,0,val,2396,D1_training-e_e01412
r0f0,0,val,2397,D1_training-e_e01413
r0f0,0,val,2400,D1_training-e_e01416
r0f0,0,val,2401,D1_training-e_e01417
r0f0,0,val,2404,D1_training-e_e01420
r0f0,0,val,2406,D1_training-e_e01422
r0f0,0,val,2409,D1_training-e_e01425
r0f0,0,val,2431,D1_training-e_e01447
r0f0,0,val,2436,D1_training-e_e01452
r0f0,0,val,2439,D1_training-e_e01455
r0f0,0,val,2453,D1_training-e_e01469
r0f0,0,val,2457,D1_training-e_e01473
r0f0,0,val,2459,D1_training-e_e01475
r0f0,0,val,2471,D1_training-e_e01487
r0f0,0,val,2473,D1_training-e_e01489
r0f0,0,val,2477,D1_training-e_e01493
r0f0,0,val,2483,D1_training-e_e01499
r0f0,0,val,2486,D1_training-e_e01502
r0f0,0,val,2488,D1_training-e_e01504
r0f0,0,val,2496,D1_training-e_e01512
r0f0,0,val,2498,D1_training-e_e01514
r0f0,0,val,2502,D1_training-e_e01518
r0f0,0,val,2505,D1_training-e_e01521
r0f0,0,val,2506,D1_training-e_e01522
r0f0,0,val,2508,D1_training-e_e01524
r0f0,0,val,2509,D1_training-e_e01525
r0f0,0,val,2518,D1_training-e_e01534
r0f0,0,val,2519,D1_training-e_e01535
r0f0,0,val,2523,D1_training-e_e01539
r0f0,0,val,2528,D1_training-e_e01544
r0f0,0,val,2530,D1_training-e_e01546
r0f0,0,val,2544,D1_training-e_e01560
r0f0,0,val,2545,D1_training-e_e01561
r0f0,0,val,2553,D1_training-e_e01569
r0f0,0,val,2554,D1_training-e_e01570
r0f0,0,val,2556,D1_training-e_e01572
r0f0,0,val,2559,D1_training-e_e01575
r0f0,0,val,2561,D1_training-e_e01577
r0f0,0,val,2563,D1_training-e_e01579
r0f0,0,val,2576,D1_training-e_e01592
r0f0,0,val,2579,D1_training-e_e01595
r0f0,0,val,2581,D1_training-e_e01597
r0f0,0,val,2584,D1_training-e_e01600
r0f0,0,val,2585,D1_training-e_e01601
r0f0,0,val,2586,D1_training-e_e01602
r0f0,0,val,2588,D1_training-e_e01604
r0f0,0,val,2603,D1_training-e_e01619
r0f0,0,val,2604,D1_training-e_e01620
r0f0,0,val,2608,D1_training-e_e01624
r0f0,0,val,2609,D1_training-e_e01625
r0f0,0,val,2613,D1_training-e_e01629
r0f0,0,val,2623,D1_training-e_e01639
r0f0,0,val,2627,D1_training-e_e01643
r0f0,0,val,2638,D1_training-e_e01654
r0f0,0,val,2644,D1_training-e_e01660
r0f0,0,val,2645,D1_training-e_e01661
r0f0,0,val,2649,D1_training-e_e01665
r0f0,0,val,2653,D1_training-e_e01669
r0f0,0,val,2657,D1_training-e_e01673
r0f0,0,val,2673,D1_training-e_e01689
r0f0,0,val,2674,D1_training-e_e01690
r0f0,0,val,2676,D1_training-e_e01692
r0f0,0,val,2679,D1_training-e_e01695
r0f0,0,val,2682,D1_training-e_e01698
r0f0,0,val,2686,D1_training-e_e01702
r0f0,0,val,2687,D1_training-e_e01703
r0f0,0,val,2688,D1_training-e_e01704
r0f0,0,val,2691,D1_training-e_e01707
r0f0,0,val,2692,D1_training-e_e01708
r0f0,0,val,2704,D1_training-e_e01720
r0f0,0,val,2707,D1_training-e_e01723
r0f0,0,val,2709,D1_training-e_e01725
r0f0,0,val,2710,D1_training-e_e01726
r0f0,0,val,2713,D1_training-e_e01729
r0f0,0,val,2734,D1_training-e_e01750
r0f0,0,val,2735,D1_training-e_e01751
r0f0,0,val,2736,D1_training-e_e01752
r0f0,0,val,2743,D1_training-e_e01759
r0f0,0,val,2745,D1_training-e_e01761
r0f0,0,val,2748,D1_training-e_e01764
r0f0,0,val,2750,D1_training-e_e01766
r0f0,0,val,2752,D1_training-e_e01768
r0f0,0,val,2755,D1_training-e_e01771
r0f0,0,val,2756,D1_training-e_e01772
r0f0,0,val,2758,D1_training-e_e01774
r0f0,0,val,2764,D1_training-e_e01780
r0f0,0,val,2765,D1_training-e_e01781
r0f0,0,val,2766,D1_training-e_e01782
r0f0,0,val,2776,D1_training-e_e01792
r0f0,0,val,2777,D1_training-e_e01793
r0f0,0,val,2779,D1_training-e_e01795
r0f0,0,val,2780,D1_training-e_e01796
r0f0,0,val,2781,D1_training-e_e01797
r0f0,0,val,2783,D1_training-e_e01799
r0f0,0,val,2784,D1_training-e_e01800
r0f0,0,val,2785,D1_training-e_e01801
r0f0,0,val,2786,D1_training-e_e01802
r0f0,0,val,2791,D1_training-e_e01807
r0f0,0,val,2796,D1_training-e_e01812
r0f0,0,val,2803,D1_training-e_e01819
r0f0,0,val,2806,D1_training-e_e01822
r0f0,0,val,2813,D1_training-e_e01829
r0f0,0,val,2814,D1_training-e_e01830
r0f0,0,val,2830,D1_training-e_e01846
r0f0,0,val,2832,D1_training-e_e01848
r0f0,0,val,2842,D1_training-e_e01858
r0f0,0,val,2846,D1_training-e_e01862
r0f0,0,val,2848,D1_training-e_e01864
r0f0,0,val,2849,D1_training-e_e01865
r0f0,0,val,2851,D1_training-e_e01867
r0f0,0,val,2858,D1_training-e_e01874
r0f0,0,val,2859,D1_training-e_e01875
r0f0,0,val,2862,D1_training-e_e01878
r0f0,0,val,2867,D1_training-e_e01883
r0f0,0,val,2870,D1_training-e_e01886
r0f0,0,val,2871,D1_training-e_e01887
r0f0,0,val,2879,D1_training-e_e01895
r0f0,0,val,2882,D1_training-e_e01898
r0f0,0,val,2883,D1_training-e_e01899
r0f0,0,val,2885,D1_training-e_e01901
r0f0,0,val,2887,D1_training-e_e01903
r0f0,0,val,2890,D1_training-e_e01906
r0f0,0,val,2892,D1_training-e_e01908
r0f0,0,val,2894,D1_training-e_e01910
r0f0,0,val,2896,D1_training-e_e01912
r0f0,0,val,2898,D1_training-e_e01914
r0f0,0,val,2902,D1_training-e_e01918
r0f0,0,val,2905,D1_training-e_e01921
r0f0,0,val,2907,D1_training-e_e01923
r0f0,0,val,2916,D1_training-e_e01932
r0f0,0,val,2918,D1_training-e_e01934
r0f0,0,val,2919,D1_training-e_e01935
r0f0,0,val,2926,D1_training-e_e01942
r0f0,0,val,2929,D1_training-e_e01945
r0f0,0,val,2930,D1_training-e_e01946
r0f0,0,val,2933,D1_training-e_e01949
r0f0,0,val,2934,D1_training-e_e01950
r0f0,0,val,2937,D1_training-e_e01953
r0f0,0,val,2938,D1_training-e_e01954
r0f0,0,val,2941,D1_training-e_e01957
r0f0,0,val,2942,D1_training-e_e01958
r0f0,0,val,2943,D1_training-e_e01959
r0f0,0,val,2949,D1_training-e_e01965
r0f0,0,val,2954,D1_training-e_e01970
r0f0,0,val,2956,D1_training-e_e01972
r0f0,0,val,2960,D1_training-e_e01976
r0f0,0,val,2961,D1_training-e_e01977
r0f0,0,val,2964,D1_training-e_e01980
r0f0,0,val,2965,D1_training-e_e01981
r0f0,0,val,2967,D1_training-e_e01983
r0f0,0,val,2969,D1_training-e_e01985
r0f0,0,val,2973,D1_training-e_e01989
r0f0,0,val,2976,D1_training-e_e01992
r0f0,0,val,2980,D1_training-e_e01996
r0f0,0,val,2984,D1_training-e_e02000
r0f0,0,val,2985,D1_training-e_e02001
r0f0,0,val,2993,D1_training-e_e02009
r0f0,0,val,2995,D1_training-e_e02011
r0f0,0,val,2998,D1_training-e_e02014
r0f0,0,val,3000,D1_training-e_e02016
r0f0,0,val,3001,D1_training-e_e02017
r0f0,0,val,3012,D1_training-e_e02028
r0f0,0,val,3014,D1_training-e_e02030
r0f0,0,val,3017,D1_training-e_e02033
r0f0,0,val,3026,D1_training-e_e02042
r0f0,0,val,3027,D1_training-e_e02043
r0f0,0,val,3029,D1_training-e_e02045
r0f0,0,val,3035,D1_training-e_e02051
r0f0,0,val,3041,D1_training-e_e02057
r0f0,0,val,3042,D1_training-e_e02058
r0f0,0,val,3043,D1_training-e_e02059
r0f0,0,val,3044,D1_training-e_e02060
r0f0,0,val,3048,D1_training-e_e02064
r0f0,0,val,3049,D1_training-e_e02065
r0f0,0,val,3051,D1_training-e_e02067
r0f0,0,val,3057,D1_training-e_e02073
r0f0,0,val,3058,D1_training-e_e02074
r0f0,0,val,3065,D1_training-e_e02081
r0f0,0,val,3069,D1_training-e_e02085
r0f0,0,val,3074,D1_training-e_e02090
r0f0,0,val,3075,D1_training-e_e02091
r0f0,0,val,3080,D1_training-e_e02096
r0f0,0,val,3084,D1_training-e_e02100
r0f0,0,val,3088,D1_training-e_e02104
r0f0,0,val,3091,D1_training-e_e02107
r0f0,0,val,3092,D1_training-e_e02108
r0f0,0,val,3099,D1_training-e_e02115
r0f0,0,val,3102,D1_training-e_e02118
r0f0,0,val,3104,D1_training-e_e02120
r0f0,0,val,3105,D1_training-e_e02121
r0f0,0,val,3106,D1_training-e_e02122
r0f0,0,val,3115,D1_training-e_e02131
r0f0,0,val,3117,D1_training-e_e02133
r0f0,0,val,3122,D1_training-e_e02138
r0f0,0,val,3126,D1_training-f_f0001
r0f0,0,val,3129,D1_training-f_f0004
r0f0,0,val,3130,D1_training-f_f0005
r0f0,0,val,3133,D1_training-f_f0008
r0f0,0,val,3140,D1_training-f_f0015
r0f0,0,val,3146,D1_training-f_f0021
r0f0,0,val,3160,D1_training-f_f0035
r0f0,0,val,3161,D1_training-f_f0036
r0f0,0,val,3164,D1_training-f_f0039
r0f0,0,val,3166,D1_training-f_f0041
r0f0,0,val,3168,D1_training-f_f0043
r0f0,0,val,3170,D1_training-f_f0045
r0f0,0,val,3173,D1_training-f_f0048
r0f0,0,val,3174,D1_training-f_f0049
r0f0,0,val,3176,D1_training-f_f0051
r0f0,0,val,3177,D1_training-f_f0052
r0f0,0,val,3181,D1_training-f_f0056
r0f0,0,val,3182,D1_training-f_f0057
r0f0,0,val,3190,D1_training-f_f0065
r0f0,0,val,3191,D1_training-f_f0066
r0f0,0,val,3192,D1_training-f_f0067
r0f0,0,val,3193,D1_training-f_f0068
r0f0,0,val,3197,D1_training-f_f0072
r0f0,0,val,3199,D1_training-f_f0074
r0f0,0,val,3200,D1_training-f_f0075
r0f0,0,val,3202,D1_training-f_f0077
r0f0,0,val,3208,D1_training-f_f0083
r0f0,0,val,3209,D1_training-f_f0084
r0f0,0,val,3214,D1_training-f_f0089
r0f0,0,val,3219,D1_training-f_f0094
r0f0,0,val,3220,D1_training-f_f0095
r0f0,0,val,3225,D1_training-f_f0100
r0f0,0,val,3229,D1_training-f_f0104
r0f0,0,val,3238,D1_training-f_f0113
r0f0,1,train,2,D1_training-a_a0003
r0f0,1,train,6,D1_training-a_a0007
r0f0,1,train,7,D1_training-a_a0008
r0f0,1,train,9,D1_training-a_a0010
r0f0,1,train,10,D1_training-a_a0011
r0f0,1,train,17,D1_training-a_a0018
r0f0,1,train,19,D1_training-a_a0020
r0f0,1,train,21,D1_training-a_a0022
r0f0,1,train,22,D1_training-a_a0023
r0f0,1,train,29,D1_training-a_a0030
r0f0,1,train,30,D1_training-a_a0031
r0f0,1,train,31,D1_training-a_a0032
r0f0,1,train,32,D1_training-a_a0033
r0f0,1,train,34,D1_training-a_a0035
r0f0,1,train,35,D1_training-a_a0036
r0f0,1,train,38,D1_training-a_a0039
r0f0,1,train,39,D1_training-a_a0040
r0f0,1,train,40,D1_training-a_a0041
r0f0,1,train,42,D1_training-a_a0043
r0f0,1,train,43,D1_training-a_a0044
r0f0,1,train,50,D1_training-a_a0051
r0f0,1,train,52,D1_training-a_a0053
r0f0,1,train,54,D1_training-a_a0055
r0f0,1,train,55,D1_training-a_a0056
r0f0,1,train,57,D1_training-a_a0058
r0f0,1,train,58,D1_training-a_a0059
r0f0,1,train,62,D1_training-a_a0063
r0f0,1,train,63,D1_training-a_a0064
r0f0,1,train,65,D1_training-a_a0066
r0f0,1,train,66,D1_training-a_a0067
r0f0,1,train,73,D1_training-a_a0074
r0f0,1,train,74,D1_training-a_a0075
r0f0,1,train,75,D1_training-a_a0076
r0f0,1,train,77,D1_training-a_a0078
r0f0,1,train,78,D1_training-a_a0079
r0f0,1,train,81,D1_training-a_a0082
r0f0,1,train,82,D1_training-a_a0083
r0f0,1,train,83,D1_training-a_a0084
r0f0,1,train,86,D1_training-a_a0087
r0f0,1,train,89,D1_training-a_a0090
r0f0,1,train,91,D1_training-a_a0092
r0f0,1,train,94,D1_training-a_a0095
r0f0,1,train,99,D1_training-a_a0100
r0f0,1,train,102,D1_training-a_a0103
r0f0,1,train,106,D1_training-a_a0107
r0f0,1,train,109,D1_training-a_a0110
r0f0,1,train,110,D1_training-a_a0111
r0f0,1,train,113,D1_training-a_a0114
r0f0,1,train,114,D1_training-a_a0115
r0f0,1,train,116,D1_training-a_a0117
r0f0,1,train,121,D1_training-a_a0122
r0f0,1,train,122,D1_training-a_a0123
r0f0,1,train,127,D1_training-a_a0128
r0f0,1,train,136,D1_training-a_a0137
r0f0,1,train,139,D1_training-a_a0140
r0f0,1,train,143,D1_training-a_a0144
r0f0,1,train,145,D1_training-a_a0146
r0f0,1,train,146,D1_training-a_a0147
r0f0,1,train,147,D1_training-a_a0148
r0f0,1,train,149,D1_training-a_a0150
r0f0,1,train,155,D1_training-a_a0156
r0f0,1,train,157,D1_training-a_a0158
r0f0,1,train,161,D1_training-a_a0162
r0f0,1,train,163,D1_training-a_a0164
r0f0,1,train,167,D1_training-a_a0168
r0f0,1,train,169,D1_training-a_a0170
r0f0,1,train,171,D1_training-a_a0172
r0f0,1,train,172,D1_training-a_a0173
r0f0,1,train,187,D1_training-a_a0188
r0f0,1,train,191,D1_training-a_a0192
r0f0,1,train,200,D1_training-a_a0201
r0f0,1,train,206,D1_training-a_a0207
r0f0,1,train,208,D1_training-a_a0209
r0f0,1,train,211,D1_training-a_a0212
r0f0,1,train,214,D1_training-a_a0215
r0f0,1,train,217,D1_training-a_a0218
r0f0,1,train,218,D1_training-a_a0219
r0f0,1,train,219,D1_training-a_a0220
r0f0,1,train,220,D1_training-a_a0221
r0f0,1,train,222,D1_training-a_a0223
r0f0,1,train,223,D1_training-a_a0224
r0f0,1,train,231,D1_training-a_a0232
r0f0,1,train,232,D1_training-a_a0233
r0f0,1,train,233,D1_training-a_a0234
